name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Acididesulfobacillus acetoxydans	1561005	S	94	0	94	0.00000
Desulforamulus ferrireducens	1833852	S	74	10	84	0.00000
Desulforamulus ruminis	1564	S	15	0	15	0.00000
Candidatus Formimonas warabiya	1761012	S	23	0	23	0.00000
Dehalobacterium formicoaceticum	51515	S	17	0	17	0.00000
Candidatus Desulforudis audaxviator	471827	S	17	0	17	0.00000
Christensenella minuta	626937	S	242	13	255	0.00001
Symbiobacterium thermophilum	2734	S	71	0	71	0.00000
Caldinitratiruptor microaerophilus	671077	S	46	0	46	0.00000
Desulfitobacterium hafniense	49338	S	21	2	23	0.00000
Desulfitobacterium dichloroeliminans	233055	S	10	0	10	0.00000
Desulfosporosinus orientis	1563	S	17	0	17	0.00000
Syntrophobotulus glycolicus	51197	S	12	0	12	0.00000
Heliomicrobium modesticaldum	35701	S	55	11	66	0.00000
Heliorestis convoluta	356322	S	28	0	28	0.00000
Thermincola potens	863643	S	21	0	21	0.00000
Petrocella atlantisensis	2173034	S	10	0	10	0.00000
Desulfotomaculum nigrificans	1565	S	18	1	19	0.00000
Syntrophothermus lipocalidus	86170	S	15	0	15	0.00000
Desulfoscipio gibsoniae	102134	S	11	0	11	0.00000
Moorella glycerini	55779	S	83	1	84	0.00000
Moorella thermoacetica	1525	S	68	1	69	0.00000
Moorella sp. Hama-1	2138101	S	46	1	47	0.00000
Tepidanaerobacter acetatoxydans	499229	S	117	1	118	0.00000
Biomaibacter acetigenes	2316383	S	18	0	18	0.00000
Thermosediminibacter oceani	291990	S	26	0	26	0.00000
Thermoanaerobacterium sp. CMT5567-10	3061989	S	27	12	39	0.00000
Ammonifex degensii	42838	S	18	0	18	0.00000
Mahella australiensis	252966	S	11	1	12	0.00000
Caldicellulosiruptor obsidiansis	717609	S	21	16	37	0.00000
Caldicellulosiruptor morganii	1387555	S	21	5	26	0.00000
Acidaminococcus intestini	187327	S	858060	21060	879120	0.03635
Acidaminococcus fermentans	905	S	162	1	163	0.00001
Phascolarctobacterium succinatutens	626940	S	375	82	457	0.00002
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	126	19	145	0.00001
Phascolarctobacterium faecium	33025	S	104	0	104	0.00000
Dialister succinatiphilus	487173	S	3413	127	3540	0.00015
Dialister pneumosintes	39950	S	1249	18	1267	0.00005
Dialister massiliensis	2161821	S	303	4840	5143	0.00021
Dialister hominis	2582419	S	13	192	205	0.00001
Megasphaera elsdenii	907	S	499	50	549	0.00002
Megasphaera stantonii	2144175	S	231	9	240	0.00001
Megasphaera hexanoica	1675036	S	66	3	69	0.00000
Megasphaera massiliensis	1232428	S	60	2	62	0.00000
Veillonella parvula	29466	S	59	13	72	0.00000
Veillonella rodentium	248315	S	20	1	21	0.00000
Veillonella nakazawae	2682456	S	13	31	44	0.00000
Veillonella atypica	39777	S	10	1	11	0.00000
Selenomonas sputigena	69823	S	394	14	408	0.00002
Selenomonas sp. oral taxon 126	712528	S	83	63	146	0.00001
Selenomonas sp. oral taxon 478	712538	S	15	164	179	0.00001
Selenomonas ruminantium	971	S	213	3	216	0.00001
Selenomonas dianae	135079	S	30	9	39	0.00000
Selenomonas timonae	2754044	S	18	15	33	0.00000
Pectinatus frisingensis	865	S	30	0	30	0.00000
Megamonas funiformis	437897	S	16	3	19	0.00000
Methylomusa anaerophila	1930071	S	350	1	351	0.00001
Sporomusa termitida	2377	S	208	1	209	0.00001
uncultured Sporomusa sp.	307249	S	33	0	33	0.00000
uncultured Anaeromusa sp.	673273	S	28	0	28	0.00000
Pelosinus fermentans	365349	S	23	0	23	0.00000
Paenibacillus sp. 32O-W	1695218	S	176	15	191	0.00001
Paenibacillus sp. YPD9-1	2908839	S	133	8	141	0.00001
Paenibacillus sp. FSL R7-0273	1536772	S	122	39	161	0.00001
Paenibacillus sp. FSL R7-0331	1536773	S	101	32	133	0.00001
Paenibacillus sp. SYP-B4298	2996034	S	93	4	97	0.00000
Paenibacillus sp. B01	2660554	S	41	24	65	0.00000
Paenibacillus sp. MBLB1832	2918901	S	40	2	42	0.00000
Paenibacillus sp. FSL H7-0357	1536774	S	25	4	29	0.00000
Paenibacillus sp. JNUCC-31	2777983	S	24	14	38	0.00000
Paenibacillus sp. MMS20-IR301	2895946	S	22	3	25	0.00000
Paenibacillus sp. JZ16	1906272	S	19	8	27	0.00000
Paenibacillus sp. PK3_47	2072642	S	15	2	17	0.00000
Paenibacillus sp. RUD330	2023772	S	13	1	14	0.00000
Paenibacillus sp. PSB04	2866810	S	12	22	34	0.00000
Paenibacillus sp. BIHB 4019	1870819	S	11	0	11	0.00000
Paenibacillus sp. JDR-2	324057	S	11	0	11	0.00000
Paenibacillus sp. DCT19	2211212	S	11	1	12	0.00000
Paenibacillus sp. CC-CFT742	2926710	S	10	40	50	0.00000
Paenibacillus beijingensis	1126833	S	341	32	373	0.00002
Paenibacillus sophorae	1333845	S	318	217	535	0.00002
Paenibacillus durus	44251	S	172	69	241	0.00001
Paenibacillus rhizovicinus	2704463	S	158	16	174	0.00001
Paenibacillus brasilensis	128574	S	136	110	246	0.00001
Paenibacillus spongiae	2909671	S	133	10	143	0.00001
Paenibacillus dendritiformis	130049	S	107	74	181	0.00001
Paenibacillus mucilaginosus	61624	S	106	7	113	0.00000
Paenibacillus yonginensis	1462996	S	89	51	140	0.00001
Paenibacillus cellulosilyticus	375489	S	63	4	67	0.00000
Paenibacillus azoreducens	116718	S	57	6	63	0.00000
Paenibacillus donghaensis	414771	S	47	6	53	0.00000
Paenibacillus jilunlii	682956	S	45	59	104	0.00000
Paenibacillus aurantius	2918900	S	38	2	40	0.00000
Paenibacillus macerans	44252	S	26	1	27	0.00000
Paenibacillus psychroresistens	1778678	S	23	0	23	0.00000
Paenibacillus barcinonensis	198119	S	23	3	26	0.00000
Paenibacillus protaetiae	2509456	S	19	1	20	0.00000
Paenibacillus lentus	1338368	S	18	2	20	0.00000
Paenibacillus sonchi	373687	S	13	16	29	0.00000
Paenibacillus naphthalenovorans	162209	S	15	1	16	0.00000
Paenibacillus thiaminolyticus	49283	S	15	11	26	0.00000
Paenibacillus agaridevorans	171404	S	14	26	40	0.00000
Paenibacillus albicereus	2726185	S	13	5	18	0.00000
Paenibacillus typhae	1174501	S	12	13	25	0.00000
Paenibacillus stellifer	169760	S	10	1	11	0.00000
Paenibacillus peoriae	59893	S	10	103	113	0.00000
Brevibacillus ruminantium	2950604	S	113	49	162	0.00001
Brevibacillus composti	2796470	S	85	49	134	0.00001
Brevibacillus brevis	1393	S	57	152	209	0.00001
Brevibacillus humidisoli	2895522	S	39	5	44	0.00000
Brevibacillus marinus	2496837	S	17	1	18	0.00000
Brevibacillus borstelensis	45462	S	15	8	23	0.00000
Brevibacillus choshinensis	54911	S	11	3	14	0.00000
Saccharibacillus brassicae	2583377	S	96	10	106	0.00000
Cohnella candidum	2674991	S	45	4	49	0.00000
Cohnella sp. LGH	1619153	S	20	9	29	0.00000
Cohnella cholangitidis	2598458	S	11	1	12	0.00000
Aneurinibacillus sp. B1	2966586	S	10	53	63	0.00000
Thermobacillus composti	377615	S	47	8	55	0.00000
Bacillus glycinifermentans	1664069	S	354	11	365	0.00002
Bacillus subtilis	1423	S	121	301	422	0.00002
Bacillus vallismortis	72361	S	65	3	68	0.00000
Bacillus amyloliquefaciens	1390	S	19	99	118	0.00000
Bacillus anthracis	1392	S	17	470	487	0.00002
Bacillus cereus	1396	S	17	923	940	0.00004
Bacillus thuringiensis	1428	S	15	22	37	0.00000
Bacillus mycoides	1405	S	10	2	12	0.00000
Bacillus gobiensis	1441095	S	26	0	26	0.00000
Bacillus pumilus	1408	S	10	0	10	0.00000
Bacillus smithii	1479	S	10	3	13	0.00000
Heyndrickxia coagulans	1398	S	123	167	290	0.00001
Heyndrickxia vini	1476025	S	13	0	13	0.00000
Neobacillus sp. OS1-2	3070680	S	17	2	19	0.00000
Neobacillus sp. 114	3048535	S	15	1	16	0.00000
Neobacillus sp. PS3-12	3070677	S	10	0	10	0.00000
Neobacillus drentensis	220684	S	13	0	13	0.00000
Peribacillus simplex	1478	S	32	56	88	0.00000
Peribacillus asahii	228899	S	13	1	14	0.00000
Peribacillus butanolivorans	421767	S	12	5	17	0.00000
Peribacillus frigoritolerans	450367	S	11	10	21	0.00000
Priestia megaterium	1404	S	69	17	86	0.00000
Geobacillus sp. GHH01	1233873	S	15	26	41	0.00000
Geobacillus subterraneus	129338	S	27	3	30	0.00000
Rossellomorea marisflavi	189381	S	50	3	53	0.00000
Halobacillus litoralis	45668	S	44	1	45	0.00000
Fictibacillus sp. KU28468	2991053	S	17	0	17	0.00000
Niallia circulans	1397	S	27	1	28	0.00000
Alkalihalobacillus sp. AL-G	2926399	S	25	0	25	0.00000
Caldalkalibacillus thermarum	296745	S	26	1	27	0.00000
Salisediminibacterium beveridgei	632773	S	21	0	21	0.00000
Paraliobacillus zengyii	2213194	S	21	0	21	0.00000
Oceanobacillus kimchii	746691	S	13	1	14	0.00000
Salicibibacter cibarius	2743000	S	12	2	14	0.00000
Allobacillus halotolerans	570278	S	14	0	14	0.00000
Sediminibacillus dalangtanensis	2729421	S	10	0	10	0.00000
Staphylococcus pseudintermedius	283734	S	131	23	154	0.00001
Staphylococcus aureus	1280	S	88	589	677	0.00003
Staphylococcus rostri	522262	S	81	11	92	0.00000
Staphylococcus cohnii	29382	S	28	4	32	0.00000
Staphylococcus epidermidis	1282	S	12	3	15	0.00000
Staphylococcus saprophyticus	29385	S	10	1	11	0.00000
Salinicoccus halodurans	407035	S	11	0	11	0.00000
Alicyclobacillus acidocaldarius	405212	S	72	1	73	0.00000
Alicyclobacillus sp. ALC3	2796143	S	56	1	57	0.00000
Alicyclobacillus fastidiosus	392011	S	58	3	61	0.00000
Alicyclobacillus acidoterrestris	1450	S	26	0	26	0.00000
Alicyclobacillus cycloheptanicus	1457	S	12	0	12	0.00000
Tumebacillus avium	1903704	S	52	17	69	0.00000
Kyrpidia spormannii	2055160	S	11	1	12	0.00000
Effusibacillus dendaii	2743772	S	11	2	13	0.00000
Sporosarcina sp. 0.2-SM1T-5	3056445	S	119	14	133	0.00001
Sporosarcina sp. T2O-4	3056444	S	14	2	16	0.00000
Planococcus sp. 107-1	2908840	S	23	10	33	0.00000
Planococcus sp. N022	3058393	S	11	2	13	0.00000
Staphylospora marina	2490858	S	109	4	113	0.00000
Kroppenstedtia eburnea	714067	S	40	1	41	0.00000
Novibacillus thermophilus	1471761	S	19	0	19	0.00000
Laceyella sacchari	37482	S	13	0	13	0.00000
Thermoactinomyces vulgaris	2026	S	10	0	10	0.00000
Exiguobacterium mexicanum	340146	S	59	17	76	0.00000
Listeria monocytogenes	1639	S	16	426	442	0.00002
Listeria seeligeri	1640	S	10	0	10	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	18	0	18	0.00000
Gemella sanguinis	84135	S	15	1	16	0.00000
Limosilactobacillus mucosae	97478	S	1391	68	1459	0.00006
Limosilactobacillus fermentum	1613	S	17	4	21	0.00000
Limosilactobacillus reuteri	1598	S	12	2	14	0.00000
Weissella confusa	1583	S	765	75	840	0.00003
Weissella cibaria	137591	S	21	1	22	0.00000
Weissella koreensis	165096	S	13	0	13	0.00000
Leuconostoc lactis	1246	S	134	70	204	0.00001
Leuconostoc mesenteroides	1245	S	55	14	69	0.00000
Ligilactobacillus ruminis	1623	S	96	4	100	0.00000
Ligilactobacillus salivarius	1624	S	19	2	21	0.00000
Liquorilactobacillus mali	1618	S	79	11	90	0.00000
Lactiplantibacillus carotarum	2993456	S	21	7	28	0.00000
Lactiplantibacillus pentosus	1589	S	12	5	17	0.00000
Lactiplantibacillus paraplantarum	60520	S	10	11	21	0.00000
Lactobacillus delbrueckii	1584	S	20	8	28	0.00000
Companilactobacillus heilongjiangensis	1074467	S	35	0	35	0.00000
Levilactobacillus namurensis	380393	S	15	1	16	0.00000
Levilactobacillus brevis	1580	S	14	2	16	0.00000
Oenococcus oeni	1247	S	33	3	36	0.00000
Pediococcus acidilactici	1254	S	17	3	20	0.00000
Acetilactobacillus jinshanensis	1720083	S	25	0	25	0.00000
Schleiferilactobacillus harbinensis	304207	S	20	0	20	0.00000
Fructilactobacillus carniphilus	2940297	S	10	3	13	0.00000
Streptococcus salivarius	1304	S	537	171	708	0.00003
Streptococcus equi	1336	S	108	8	116	0.00000
Streptococcus dysgalactiae	1334	S	15	11	26	0.00000
Streptococcus suis	1307	S	96	68	164	0.00001
Streptococcus sp. Marseille-Q6470	2972784	S	22	9	31	0.00000
Streptococcus sp. S1	3098075	S	10	5	15	0.00000
Streptococcus mutans	1309	S	50	5	55	0.00000
Streptococcus ratti	1341	S	45	0	45	0.00000
Streptococcus mitis	28037	S	35	13	48	0.00000
Streptococcus thermophilus	1308	S	22	6	28	0.00000
Streptococcus chenjunshii	2173853	S	20	0	20	0.00000
Streptococcus agalactiae	1311	S	19	99	118	0.00000
Streptococcus parasanguinis	1318	S	18	7	25	0.00000
Streptococcus oralis	1303	S	17	7	24	0.00000
Streptococcus sanguinis	1305	S	16	2	18	0.00000
Streptococcus acidominimus	1326	S	13	1	14	0.00000
Streptococcus pasteurianus	197614	S	12	43	55	0.00000
Lactococcus lactis	1358	S	42	16	58	0.00000
Lactococcus cremoris	1359	S	26	67	93	0.00000
Lactococcus allomyrinae	2419773	S	15	0	15	0.00000
Enterococcus faecium	1352	S	261	489	750	0.00003
Enterococcus faecalis	1351	S	87	243	330	0.00001
Enterococcus cecorum	44008	S	50	4	54	0.00000
Enterococcus saigonensis	1805431	S	42	14	56	0.00000
Enterococcus casseliflavus	37734	S	30	83	113	0.00000
Enterococcus hirae	1354	S	13	5	18	0.00000
Jeotgalibaca arthritidis	1868794	S	97	15	112	0.00000
Jeotgalibaca sp. MA1X17-3	2908211	S	57	1	58	0.00000
Jeotgalibaca ciconiae	2496265	S	10	0	10	0.00000
Trichococcus flocculiformis	82803	S	80	17	97	0.00000
uncultured Trichococcus sp.	189665	S	23	2	25	0.00000
Trichococcus shcherbakoviae	2094020	S	11	2	13	0.00000
Granulicatella elegans	137732	S	18	3	21	0.00000
Aerococcus sanguinicola	119206	S	13	0	13	0.00000
Aerococcus urinaeequi	51665	S	11	30	41	0.00000
Abiotrophia defectiva	46125	S	16	0	16	0.00000
[Clostridium] innocuum	1522	S	411	39	450	0.00002
Thomasclavelia ramosa	1547	S	150	6	156	0.00001
Faecalibacillus intestinalis	1982626	S	502	49	551	0.00002
Catenibacterium mitsuokai	100886	S	36	3	39	0.00000
Catenibacterium sp. co_0103	2478954	S	36	6	42	0.00000
Longicatena caecimuris	1796635	S	489	85	574	0.00002
Amedibacterium intestinale	2583452	S	110	16	126	0.00001
Allobaculum mucilyticum	2834459	S	53	1	54	0.00000
Allobaculum sp. Allo2	2853432	S	38	0	38	0.00000
Faecalibaculum rodentium	1702221	S	88	1	89	0.00000
Intestinibaculum porci	2487118	S	42	1	43	0.00000
Turicibacter bilis	2735723	S	62	11	73	0.00000
Turicibacter sanguinis	154288	S	15	0	15	0.00000
Murdochiella vaginalis	1852373	S	321	36	357	0.00001
Anaerococcus mediterraneensis	1870984	S	102	20	122	0.00001
Peptoniphilus ivorii	54006	S	52	1	53	0.00000
Peptoniphilus equinus	3016343	S	39	1	40	0.00000
Parvimonas micra	33033	S	66	6	72	0.00000
Finegoldia magna	1260	S	10	0	10	0.00000
Ezakiella coagulans	46507	S	18	3	21	0.00000
Ndongobacter massiliensis	1871025	S	80	6	86	0.00000
Limnochorda pilosa	1555112	S	40	0	40	0.00000
Collinsella aerofaciens	74426	S	162905	5530	168435	0.00696
Collinsella stercoris	147206	S	3538	80	3618	0.00015
Collinsella sp. zg1085	2844380	S	17	0	17	0.00000
Coriobacterium glomerans	33871	S	16	0	16	0.00000
Olsenella timonensis	1805478	S	509	67	576	0.00002
Olsenella uli	133926	S	223	25	248	0.00001
Olsenella sp. oral taxon 807	712411	S	57	3	60	0.00000
Parolsenella catena	2003188	S	236	41	277	0.00001
Parolsenella massiliensis	1871022	S	177	25	202	0.00001
Parafannyhessea umbonata	604330	S	303	26	329	0.00001
Thermophilibacter immobilis	2779519	S	119	9	128	0.00001
Leptogranulimonas caecicola	2894156	S	52	1	53	0.00000
Lancefieldella parvula	1382	S	29	0	29	0.00000
Atopobium sp. oral taxon 416	712157	S	24	0	24	0.00000
Eggerthella lenta	84112	S	10612	1245	11857	0.00049
Eggerthella guodeyinii	2690837	S	314	39	353	0.00001
Eggerthella sp. YY7918	502558	S	177	9	186	0.00001
Gordonibacter urolithinfaciens	1335613	S	4297	843	5140	0.00021
Gordonibacter pamelaeae	471189	S	567	143	710	0.00003
Slackia heliotrinireducens	84110	S	364	2	366	0.00002
Adlercreutzia hattorii	2707299	S	133	55	188	0.00001
Adlercreutzia equolifaciens	446660	S	93	30	123	0.00001
Berryella intestinalis	1531429	S	175	13	188	0.00001
Berryella wangjianweii	2734634	S	101	2	103	0.00000
Arabiibacter massiliensis	1870985	S	182	8	190	0.00001
Raoultibacter timonensis	1907662	S	128	1	129	0.00001
Xiamenia xianingshaonis	2682776	S	128	1	129	0.00001
Denitrobacterium detoxificans	79604	S	19	0	19	0.00000
Bifidobacterium adolescentis	1680	S	31258	13961	45219	0.00187
Bifidobacterium bifidum	1681	S	21203	30717	51920	0.00215
Bifidobacterium longum	216816	S	17278	8167	25445	0.00105
Bifidobacterium dentium	1689	S	816	19	835	0.00003
Bifidobacterium pseudocatenulatum	28026	S	395	379	774	0.00003
Bifidobacterium catenulatum	1686	S	346	94	440	0.00002
Bifidobacterium breve	1685	S	186	71	257	0.00001
Bifidobacterium angulatum	1683	S	182	10	192	0.00001
Bifidobacterium thermophilum	33905	S	159	2	161	0.00001
Bifidobacterium sp. ESL0798	2983235	S	47	17	64	0.00000
Bifidobacterium sp. ESL0769	2983229	S	26	1	27	0.00000
Bifidobacterium sp. ESL0728	2983220	S	14	0	14	0.00000
Bifidobacterium sp. ESL0704	2983219	S	14	4	18	0.00000
Bifidobacterium animalis	28025	S	96	2682	2778	0.00011
Bifidobacterium scardovii	158787	S	48	1	49	0.00000
Bifidobacterium actinocoloniiforme	638619	S	32	0	32	0.00000
Bifidobacterium choerinum	35760	S	28	1	29	0.00000
Bifidobacterium pseudolongum	1694	S	27	1	28	0.00000
Bifidobacterium pullorum	78448	S	25	1	26	0.00000
Bifidobacterium subtile	77635	S	23	0	23	0.00000
Bifidobacterium lemurum	1603886	S	17	1	18	0.00000
Bifidobacterium eulemuris	1765219	S	16	1	17	0.00000
Bifidobacterium asteroides	1684	S	15	0	15	0.00000
Mycobacterium canettii	78331	S	6881	729	7610	0.00031
Mycobacterium paragordonae	1389713	S	208	6	214	0.00001
Mycobacterium sp. ITM-2016-00318	2099693	S	84	2	86	0.00000
Mycobacterium sp. JS623	212767	S	22	0	22	0.00000
Mycobacterium sp. Z3061	3073562	S	12	0	12	0.00000
Mycobacterium sp. 20KCMC460	2903536	S	10	0	10	0.00000
Mycobacterium gordonae	1778	S	110	27	137	0.00001
Mycobacterium heidelbergense	53376	S	49	2	51	0.00000
Mycobacterium parmense	185642	S	30	1	31	0.00000
Mycobacterium kubicae	120959	S	13	0	13	0.00000
Mycobacterium avium	1764	S	26	6	32	0.00000
Mycobacterium conspicuum	44010	S	29	0	29	0.00000
Mycobacterium ulcerans	1809	S	20	4	24	0.00000
Mycobacterium vicinigordonae	1719132	S	20	0	20	0.00000
Mycobacterium noviomagense	459858	S	20	0	20	0.00000
Candidatus Mycobacterium methanotrophicum	2943498	S	19	0	19	0.00000
Mycobacterium cookii	1775	S	11	0	11	0.00000
Mycobacterium ostraviense	2738409	S	10	0	10	0.00000
Mycolicibacterium frederiksbergense	117567	S	297	111	408	0.00002
Mycolicibacterium arabiense	1286181	S	233	24	257	0.00001
Mycolicibacterium celeriflavum	1249101	S	112	14	126	0.00001
Mycolicibacterium poriferae	39694	S	69	13	82	0.00000
Mycolicibacterium hassiacum	46351	S	44	10	54	0.00000
Mycolicibacterium sp. TUM20985	3023370	S	15	2	17	0.00000
Mycolicibacterium sp. HK-90	3056937	S	12	4	16	0.00000
Mycolicibacterium diernhoferi	1801	S	38	5	43	0.00000
Mycolicibacterium phlei	1771	S	33	8	41	0.00000
Mycolicibacterium litorale	758802	S	26	6	32	0.00000
Mycolicibacterium smegmatis	1772	S	26	7	33	0.00000
Mycolicibacterium rutilum	370526	S	26	6	32	0.00000
Mycolicibacterium farcinogenes	1802	S	24	100	124	0.00001
Mycolicibacterium madagascariense	212765	S	23	2	25	0.00000
Mycolicibacterium phocaicum	319706	S	19	17	36	0.00000
Mycolicibacterium sarraceniae	1534348	S	16	2	18	0.00000
Mycolicibacterium mengxianglii	2736649	S	13	0	13	0.00000
Mycolicibacterium aurum	1791	S	10	1	11	0.00000
Mycobacteroides abscessus	36809	S	163	12	175	0.00001
Mycobacteroides chelonae	1774	S	41	3	44	0.00000
Mycobacteroides immunogenum	83262	S	20	1	21	0.00000
Corynebacterium atypicum	191610	S	294	40	334	0.00001
Corynebacterium propinquum	43769	S	168	93	261	0.00001
Corynebacterium variabile	1727	S	89	19	108	0.00000
Corynebacterium sp. SCR221107	3017361	S	51	10	61	0.00000
Corynebacterium sp. P3-F1	3059080	S	17	15	32	0.00000
Corynebacterium cystitidis	35757	S	47	1	48	0.00000
Corynebacterium pyruviciproducens	598660	S	30	13	43	0.00000
Corynebacterium minutissimum	38301	S	30	41	71	0.00000
Corynebacterium riegelii	156976	S	26	5	31	0.00000
Corynebacterium nuruki	1032851	S	24	2	26	0.00000
Corynebacterium aquatimens	1190508	S	22	106	128	0.00001
Corynebacterium ihumii	1232427	S	21	118	139	0.00001
Corynebacterium faecale	1758466	S	21	5	26	0.00000
Corynebacterium uberis	2883169	S	19	1	20	0.00000
Corynebacterium comes	2675218	S	19	5	24	0.00000
Corynebacterium matruchotii	43768	S	18	0	18	0.00000
Corynebacterium guangdongense	1783348	S	16	1	17	0.00000
Corynebacterium anserum	2684406	S	16	0	16	0.00000
Corynebacterium poyangense	2684405	S	16	0	16	0.00000
Corynebacterium timonense	441500	S	14	8	22	0.00000
Corynebacterium confusum	71254	S	13	3	16	0.00000
Corynebacterium macginleyi	38290	S	12	3	15	0.00000
Corynebacterium argentoratense	42817	S	12	0	12	0.00000
Corynebacterium marinum	349751	S	10	4	14	0.00000
Rhodococcus opacus	37919	S	288	116	404	0.00002
Rhodococcus gordoniae	223392	S	109	26	135	0.00001
Rhodococcus sp. WMMA185	679318	S	13	7	20	0.00000
Rhodococcus sp. Z13	2962047	S	12	22	34	0.00000
Rhodococcus sp. X156	2499145	S	10	3	13	0.00000
Rhodococcus qingshengii	334542	S	13	64	77	0.00000
Rhodococcus kroppenstedtii	293050	S	14	9	23	0.00000
Rhodococcus fascians	1828	S	12	0	12	0.00000
Nocardia otitidiscaviarum	1823	S	75	9	84	0.00000
Nocardia terpenica	455432	S	58	5	63	0.00000
Nocardia brasiliensis	37326	S	51	8	59	0.00000
Nocardia asteroides	1824	S	50	11	61	0.00000
Nocardia yamanashiensis	209247	S	39	5	44	0.00000
Nocardia huaxiensis	2755382	S	36	5	41	0.00000
Nocardia cyriacigeorgica	135487	S	24	5	29	0.00000
Nocardia wallacei	480035	S	18	3	21	0.00000
Nocardia gipuzkoensis	2749991	S	15	5	20	0.00000
Nocardia iowensis	204891	S	13	2	15	0.00000
Nocardia sp. CS682	1047172	S	10	2	12	0.00000
Nocardia seriolae	37332	S	11	4	15	0.00000
Gordonia sp. 1D	1737359	S	287	522	809	0.00003
Gordonia sp. X0973	2742602	S	34	1	35	0.00000
Gordonia sp. PP30	2935861	S	16	0	16	0.00000
Gordonia terrae	2055	S	27	1	28	0.00000
Gordonia rubripertincta	36822	S	22	3	25	0.00000
Gordonia phthalatica	1136941	S	15	0	15	0.00000
Gordonia pseudamarae	2831662	S	13	0	13	0.00000
Gordonia insulae	2420509	S	12	0	12	0.00000
Gordonia mangrovi	2665643	S	11	0	11	0.00000
Tsukamurella paurometabola	2061	S	44	4	48	0.00000
Tsukamurella tyrosinosolvens	57704	S	24	7	31	0.00000
Dietzia psychralcaliphila	139021	S	11	21	32	0.00000
Streptomyces sp. WAC 06738	2203210	S	307	133	440	0.00002
Streptomyces sp. 3214.6	1882757	S	176	53	229	0.00001
Streptomyces sp. AM8-1-1	3075825	S	166	29	195	0.00001
Streptomyces sp. S1A1-7	2594459	S	118	616	734	0.00003
Streptomyces sp. CL7	3096006	S	105	63	168	0.00001
Streptomyces sp. S584	3096010	S	97	28	125	0.00001
Streptomyces sp. RTd22	1841249	S	79	20	99	0.00000
Streptomyces sp. NHF165	2175864	S	71	7	78	0.00000
Streptomyces sp. CdTB01	1725411	S	66	18	84	0.00000
Streptomyces sp. LX-29	2900152	S	47	9	56	0.00000
Streptomyces sp. RPA4-2	2721244	S	30	10	40	0.00000
Streptomyces sp. HUAS CB01	3053466	S	30	7	37	0.00000
Streptomyces sp. Mg1	465541	S	28	211	239	0.00001
Streptomyces sp. Z423-1	2730915	S	26	8	34	0.00000
Streptomyces sp. BPTC-684	3043734	S	25	6	31	0.00000
Streptomyces sp. INR7	2607753	S	23	12	35	0.00000
Streptomyces sp. Rer75	2750011	S	22	6	28	0.00000
Streptomyces sp. M92	2944250	S	22	11	33	0.00000
Streptomyces sp. VNUA116	3062449	S	21	5	26	0.00000
Streptomyces sp. So13.3	2136173	S	18	2	20	0.00000
Streptomyces sp. WZ-12	3030210	S	15	3	18	0.00000
Streptomyces sp. SCSIO ZS0520	2892996	S	14	2	16	0.00000
Streptomyces sp. CB01881	2078691	S	14	7	21	0.00000
Streptomyces sp. MMBL 11-1	3026420	S	14	8	22	0.00000
Streptomyces sp. TLI_053	1855352	S	13	5	18	0.00000
Streptomyces sp. Mut1	3033811	S	13	3	16	0.00000
Streptomyces sp. MA3_2.13	2867410	S	13	0	13	0.00000
Streptomyces sp. HSG2	2797167	S	13	1	14	0.00000
Streptomyces sp. AM2-3-1	3075824	S	13	2	15	0.00000
Streptomyces sp. LRE541	2931983	S	13	3	16	0.00000
Streptomyces sp. MST-110588	2833628	S	11	1	12	0.00000
Streptomyces sp. Go-475	2072505	S	11	6	17	0.00000
Streptomyces sp. C8S0	2585716	S	10	2	12	0.00000
Streptomyces cyaneochromogenes	2496836	S	320	118	438	0.00002
Streptomyces paludis	2282738	S	216	36	252	0.00001
Streptomyces griseoviridis	45398	S	196	55	251	0.00001
Streptomyces roseicoloratus	2508722	S	152	46	198	0.00001
Streptomyces venezuelae	54571	S	137	56	193	0.00001
Streptomyces niveus	193462	S	132	40	172	0.00001
Streptomyces flavofungini	68200	S	131	55	186	0.00001
Streptomyces xanthii	2768069	S	122	26	148	0.00001
Streptomyces capitiformicae	2014920	S	120	33	153	0.00001
Streptomyces sp. M54	2759525	S	65	229	294	0.00001
Streptomyces graminofaciens	68212	S	35	10	45	0.00000
Streptomyces bathyalis	2710756	S	89	7	96	0.00000
Streptomyces aurantiacus	47760	S	55	13	68	0.00000
Streptomyces qinzhouensis	2599401	S	70	15	85	0.00000
Streptomyces nigra	1827580	S	69	25	94	0.00000
Streptomyces durmitorensis	319947	S	65	12	77	0.00000
Streptomyces halobius	2879846	S	51	9	60	0.00000
Streptomyces tuirus	68278	S	31	23	54	0.00000
Streptomyces tubbatahanensis	2923272	S	29	3	32	0.00000
Streptomyces armeniacus	83291	S	28	3	31	0.00000
Streptomyces gobiensis	2875706	S	27	2	29	0.00000
Streptomyces cynarae	2981134	S	25	6	31	0.00000
Streptomyces cinnabarinus	67287	S	24	11	35	0.00000
Streptomyces platensis	58346	S	23	26	49	0.00000
Streptomyces murinus	33900	S	23	69	92	0.00000
