name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
uncultured Caproiciproducens sp.	1738647	S	400	5	405	0.00003
Ethanoligenens harbinense	253239	S	983	24	1007	0.00008
Monoglobus pectinilyticus	1981510	S	819	45	864	0.00007
Caproicibacter fermentans	2576756	S	611	18	629	0.00005
Thermocaproicibacter melissae	2966552	S	498	10	508	0.00004
Petroclostridium sp. X23	3045146	S	300	4	304	0.00002
Mageeibacillus indolicus	884684	S	241	25	266	0.00002
Amygdalobacter nucleatus	3029274	S	70	64	134	0.00001
Amygdalobacter indicium	3029272	S	51	43	94	0.00001
Ruminiclostridium papyrosolvens	29362	S	127	9	136	0.00001
Ruminiclostridium cellulolyticum	1521	S	17	1	18	0.00000
Ruminiclostridium herbifermentans	2488810	S	17	2	19	0.00000
Paludicola sp. MB14-C6	3070656	S	158	1	159	0.00001
Thermoclostridium stercorarium	1510	S	155	28	183	0.00001
Acetivibrio clariflavus	288965	S	34	7	41	0.00000
Acetivibrio saccincola	1677857	S	28	4	32	0.00000
Acetivibrio thermocellus	1515	S	27	1	28	0.00000
Pseudoclostridium thermosuccinogenes	84032	S	52	4	56	0.00000
Fastidiosipila sanguinis	236753	S	37	3	40	0.00000
Agathobacter rectalis	39491	S	312903	69180	382083	0.02879
Roseburia intestinalis	166486	S	74685	37603	112288	0.00846
Roseburia hominis	301301	S	22192	4136	26328	0.00198
Roseburia rectibacter	2763062	S	1991	365	2356	0.00018
Simiaoa sunii	2763672	S	99948	15060	115008	0.00867
Butyrivibrio crossotus	45851	S	96460	11426	107886	0.00813
Butyrivibrio fibrisolvens	831	S	114	3	117	0.00001
Butyrivibrio proteoclasticus	43305	S	73	1	74	0.00001
Butyrivibrio hungatei	185008	S	42	0	42	0.00000
Blautia hydrogenotrophica	53443	S	6437	289	6726	0.00051
Blautia luti	89014	S	5897	1906	7803	0.00059
Blautia wexlerae	418240	S	5769	2282	8051	0.00061
Blautia obeum	40520	S	5407	1509	6916	0.00052
Blautia sp. SC05B48	2479767	S	2190	2979	5169	0.00039
Blautia hansenii	1322	S	931	214	1145	0.00009
Blautia producta	33035	S	635	678	1313	0.00010
Blautia coccoides	1532	S	623	1248	1871	0.00014
Blautia pseudococcoides	1796616	S	368	22	390	0.00003
Blautia argi	1912897	S	253	34	287	0.00002
Blautia parvula	2877527	S	185	32	217	0.00002
Blautia liquoris	2779518	S	86	2	88	0.00001
[Ruminococcus] torques	33039	S	10028	2253	12281	0.00093
[Ruminococcus] lactaris	46228	S	7920	830	8750	0.00066
Mediterraneibacter gnavus	33038	S	3699	1825	5524	0.00042
Enterocloster asparagiformis	333367	S	7873	178	8051	0.00061
Enterocloster bolteae	208479	S	3938	489	4427	0.00033
Enterocloster clostridioformis	1531	S	1795	348	2143	0.00016
Coprococcus comes	410072	S	2916	6615	9531	0.00072
Coprococcus catus	116085	S	2391	414	2805	0.00021
Coprococcus sp. ART55/1	751585	S	1610	452	2062	0.00016
Coprococcus eutactus	33043	S	931	256	1187	0.00009
[Clostridium] scindens	29347	S	4594	344	4938	0.00037
Lachnoclostridium phocaeense	1871021	S	1651	231	1882	0.00014
[Clostridium] hylemonae	89153	S	1583	116	1699	0.00013
Lachnoclostridium phytofermentans	66219	S	22	0	22	0.00000
Wujia chipingensis	2763670	S	4865	1143	6008	0.00045
Anaerostipes hadrus	649756	S	4256	433	4689	0.00035
Anaerostipes rhamnosivorans	1229621	S	163	13	176	0.00001
Anaerostipes caccae	105841	S	123	8	131	0.00001
Dorea longicatena	88431	S	3109	694	3803	0.00029
Dorea formicigenerans	39486	S	1103	309	1412	0.00011
Lachnospira eligens	39485	S	4022	785	4807	0.00036
Anaerobutyricum hallii	39488	S	3550	432	3982	0.00030
Marvinbryantia formatexigens	168384	S	1548	34	1582	0.00012
Chordicoccus furentiruminis	2709410	S	1378	34	1412	0.00011
Claveliimonas bilis	3028070	S	1234	95	1329	0.00010
Sellimonas intestinalis	1653434	S	1004	60	1064	0.00008
Qiania dongpingensis	2763669	S	882	52	934	0.00007
Wansuia hejianensis	2763667	S	854	32	886	0.00007
Lacrimispora saccharolytica	84030	S	299	24	323	0.00002
Lacrimispora sphenoides	29370	S	158	7	165	0.00001
Lacrimispora xylanolytica	29375	S	118	3	121	0.00001
Anaerocolumna sp. AGMB13020	3081750	S	124	5	129	0.00001
Anaerocolumna sp. AGMB13025	3039116	S	67	3	70	0.00001
Anaerocolumna sp. MB42-C2	3070997	S	64	10	74	0.00001
Anaerocolumna cellulosilytica	433286	S	130	4	134	0.00001
Anaerocolumna sedimenticola	2696063	S	48	8	56	0.00000
Anaerocolumna chitinilytica	1727145	S	42	1	43	0.00000
Stomatobaculum sp. F0698	3059030	S	407	7	414	0.00003
Novisyntrophococcus fermenticellae	2068655	S	281	12	293	0.00002
Lachnoanaerobaculum gingivalis	2490855	S	60	15	75	0.00001
Lachnoanaerobaculum umeaense	617123	S	56	14	70	0.00001
Anaerotignum sp. MB30-C6	3070814	S	62	18	80	0.00001
Anaerotignum propionicum	28446	S	32	8	40	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	116	1	117	0.00001
Herbinix luporum	1679721	S	85	13	98	0.00001
Kineothrix sp. MB12-C1	3070215	S	65	0	65	0.00000
Anaeromicropila herbilytica	2785025	S	63	0	63	0.00000
Chakrabartyella piscis	2918914	S	54	0	54	0.00000
[Clostridium] colinum	36835	S	47	0	47	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	40	0	40	0.00000
Candidatus Epulopiscium viviparus	420336	S	14	0	14	0.00000
Intestinimonas butyriciproducens	1297617	S	80492	4376	84868	0.00639
Flintibacter sp. KGMB00164	2610895	S	21029	907	21936	0.00165
Massilistercora timonensis	2086584	S	1542	283	1825	0.00014
Emergencia timonensis	1776384	S	417	19	436	0.00003
Aminipila luticellarii	2507160	S	149	17	166	0.00001
Aminipila butyrica	433296	S	98	7	105	0.00001
Aminipila terrae	2697030	S	14	1	15	0.00000
Mogibacterium neglectum	114528	S	95	24	119	0.00001
Mogibacterium diversum	114527	S	26	3	29	0.00000
Mogibacterium pumilum	86332	S	18	2	20	0.00000
Thermaerobacter sp. PB12/4term	2293838	S	77	102	179	0.00001
Thermaerobacter marianensis	73919	S	53	81	134	0.00001
Fenollaria sporofastidiosus	2811778	S	66	12	78	0.00001
Proteiniborus sp. MB09-C3	3050072	S	66	1	67	0.00001
Carboxydocella thermautotrophica	178899	S	52	1	53	0.00000
Clostridium sp. M62/1	411486	S	10326	2794	13120	0.00099
Clostridium sp. SY8519	1042156	S	1280	55	1335	0.00010
Clostridium sp. MD294	97138	S	267	3	270	0.00002
Clostridium sp. C1	1155388	S	50	5	55	0.00000
Clostridium sp. LQ25	2992805	S	32	203	235	0.00002
Clostridium sp. 'deep sea'	2779445	S	32	0	32	0.00000
Clostridium sp. MB40-C1	3070996	S	27	1	28	0.00000
Clostridium sp. DL-VIII	641107	S	24	1	25	0.00000
Clostridium sp. JN-1	2483110	S	16	1	17	0.00000
Clostridium sp. JN-9	2507159	S	16	0	16	0.00000
Clostridium sp. BJN0001	2930219	S	16	1	17	0.00000
Clostridium sp. OS1-26	3070681	S	15	1	16	0.00000
Clostridium sp. 001	1970093	S	12	27	39	0.00000
Clostridium cadaveris	1529	S	812	38	850	0.00006
Clostridium perfringens	1502	S	337	337	674	0.00005
Clostridium tetani	1513	S	128	8	136	0.00001
Clostridium acetobutylicum	1488	S	90	1	91	0.00001
Clostridium botulinum	1491	S	76	24	100	0.00001
Clostridium intestinale	36845	S	63	2	65	0.00000
Clostridium kluyveri	1534	S	63	1	64	0.00000
Clostridium tyrobutyricum	1519	S	42	1	43	0.00000
Clostridium gasigenes	94869	S	37	1	38	0.00000
Clostridium pasteurianum	1501	S	35	0	35	0.00000
Clostridium argentinense	29341	S	35	1	36	0.00000
Clostridium thermarum	1716543	S	35	4	39	0.00000
Clostridium fermenticellae	2068654	S	32	1	33	0.00000
Clostridium isatidis	182773	S	30	2	32	0.00000
Clostridium novyi	1542	S	29	2	31	0.00000
Clostridium beijerinckii	1520	S	27	25	52	0.00000
Clostridium baratii	1561	S	25	1	26	0.00000
Clostridium tagluense	360422	S	22	1	23	0.00000
Clostridium septicum	1504	S	21	1	22	0.00000
Clostridium bornimense	1216932	S	20	2	22	0.00000
Clostridium manihotivorum	2320868	S	19	0	19	0.00000
Clostridium cochlearium	1494	S	17	1	18	0.00000
Clostridium estertheticum	238834	S	16	0	16	0.00000
Clostridium gelidum	704125	S	15	0	15	0.00000
Clostridium sporogenes	1509	S	15	13	28	0.00000
Clostridium cellulovorans	1493	S	12	0	12	0.00000
Clostridium felsineum	36839	S	12	0	12	0.00000
Clostridium chauvoei	46867	S	11	104	115	0.00001
Clostridium taeniosporum	394958	S	11	0	11	0.00000
Clostridium saccharobutylicum	169679	S	10	0	10	0.00000
Hungatella hathewayi	154046	S	2839	275	3114	0.00023
Hungatella xylanolytica	384636	S	62	1	63	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	237	6	243	0.00002
Caloramator sp. mosi_1	3023090	S	94	12	106	0.00001
Caloramator sp. E03	2576307	S	77	3	80	0.00001
Caloramator sp. Dgby_cultured_2	3029174	S	24	4	28	0.00000
Butyricicoccus sp. GAM44	2109686	S	69	0	69	0.00001
Alkaliphilus oremlandii	461876	S	24	0	24	0.00000
Alkaliphilus metalliredigens	208226	S	20	0	20	0.00000
Geosporobacter ferrireducens	1424294	S	26	0	26	0.00000
Sarcina sp. JB2	2726954	S	24	2	26	0.00000
Serpentinicella alkaliphila	1734049	S	23	0	23	0.00000
Caminicella sporogenes	166485	S	19	1	20	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	15	0	15	0.00000
Eubacterium sp. MSJ-33	2841528	S	2321	379	2700	0.00020
Eubacterium ventriosum	39496	S	1860	246	2106	0.00016
Eubacterium callanderi	53442	S	1840	185	2025	0.00015
Eubacterium maltosivorans	2041044	S	807	49	856	0.00006
Eubacterium limosum	1736	S	317	25	342	0.00003
Intestinibacillus sp. NTUH-41-i26	3079303	S	4637	407	5044	0.00038
Alkalibacter rhizosphaerae	2815577	S	135	1	136	0.00001
Acetobacterium wieringae	52694	S	40	8	48	0.00000
uncultured Acetobacterium sp.	217139	S	23	4	27	0.00000
Acetobacterium sp. KB-1	2184575	S	19	5	24	0.00000
Acetobacterium woodii	33952	S	16	2	18	0.00000
Clostridioides difficile	1496	S	7980	1052	9032	0.00068
Romboutsia ilealis	1115758	S	34	17	51	0.00000
Romboutsia sp. 13368	2708053	S	16	13	29	0.00000
Peptoclostridium acidaminophilum	1731	S	85	2	87	0.00001
Terrisporobacter hibernicus	2813371	S	10	21	31	0.00000
Filifactor alocis	143361	S	38	5	43	0.00000
Tepidibacter hydrothermalis	3036126	S	15	9	24	0.00000
Paeniclostridium sordellii	1505	S	14	0	14	0.00000
Peptacetobacter hiranonis	89152	S	13	0	13	0.00000
Maliibacterium massiliense	2086585	S	5160	298	5458	0.00041
Aristaeella hokkaidonensis	3046382	S	1323	1754	3077	0.00023
Aristaeella lactis	3046383	S	814	1014	1828	0.00014
Candidatus Formimonas warabiya	1761012	S	301	3	304	0.00002
Desulforamulus ruminis	1564	S	132	3	135	0.00001
Desulforamulus reducens	59610	S	103	4	107	0.00001
Desulforamulus ferrireducens	1833852	S	46	8	54	0.00000
Acididesulfobacillus acetoxydans	1561005	S	181	1	182	0.00001
Dehalobacterium formicoaceticum	51515	S	108	5	113	0.00001
Thermanaerosceptrum fracticalcis	1712410	S	70	3	73	0.00001
Candidatus Desulforudis audaxviator	471827	S	56	2	58	0.00000
Desulfofarcimen acetoxidans	58138	S	40	0	40	0.00000
Christensenella minuta	626937	S	967	59	1026	0.00008
Desulfitobacterium hafniense	49338	S	69	11	80	0.00001
Desulfitobacterium dehalogenans	36854	S	31	5	36	0.00000
Desulfitobacterium metallireducens	142877	S	16	0	16	0.00000
Desulfitobacterium dichloroeliminans	233055	S	10	1	11	0.00000
Desulfosporosinus youngiae	339862	S	37	1	38	0.00000
Desulfosporosinus orientis	1563	S	25	0	25	0.00000
Desulfosporosinus meridiei	79209	S	25	0	25	0.00000
Dehalobacter restrictus	55583	S	25	11	36	0.00000
Syntrophobotulus glycolicus	51197	S	30	0	30	0.00000
Symbiobacterium thermophilum	2734	S	170	3	173	0.00001
Caldinitratiruptor microaerophilus	671077	S	123	2	125	0.00001
Heliomicrobium modesticaldum	35701	S	167	41	208	0.00002
Heliorestis convoluta	356322	S	42	0	42	0.00000
Candidatus Syntrophocurvum alkaliphilum	2293317	S	32	0	32	0.00000
Syntrophomonas wolfei	863	S	27	0	27	0.00000
Syntrophothermus lipocalidus	86170	S	21	0	21	0.00000
Vallitalea guaymasensis	1185412	S	20	2	22	0.00000
Vallitalea pronyensis	1348613	S	18	1	19	0.00000
Petrocella atlantisensis	2173034	S	35	0	35	0.00000
Desulfoscipio gibsoniae	102134	S	70	0	70	0.00001
Desulfotomaculum nigrificans	1565	S	33	3	36	0.00000
Thermincola potens	863643	S	33	0	33	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	17	11	28	0.00000
Alkalicella caledoniensis	2731377	S	20	0	20	0.00000
Gelria sp. Kuro-4	2796927	S	175	3	178	0.00001
Thermoanaerobacterium thermosaccharolyticum	1517	S	34	40	74	0.00001
Thermoanaerobacterium sp. RBIITD	1550240	S	30	9	39	0.00000
Thermacetogenium phaeum	85874	S	78	31	109	0.00001
Ammonifex degensii	42838	S	68	0	68	0.00001
Carboxydothermus hydrogenoformans	129958	S	14	0	14	0.00000
Aceticella autotrophica	2755338	S	14	5	19	0.00000
Mahella australiensis	252966	S	46	6	52	0.00000
Moorella glycerini	55779	S	214	30	244	0.00002
Moorella sp. Hama-1	2138101	S	77	19	96	0.00001
Moorella thermoacetica	1525	S	68	14	82	0.00001
Zhaonella formicivorans	2528593	S	29	1	30	0.00000
Thermosediminibacter oceani	291990	S	234	4	238	0.00002
Biomaibacter acetigenes	2316383	S	35	1	36	0.00000
Tepidanaerobacter acetatoxydans	499229	S	15	0	15	0.00000
Caldicellulosiruptor morganii	1387555	S	53	6	59	0.00000
Caldicellulosiruptor obsidiansis	717609	S	23	6	29	0.00000
Caldicellulosiruptor acetigenus	301953	S	12	3	15	0.00000
Caldicellulosiruptor danielii	1387557	S	12	1	13	0.00000
Natranaerofaba carboxydovora	2742683	S	38	0	38	0.00000
Natranaerobius thermophilus	375929	S	15	0	15	0.00000
Halothermothrix orenii	31909	S	11	0	11	0.00000
Koleobacter methoxysyntrophicus	2751313	S	24	1	25	0.00000
Phascolarctobacterium faecium	33025	S	36776	458	37234	0.00281
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	1048	160	1208	0.00009
Phascolarctobacterium succinatutens	626940	S	303	121	424	0.00003
Acidaminococcus fermentans	905	S	1260	51	1311	0.00010
Acidaminococcus intestini	187327	S	546	108	654	0.00005
Megasphaera hexanoica	1675036	S	9365	446	9811	0.00074
Megasphaera elsdenii	907	S	2202	138	2340	0.00018
Megasphaera stantonii	2144175	S	273	13	286	0.00002
Megasphaera massiliensis	1232428	S	127	4	131	0.00001
Dialister succinatiphilus	487173	S	4722	213	4935	0.00037
Dialister massiliensis	2161821	S	77	757	834	0.00006
Dialister pneumosintes	39950	S	61	1	62	0.00000
Dialister hominis	2582419	S	43	392	435	0.00003
Veillonella parvula	29466	S	132	20	152	0.00001
Veillonella rogosae	423477	S	60	20	80	0.00001
Veillonella nakazawae	2682456	S	22	34	56	0.00000
Veillonella atypica	39777	S	20	2	22	0.00000
Veillonella rodentium	248315	S	17	1	18	0.00000
Veillonella sp. S12025-13	2682455	S	11	14	25	0.00000
Selenomonas sputigena	69823	S	1173	86	1259	0.00009
Selenomonas ruminantium	971	S	728	25	753	0.00006
Selenomonas sp. oral taxon 126	712528	S	290	211	501	0.00004
Selenomonas sp. oral taxon 920	1884263	S	109	58	167	0.00001
Selenomonas sp. oral taxon 478	712538	S	70	150	220	0.00002
Selenomonas sp. oral taxon 136	713030	S	33	64	97	0.00001
Selenomonas timonae	2754044	S	203	241	444	0.00003
Selenomonas dianae	135079	S	175	81	256	0.00002
Megamonas funiformis	437897	S	1767	101	1868	0.00014
Megamonas hypermegale	158847	S	11	0	11	0.00000
Selenobaculum gbiensis	3054208	S	32	2	34	0.00000
Pectinatus frisingensis	865	S	29	1	30	0.00000
Sporomusa termitida	2377	S	140	17	157	0.00001
uncultured Sporomusa sp.	307249	S	62	7	69	0.00001
uncultured Anaeromusa sp.	673273	S	188	15	203	0.00002
Methylomusa anaerophila	1930071	S	157	14	171	0.00001
[Clostridium] innocuum	1522	S	28582	2241	30823	0.00232
Thomasclavelia ramosa	1547	S	547	22	569	0.00004
Thomasclavelia spiroformis	29348	S	31	1	32	0.00000
Faecalibacillus intestinalis	1982626	S	821	75	896	0.00007
Catenibacterium mitsuokai	100886	S	153	18	171	0.00001
Catenibacterium sp. co_0103	2478954	S	87	16	103	0.00001
Tannockella kyphosi	2899121	S	18	0	18	0.00000
Longicatena caecimuris	1796635	S	943	170	1113	0.00008
Faecalibaculum rodentium	1702221	S	312	8	320	0.00002
Amedibacterium intestinale	2583452	S	262	37	299	0.00002
Allobaculum sp. Allo2	2853432	S	64	4	68	0.00001
Allobaculum mucilyticum	2834459	S	49	5	54	0.00000
Intestinibaculum porci	2487118	S	47	1	48	0.00000
Allocoprobacillus halotolerans	2944914	S	41	1	42	0.00000
Turicibacter bilis	2735723	S	77	48	125	0.00001
Turicibacter sp. H121	1712675	S	10	18	28	0.00000
Paenibacillus sp. B01	2660554	S	178	98	276	0.00002
Paenibacillus sp. RUD330	2023772	S	160	15	175	0.00001
Paenibacillus sp. SYP-B4298	2996034	S	154	7	161	0.00001
Paenibacillus sp. BIHB 4019	1870819	S	127	5	132	0.00001
Paenibacillus sp. MMS20-IR301	2895946	S	103	15	118	0.00001
Paenibacillus sp. FSL R7-0331	1536773	S	89	26	115	0.00001
Paenibacillus sp. JDR-2	324057	S	85	5	90	0.00001
Paenibacillus sp. PAMC21692	2762320	S	83	112	195	0.00001
Paenibacillus sp. 32O-W	1695218	S	73	6	79	0.00001
Paenibacillus sp. FSL H7-0357	1536774	S	66	12	78	0.00001
Paenibacillus sp. YPG26	2878915	S	60	6	66	0.00000
Paenibacillus sp. FSL R7-0273	1536772	S	56	16	72	0.00001
Paenibacillus sp. YPD9-1	2908839	S	56	3	59	0.00000
Paenibacillus sp. JNUCC-31	2777983	S	47	26	73	0.00001
Paenibacillus sp. PSB04	2866810	S	46	80	126	0.00001
Paenibacillus sp. URB8-2	2741301	S	43	15	58	0.00000
Paenibacillus sp. PK3_47	2072642	S	42	5	47	0.00000
Paenibacillus sp. JZ16	1906272	S	40	16	56	0.00000
Paenibacillus sp. MBLB1832	2918901	S	40	2	42	0.00000
Paenibacillus sp. H1-7	2282849	S	39	3	42	0.00000
Paenibacillus sp. R14(2021)	2859228	S	34	3	37	0.00000
Paenibacillus sp. 19GGS1-52	2758563	S	32	3	35	0.00000
Paenibacillus sp. sptzw28	715179	S	22	1	23	0.00000
Paenibacillus sp. RC67	3039392	S	18	1	19	0.00000
Paenibacillus sp. FSL R5-0912	1536771	S	17	19	36	0.00000
Paenibacillus sp. IHB B 3084	867076	S	15	24	39	0.00000
Paenibacillus sp. 481	2835869	S	13	0	13	0.00000
Paenibacillus sp. D2_2	3073092	S	11	1	12	0.00000
Paenibacillus sp. CAA11	1532905	S	11	1	12	0.00000
Paenibacillus sp. G2S3	3047872	S	11	11	22	0.00000
Paenibacillus sp. FSL P4-0081	1536769	S	10	12	22	0.00000
Paenibacillus mucilaginosus	61624	S	216	27	243	0.00002
Paenibacillus cellulositrophicus	562959	S	194	330	524	0.00004
Paenibacillus durus	44251	S	179	72	251	0.00002
Paenibacillus rhizovicinus	2704463	S	127	13	140	0.00001
Paenibacillus konkukensis	2020716	S	123	14	137	0.00001
Paenibacillus lycopersici	2704462	S	121	12	133	0.00001
Paenibacillus elgii	189691	S	94	8	102	0.00001
Paenibacillus beijingensis	1126833	S	84	7	91	0.00001
Paenibacillus spongiae	2909671	S	83	6	89	0.00001
Paenibacillus dendritiformis	130049	S	77	51	128	0.00001
Paenibacillus chitinolyticus	79263	S	76	7	83	0.00001
Paenibacillus protaetiae	2509456	S	74	6	80	0.00001
Paenibacillus stellifer	169760	S	70	12	82	0.00001
Paenibacillus donghaensis	414771	S	62	8	70	0.00001
Paenibacillus polymyxa	1406	S	59	298	357	0.00003
Paenibacillus lentus	1338368	S	51	5	56	0.00000
Paenibacillus macerans	44252	S	51	3	54	0.00000
Paenibacillus albicereus	2726185	S	49	21	70	0.00001
Paenibacillus ihbetae	1870820	S	45	6	51	0.00000
Paenibacillus aurantius	2918900	S	44	2	46	0.00000
Paenibacillus azoreducens	116718	S	42	4	46	0.00000
Paenibacillus sophorae	1333845	S	42	27	69	0.00001
Paenibacillus andongensis	2975482	S	40	4	44	0.00000
Paenibacillus borealis	160799	S	38	24	62	0.00000
Paenibacillus woosongensis	307580	S	33	5	38	0.00000
Paenibacillus cellulosilyticus	375489	S	30	2	32	0.00000
Paenibacillus algicola	2565926	S	29	2	31	0.00000
Paenibacillus jilunlii	682956	S	28	35	63	0.00000
Paenibacillus sonchi	373687	S	14	19	33	0.00000
Paenibacillus terrae	159743	S	21	30	51	0.00000
Paenibacillus tritici	1873425	S	18	4	22	0.00000
Paenibacillus thiaminolyticus	49283	S	18	13	31	0.00000
Paenibacillus lutimineralis	2707005	S	18	3	21	0.00000
Paenibacillus larvae	1464	S	18	7	25	0.00000
Paenibacillus sabinae	365617	S	17	6	23	0.00000
Paenibacillus albus	2495582	S	17	1	18	0.00000
Paenibacillus graminis	189425	S	17	15	32	0.00000
Paenibacillus yonginensis	1462996	S	17	9	26	0.00000
Paenibacillus naphthalenovorans	162209	S	17	1	18	0.00000
Paenibacillus psychroresistens	1778678	S	14	0	14	0.00000
Paenibacillus kribbensis	172713	S	14	9	23	0.00000
Paenibacillus urinalis	521520	S	12	2	14	0.00000
Paenibacillus hunanensis	539262	S	11	0	11	0.00000
Paenibacillus baekrokdamisoli	1712516	S	11	0	11	0.00000
Paenibacillus swuensis	1178515	S	10	0	10	0.00000
Paenibacillus alvei	44250	S	10	1	11	0.00000
Brevibacillus sp. WF146	319501	S	126	99	225	0.00002
Brevibacillus ruminantium	2950604	S	91	17	108	0.00001
Brevibacillus brevis	1393	S	59	46	105	0.00001
Brevibacillus composti	2796470	S	44	10	54	0.00000
Brevibacillus humidisoli	2895522	S	40	16	56	0.00000
Brevibacillus choshinensis	54911	S	39	5	44	0.00000
Brevibacillus borstelensis	45462	S	31	5	36	0.00000
Brevibacillus marinus	2496837	S	28	2	30	0.00000
Brevibacillus agri	51101	S	11	189	200	0.00002
Thermobacillus composti	377615	S	408	65	473	0.00004
Cohnella candidum	2674991	S	143	14	157	0.00001
Cohnella sp. LGH	1619153	S	43	18	61	0.00000
Cohnella herbarum	2728023	S	24	3	27	0.00000
Cohnella cholangitidis	2598458	S	22	2	24	0.00000
Aneurinibacillus sp. Ricciae_BoGa-3	3022697	S	51	19	70	0.00001
Aneurinibacillus sp. B1	2966586	S	11	57	68	0.00001
Aneurinibacillus soli	1500254	S	12	59	71	0.00001
Saccharibacillus brassicae	2583377	S	68	7	75	0.00001
Bacillus glycinifermentans	1664069	S	161	6	167	0.00001
Bacillus cereus	1396	S	36	2329	2365	0.00018
Bacillus thuringiensis	1428	S	21	465	486	0.00004
Bacillus wiedmannii	1890302	S	16	3	19	0.00000
Bacillus cytotoxicus	580165	S	13	0	13	0.00000
Bacillus pseudomycoides	64104	S	10	0	10	0.00000
Bacillus amyloliquefaciens	1390	S	38	86	124	0.00001
Bacillus velezensis	492670	S	32	76	108	0.00001
Bacillus tequilensis	227866	S	12	2	14	0.00000
Bacillus paralicheniformis	1648923	S	12	1	13	0.00000
Bacillus sp. FJAT-18017	1705566	S	15	44	59	0.00000
Bacillus sp. OxB-1	98228	S	11	15	26	0.00000
Bacillus fonticola	2728853	S	87	4	91	0.00001
Bacillus infantis	324767	S	31	1	32	0.00000
Bacillus swezeyi	1925020	S	28	1	29	0.00000
Bacillus pumilus	1408	S	12	0	12	0.00000
Bacillus smithii	1479	S	12	3	15	0.00000
Bacillus arachidis	2819290	S	11	0	11	0.00000
Geobacillus subterraneus	129338	S	32	49	81	0.00001
Geobacillus thermocatenulatus	33938	S	22	62	84	0.00001
Geobacillus stearothermophilus	1422	S	14	49	63	0.00000
Neobacillus sp. PS3-12	3070677	S	24	1	25	0.00000
Neobacillus sp. OS1-33	3070683	S	21	2	23	0.00000
Neobacillus sp. 114	3048535	S	18	1	19	0.00000
Neobacillus sp. OS1-32	3070682	S	18	1	19	0.00000
Neobacillus novalis	220687	S	34	4	38	0.00000
Neobacillus mesonae	1193713	S	21	1	22	0.00000
Lysinibacillus timonensis	2086577	S	10	39	49	0.00000
Mesobacillus sp. AQ2	3043332	S	41	3	44	0.00000
Mesobacillus foraminis	279826	S	15	0	15	0.00000
Mesobacillus subterraneus	285983	S	15	2	17	0.00000
Mesobacillus jeotgali	129985	S	11	1	12	0.00000
Heyndrickxia coagulans	1398	S	34	47	81	0.00001
Virgibacillus sp. MSP4-1	2700081	S	13	0	13	0.00000
Virgibacillus halodenitrificans	1482	S	14	33	47	0.00000
