name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Arthrobacter sp. NicSoilC5	2831000	S	10	23	33	0.00000
Arthrobacter sp. Helios	2828862	S	10	2	12	0.00000
Arthrobacter crystallopoietes	37928	S	114	17	131	0.00001
Arthrobacter dokdonellae	2211210	S	64	10	74	0.00001
Arthrobacter sulfonylureivorans	2486855	S	50	7	57	0.00000
Arthrobacter caoxuetaonis	2886935	S	37	8	45	0.00000
Arthrobacter woluwensis	156980	S	35	27	62	0.00000
Arthrobacter antioxidans	2895818	S	33	8	41	0.00000
Arthrobacter oryzae	409290	S	30	16	46	0.00000
Arthrobacter polaris	2813727	S	27	2	29	0.00000
Arthrobacter zhangbolii	2886936	S	26	7	33	0.00000
Arthrobacter jinronghuae	2964609	S	25	24	49	0.00000
Arthrobacter agilis	37921	S	22	4	26	0.00000
Arthrobacter alpinus	656366	S	18	39	57	0.00000
Arthrobacter koreensis	199136	S	13	4	17	0.00000
Micrococcus porci	2856555	S	265	119	384	0.00003
Micrococcus luteus	1270	S	103	149	252	0.00002
Micrococcus terreus	574650	S	22	7	29	0.00000
Rothia mucilaginosa	43675	S	174	11	185	0.00001
Rothia kristinae	37923	S	51	18	69	0.00001
Rothia nasimurium	85336	S	30	4	34	0.00000
Rothia sp. ZJ932	2810516	S	13	0	13	0.00000
Rothia aeria	172042	S	21	1	22	0.00000
Rothia dentocariosa	2047	S	16	1	17	0.00000
Kocuria turfanensis	388357	S	59	21	80	0.00001
Kocuria rosea	1275	S	45	12	57	0.00000
Kocuria rhizophila	72000	S	42	64	106	0.00001
Kocuria sp. TGY1127_2	2711328	S	26	6	32	0.00000
Kocuria palustris	71999	S	11	2	13	0.00000
Citricoccus sp. SGAir0253	2567881	S	64	81	145	0.00001
Citricoccus sp. I39-566	3073268	S	32	51	83	0.00001
Pseudarthrobacter sp. L1SW	2851598	S	22	21	43	0.00000
Pseudarthrobacter sp. BIM B-2242	2772401	S	17	6	23	0.00000
Pseudarthrobacter sp. IC2-21	3092262	S	13	5	18	0.00000
Pseudarthrobacter sp. NIBRBAC000502771	2590774	S	12	33	45	0.00000
Pseudarthrobacter psychrotolerans	2697569	S	12	12	24	0.00000
Glutamicibacter halophytocola	1933880	S	23	19	42	0.00000
Glutamicibacter arilaitensis	256701	S	20	21	41	0.00000
Glutamicibacter creatinolyticus	162496	S	13	3	16	0.00000
Glutamicibacter mishrai	1775880	S	11	24	35	0.00000
Sinomonas sp. R1AF57	2020377	S	42	8	50	0.00000
Sinomonas atrocyanea	37927	S	12	2	14	0.00000
Paeniglutamicibacter sp. ZC-3	2986919	S	18	3	21	0.00000
Paeniglutamicibacter sp. Y32M11	2853258	S	14	1	15	0.00000
Psychromicrobium lacuslunae	1618207	S	17	0	17	0.00000
Cellulomonas sp. Y8	2591145	S	41	17	58	0.00000
Cellulomonas sp. ES6	3039384	S	34	19	53	0.00000
Cellulomonas sp. S1-8	2904790	S	26	12	38	0.00000
Cellulomonas sp. NS3	2973977	S	16	5	21	0.00000
Cellulomonas sp. PSBB021	2003551	S	13	14	27	0.00000
Cellulomonas sp. C5510	2871170	S	13	7	20	0.00000
Cellulomonas sp. H30R-01	2704467	S	11	10	21	0.00000
Cellulomonas gilvus	11	S	55	29	84	0.00001
Cellulomonas wangleii	2816956	S	44	38	82	0.00001
Cellulomonas fimi	1708	S	40	30	70	0.00001
Cellulomonas palmilytica	2608402	S	29	29	58	0.00000
Cellulomonas iranensis	76862	S	26	18	44	0.00000
Cellulomonas flavigena	1711	S	25	14	39	0.00000
Cellulomonas wangsupingiae	2968085	S	23	19	42	0.00000
Cellulomonas dongxiuzhuiae	2819979	S	17	12	29	0.00000
Paraoerskovia marina	545619	S	73	18	91	0.00001
Oerskovia sp. KBS0722	1179673	S	13	4	17	0.00000
Actinotalea sp. JY-7876	2758442	S	13	5	18	0.00000
Brevibacterium sp. SMBL_HHYL_HB1	2777556	S	154	22	176	0.00001
Brevibacterium sp. BRM-1	2999062	S	19	8	27	0.00000
Brevibacterium sp. CS2	2575923	S	12	3	15	0.00000
Brevibacterium sp. 'Marine'	2725563	S	10	4	14	0.00000
Brevibacterium luteolum	199591	S	60	13	73	0.00001
Brevibacterium aurantiacum	273384	S	52	105	157	0.00001
Brevibacterium atlanticum	2697563	S	52	10	62	0.00000
Brevibacterium casei	33889	S	47	22	69	0.00001
Brevibacterium sandarakinum	629680	S	44	6	50	0.00000
Brevibacterium oceani	358099	S	26	5	31	0.00000
Brevibacterium siliguriense	1136497	S	17	4	21	0.00000
Brevibacterium linens	1703	S	13	7	20	0.00000
Brachybacterium sp. GU-2	3069708	S	41	29	70	0.00001
Brachybacterium sp. NBEC-018	2996004	S	20	39	59	0.00000
Brachybacterium sp. P6-10-X1	1903186	S	13	2	15	0.00000
Brachybacterium saurashtrense	556288	S	120	46	166	0.00001
Brachybacterium huguangmaarense	1652028	S	24	7	31	0.00000
Brachybacterium ginsengisoli	1331682	S	19	6	25	0.00000
Brachybacterium avium	2017485	S	11	5	16	0.00000
Brachybacterium kimchii	2942909	S	11	11	22	0.00000
Dermabacter vaginalis	1630135	S	41	8	49	0.00000
Dermabacter jinjuensis	1667168	S	12	3	15	0.00000
Devriesea agamarum	472569	S	18	0	18	0.00000
Ornithinimicrobium sp. HY1793	2934158	S	47	4	51	0.00000
Ornithinimicrobium cryptoxanthini	2934161	S	58	7	65	0.00000
Ornithinimicrobium pratense	2593973	S	21	3	24	0.00000
Ornithinimicrobium avium	2283195	S	17	2	19	0.00000
Ornithinimicrobium ciconiae	2594265	S	16	1	17	0.00000
Ornithinimicrobium flavum	1288636	S	14	2	16	0.00000
Serinicoccus chungangensis	767452	S	36	14	50	0.00000
Serinicoccus profundi	1078471	S	31	10	41	0.00000
Serinicoccus hydrothermalis	1758689	S	23	18	41	0.00000
Serinicoccus marinus	247333	S	11	9	20	0.00000
Dermacoccus nishinomiyaensis	1274	S	61	16	77	0.00001
Dermacoccus sp. PAMC28757	2762331	S	16	3	19	0.00000
Barrientosiimonas endolithica	1535208	S	74	38	112	0.00001
Allobranchiibius sp. GilTou73	2904523	S	61	7	68	0.00001
Luteipulveratus mongoliensis	571913	S	32	2	34	0.00000
Yimella sp. cx-51	2770551	S	32	3	35	0.00000
Cellulosimicrobium protaetiae	2587808	S	18	28	46	0.00000
Cellulosimicrobium cellulans	1710	S	15	58	73	0.00001
Xylanimonas cellulosilytica	186189	S	31	35	66	0.00000
Xylanimonas protaetiae	2509457	S	22	29	51	0.00000
Xylanimonas allomyrinae	2509459	S	11	10	21	0.00000
Isoptericola sp. AK164	3024246	S	17	15	32	0.00000
Janibacter limosus	53458	S	27	26	53	0.00000
Janibacter melonis	262209	S	10	7	17	0.00000
Phycicoccus sp. HDW14	2714941	S	27	23	50	0.00000
Phycicoccus endophyticus	1690220	S	15	10	25	0.00000
Intrasporangium calvum	53358	S	23	8	31	0.00000
Pedococcus dokdonensis	443156	S	22	23	45	0.00000
Tetrasphaera sp. HKS02	1813880	S	13	11	24	0.00000
Ruania alkalisoli	2779775	S	66	7	73	0.00001
Ruania zhangjianzhongii	2603206	S	32	2	34	0.00000
Ruania halotolerans	2897773	S	25	2	27	0.00000
Occultella kanbiaonis	2675754	S	47	12	59	0.00000
Gephyromycinifex aptenodytis	2716227	S	102	9	111	0.00001
Sanguibacter sp. HDW7	2714931	S	70	20	90	0.00001
Sanguibacter sp. 4.1	3030830	S	20	5	25	0.00000
Sanguibacter keddieii	60920	S	17	5	22	0.00000
Demequina sediminis	1930058	S	52	13	65	0.00000
Beutenbergia cavernae	84757	S	39	6	45	0.00000
Miniimonas sp. S16	2171623	S	18	10	28	0.00000
Georgenia sp. TF02-10	2917725	S	19	4	23	0.00000
Georgenia faecalis	2483799	S	14	3	17	0.00000
Kytococcus sedentarius	1276	S	46	10	56	0.00000
Luteimicrobium xylanilyticum	1133546	S	16	4	20	0.00000
Jonesia denitrificans	43674	S	13	0	13	0.00000
Streptomyces sp. JB150	2714844	S	89	44	133	0.00001
Streptomyces sp. FXJ1.172	710705	S	88	45	133	0.00001
Streptomyces sp. CGMCC 4.7035	3061628	S	68	26	94	0.00001
Streptomyces sp. HM190	2695266	S	65	28	93	0.00001
Streptomyces sp. TLI_053	1855352	S	64	12	76	0.00001
Streptomyces sp. SN-593	659352	S	56	7	63	0.00000
Streptomyces sp. BPTC-684	3043734	S	50	14	64	0.00000
Streptomyces sp. LRE541	2931983	S	48	14	62	0.00000
Streptomyces sp. NA04227	2742136	S	47	8	55	0.00000
Streptomyces sp. SUK 48	2582831	S	46	53	99	0.00001
Streptomyces sp. ADI95-16	1522758	S	45	50	95	0.00001
Streptomyces sp. NA07423	3042026	S	44	281	325	0.00002
Streptomyces sp. Caat 7-52	2949637	S	42	22	64	0.00000
Streptomyces sp. Mg1	465541	S	42	303	345	0.00003
Streptomyces sp. AM2-3-1	3075824	S	42	11	53	0.00000
Streptomyces sp. N50	3081765	S	42	9	51	0.00000
Streptomyces sp. MA3_2.13	2867410	S	38	2	40	0.00000
Streptomyces sp. Tu 2975	2676871	S	37	12	49	0.00000
Streptomyces sp. S4.7	2705439	S	37	16	53	0.00000
Streptomyces sp. SCUT-3	2684469	S	36	6	42	0.00000
Streptomyces sp. SCA4-21	3026192	S	35	184	219	0.00002
Streptomyces sp. GS7	2692234	S	35	11	46	0.00000
Streptomyces sp. NHF165	2175864	S	32	3	35	0.00000
Streptomyces sp. WAC 01438	2203204	S	32	15	47	0.00000
Streptomyces sp. T12	477697	S	30	13	43	0.00000
Streptomyces sp. AM 4-1-1	3028710	S	28	9	37	0.00000
Streptomyces sp. RTd22	1841249	S	28	38	66	0.00000
Streptomyces sp. CL7	3096006	S	28	28	56	0.00000
Streptomyces sp. SH5	3041765	S	28	54	82	0.00001
Streptomyces sp. MST-110588	2833628	S	27	5	32	0.00000
Streptomyces sp. Je 1-369	2966192	S	27	14	41	0.00000
Streptomyces sp. P3	2135430	S	24	9	33	0.00000
Streptomyces sp. FZ201	3057122	S	22	9	31	0.00000
Streptomyces sp. Li-HN-5-11	3075432	S	22	46	68	0.00001
Streptomyces sp. W1SF4	2305220	S	21	8	29	0.00000
Streptomyces sp. CCM_MD2014	1561022	S	21	52	73	0.00001
Streptomyces sp. BHT-5-2	2866715	S	20	7	27	0.00000
Streptomyces sp. Z423-1	2730915	S	20	8	28	0.00000
Streptomyces sp. NA02950	2742137	S	19	4	23	0.00000
Streptomyces sp. GMY02	1333528	S	19	3	22	0.00000
Streptomyces sp. AM8-1-1	3075825	S	19	4	23	0.00000
Streptomyces sp. A2-16	2781734	S	18	8	26	0.00000
Streptomyces sp. FXY-T5	3064901	S	17	12	29	0.00000
Streptomyces sp. YIM 121038	2136401	S	17	5	22	0.00000
Streptomyces sp. Go-475	2072505	S	17	11	28	0.00000
Streptomyces sp. 891-h	2720714	S	17	2	19	0.00000
Streptomyces sp. So13.3	2136173	S	16	2	18	0.00000
Streptomyces sp. Rer75	2750011	S	16	24	40	0.00000
Streptomyces sp. AM 2-1-1	3028709	S	16	3	19	0.00000
Streptomyces sp. CdTB01	1725411	S	15	5	20	0.00000
Streptomyces sp. GQFP	2907545	S	15	3	18	0.00000
Streptomyces sp. CB01881	2078691	S	15	3	18	0.00000
Streptomyces sp. HUAS CB01	3053466	S	15	4	19	0.00000
Streptomyces sp. WZ-12	3030210	S	13	3	16	0.00000
Streptomyces sp. Go40/10	2825844	S	13	9	22	0.00000
Streptomyces sp. LX-29	2900152	S	13	2	15	0.00000
Streptomyces sp. SAT1	1849967	S	12	4	16	0.00000
Streptomyces sp. WMMC500	3015154	S	12	7	19	0.00000
Streptomyces sp. HL-66	2964669	S	12	3	15	0.00000
Streptomyces sp. QHH-9511	2684468	S	12	3	15	0.00000
Streptomyces sp. NBC_00162	2903629	S	12	5	17	0.00000
Streptomyces sp. HP-A2021	2927875	S	12	10	22	0.00000
Streptomyces sp. HSG2	2797167	S	12	1	13	0.00000
Streptomyces sp. C8S0	2585716	S	12	3	15	0.00000
Streptomyces sp. INR7	2607753	S	11	13	24	0.00000
Streptomyces sp. DSM 40868	2721173	S	11	5	16	0.00000
Streptomyces sp. DSM 40750	2801030	S	11	9	20	0.00000
Streptomyces sp. ITFR-21	3075199	S	11	1	12	0.00000
Streptomyces sp. 3214.6	1882757	S	11	4	15	0.00000
Streptomyces sp. VNUA116	3062449	S	11	2	13	0.00000
Streptomyces sp. AgN23	1188315	S	11	48	59	0.00000
Streptomyces sp. HUAS 2-6	3004093	S	11	5	16	0.00000
Streptomyces sp. BI87	2987521	S	11	286	297	0.00002
Streptomyces sp. CA-210063	2801029	S	10	9	19	0.00000
Streptomyces sp. FIT100	2837956	S	10	4	14	0.00000
Streptomyces sp. SCSIO ZS0520	2892996	S	10	2	12	0.00000
Streptomyces sp. RPA4-2	2721244	S	10	4	14	0.00000
Streptomyces sp. VNUA24	3031131	S	10	10	20	0.00000
Streptomyces qaidamensis	1783515	S	92	61	153	0.00001
Streptomyces cadmiisoli	2184053	S	67	11	78	0.00001
Streptomyces aurantiacus	47760	S	45	8	53	0.00000
Streptomyces phaeoluteigriseus	114686	S	39	13	52	0.00000
Streptomyces alboniger	132473	S	11	3	14	0.00000
Streptomyces venezuelae	54571	S	235	79	314	0.00002
Streptomyces globisporus	1908	S	99	126	225	0.00002
Streptomyces anulatus	1892	S	45	74	119	0.00001
Streptomyces graminofaciens	68212	S	41	9	50	0.00000
Streptomyces griseus	1911	S	20	12	32	0.00000
Streptomyces halobius	2879846	S	162	21	183	0.00001
Streptomyces antibioticus	1890	S	128	35	163	0.00001
Streptomyces gilvosporeus	553510	S	128	23	151	0.00001
Streptomyces angustmyceticus	285578	S	128	45	173	0.00001
Streptomyces paludis	2282738	S	126	15	141	0.00001
Streptomyces roseirectus	2768066	S	124	21	145	0.00001
Streptomyces spectabilis	68270	S	102	29	131	0.00001
Streptomyces niveus	193462	S	99	25	124	0.00001
Streptomyces hygroscopicus	1912	S	49	74	123	0.00001
Streptomyces yatensis	155177	S	11	10	21	0.00000
Streptomyces rapamycinicus	1226757	S	10	3	13	0.00000
Streptomyces roseicoloratus	2508722	S	88	20	108	0.00001
Streptomyces alfalfae	1642299	S	82	19	101	0.00001
Streptomyces xanthophaeus	67385	S	77	32	109	0.00001
Streptomyces finlayi	67296	S	77	12	89	0.00001
Streptomyces drozdowiczii	202862	S	72	24	96	0.00001
Streptomyces xanthii	2768069	S	63	10	73	0.00001
Streptomyces marincola	2878388	S	63	4	67	0.00001
Streptomyces buecherae	2763006	S	62	22	84	0.00001
Streptomyces lydicus	47763	S	58	63	121	0.00001
Streptomyces incarnatus	665007	S	53	19	72	0.00001
Streptomyces roseochromogenus	285450	S	52	14	66	0.00000
Streptomyces phaeolivaceus	2653200	S	52	17	69	0.00001
Streptomyces katrae	68223	S	51	12	63	0.00000
Streptomyces collinus	42684	S	43	18	61	0.00000
Streptomyces cynarae	2981134	S	41	8	49	0.00000
Streptomyces lunaelactis	1535768	S	39	5	44	0.00000
Streptomyces subrutilus	36818	S	39	10	49	0.00000
Streptomyces nigra	1827580	S	38	11	49	0.00000
Streptomyces spongiicola	1690221	S	38	9	47	0.00000
Streptomyces armeniacus	83291	S	37	2	39	0.00000
Streptomyces tsukubensis	83656	S	37	5	42	0.00000
Streptomyces coeruleorubidus	116188	S	36	20	56	0.00000
Streptomyces gobiensis	2875706	S	36	2	38	0.00000
Streptomyces bathyalis	2710756	S	34	1	35	0.00000
Streptomyces durmitorensis	319947	S	34	5	39	0.00000
Streptomyces seoulensis	73044	S	33	11	44	0.00000
Streptomyces peucetius	1950	S	33	5	38	0.00000
Streptomyces albus	1888	S	32	3	35	0.00000
Streptomyces pristinaespiralis	38300	S	32	9	41	0.00000
Streptomyces vinaceus	1960	S	29	7	36	0.00000
Streptomyces griseorubiginosus	67304	S	28	8	36	0.00000
Streptomyces deccanensis	424188	S	28	16	44	0.00000
Streptomyces rimosus	1927	S	27	3	30	0.00000
Streptomyces galilaeus	33899	S	27	10	37	0.00000
Streptomyces harbinensis	1176198	S	27	3	30	0.00000
Streptomyces capitiformicae	2014920	S	27	6	33	0.00000
Streptomyces formicae	1616117	S	26	9	35	0.00000
Streptomyces atratus	1893	S	26	4	30	0.00000
Streptomyces xinghaiensis	1038928	S	25	3	28	0.00000
Streptomyces longhuiensis	2880933	S	25	3	28	0.00000
Streptomyces ambofaciens	1889	S	25	20	45	0.00000
Streptomyces viridosporus	67581	S	25	9	34	0.00000
Streptomyces olivoreticuli	68246	S	23	3	26	0.00000
Streptomyces nigrescens	1920	S	21	36	57	0.00000
Streptomyces griseochromogenes	68214	S	21	5	26	0.00000
Streptomyces genisteinicus	2768068	S	20	3	23	0.00000
Streptomyces qinzhouensis	2599401	S	20	3	23	0.00000
Streptomyces vilmorinianum	3051092	S	20	5	25	0.00000
Streptomyces noursei	1971	S	20	10	30	0.00000
Streptomyces kanamyceticus	1967	S	20	7	27	0.00000
Streptomyces alboflavus	67267	S	20	6	26	0.00000
Streptomyces aquilus	2548456	S	19	5	24	0.00000
Streptomyces nitrosporeus	28894	S	19	3	22	0.00000
Streptomyces aureoverticillatus	66871	S	19	4	23	0.00000
Streptomyces lienomycini	284035	S	19	10	29	0.00000
Streptomyces cinnabarinus	67287	S	19	7	26	0.00000
Streptomyces actuosus	1885	S	18	5	23	0.00000
Streptomyces griseoviridis	45398	S	18	3	21	0.00000
Streptomyces chartreusis	1969	S	17	12	29	0.00000
Streptomyces vietnamensis	362257	S	17	5	22	0.00000
Streptomyces tuirus	68278	S	17	10	27	0.00000
Streptomyces fradiae	1906	S	16	77	93	0.00001
Streptomyces nodosus	40318	S	16	2	18	0.00000
Streptomyces decoyicus	249567	S	16	10	26	0.00000
Streptomyces mobaraensis	35621	S	15	5	20	0.00000
Streptomyces coralus	66880	S	15	6	21	0.00000
Streptomyces rectiverticillatus	173860	S	15	3	18	0.00000
Streptomyces hundungensis	1077946	S	14	2	16	0.00000
Streptomyces dengpaensis	2049881	S	14	2	16	0.00000
Streptomyces murinus	33900	S	13	34	47	0.00000
Streptomyces broussonetiae	2686304	S	13	4	17	0.00000
Streptomyces flavofungini	68200	S	13	4	17	0.00000
Streptomyces yunnanensis	156453	S	13	56	69	0.00001
Streptomyces asoensis	249586	S	13	3	16	0.00000
Streptomyces cyanogenus	80860	S	12	5	17	0.00000
Streptomyces tubbatahanensis	2923272	S	11	0	11	0.00000
Streptomyces avermitilis	33903	S	11	2	13	0.00000
Streptomyces griseocarneus	51201	S	11	1	12	0.00000
Streptomyces pratensis	1169025	S	11	2	13	0.00000
Streptomyces argyrophyllae	2726118	S	11	4	15	0.00000
Streptomyces lincolnensis	1915	S	10	3	13	0.00000
Streptomyces antimycoticus	68175	S	10	25	35	0.00000
Streptomyces caniscabiei	2746961	S	10	11	21	0.00000
Streptomyces prasinus	67345	S	10	3	13	0.00000
Streptomyces lavendulae	1914	S	10	2	12	0.00000
Kitasatospora sp. NA04385	2742135	S	75	66	141	0.00001
Kitasatospora sp. HUAS 3-15	3004092	S	45	26	71	0.00001
Kitasatospora sp. CM 4170	3075627	S	36	9	45	0.00000
Kitasatospora sp. MMS16-BH015	2018025	S	27	3	30	0.00000
Kitasatospora setae	2066	S	36	29	65	0.00000
Kitasatospora fiedleri	2991545	S	20	22	42	0.00000
Kitasatospora aureofaciens	1894	S	19	14	33	0.00000
Streptacidiphilus sp. P02-A3a	2704468	S	99	7	106	0.00001
Streptacidiphilus sp. PB12-B1b	2705012	S	44	4	48	0.00000
Streptantibioticus cattleyicolor	29303	S	104	13	117	0.00001
Peterkaempfera bronchialis	2126346	S	62	7	69	0.00001
Actinacidiphila bryophytorum	1436133	S	23	2	25	0.00000
Cutibacterium acnes	1747	S	419	27	446	0.00003
Cutibacterium modestum	2559073	S	32	1	33	0.00000
Cutibacterium granulosum	33011	S	28	1	29	0.00000
Cutibacterium avidum	33010	S	26	1	27	0.00000
Cutibacterium equinum	3016342	S	16	0	16	0.00000
Tessaracoccus timonensis	2161816	S	126	5	131	0.00001
Tessaracoccus sp. MC1865	2760310	S	82	8	90	0.00001
Tessaracoccus sp. T21	3041766	S	26	51	77	0.00001
Tessaracoccus flavescens	399497	S	47	11	58	0.00000
Tessaracoccus flavus	1610493	S	47	8	55	0.00000
Tessaracoccus aquimaris	1332264	S	33	4	37	0.00000
Tessaracoccus defluvii	1285901	S	31	6	37	0.00000
Tessaracoccus palaemonis	2829499	S	13	23	36	0.00000
Propionibacterium acidifaciens	556499	S	189	7	196	0.00001
Propionibacterium freudenreichii	1744	S	94	107	201	0.00002
Propionibacterium australiense	119981	S	64	2	66	0.00000
Arachnia propionica	1750	S	282	6	288	0.00002
Arachnia rubra	1547448	S	19	0	19	0.00000
Microlunatus elymi	2596828	S	60	1	61	0.00000
Microlunatus sagamiharensis	546874	S	50	3	53	0.00000
Microlunatus phosphovorus	29405	S	45	1	46	0.00000
Microlunatus soli	630515	S	33	0	33	0.00000
Acidipropionibacterium acidipropionici	1748	S	98	9	107	0.00001
Acidipropionibacterium jensenii	1749	S	56	5	61	0.00000
Acidipropionibacterium virtanenii	2057246	S	20	1	21	0.00000
Brooklawnia sp. SH051	3041175	S	130	5	135	0.00001
Propioniciclava coleopterorum	2714937	S	72	6	78	0.00001
Propioniciclava sp. MC1595	2760308	S	20	1	21	0.00000
Raineyella sp. LH-20	3081204	S	21	6	27	0.00000
Vaginimicrobium propionicum	1871034	S	26	0	26	0.00000
Propionimicrobium sp. PCR01-08-3	3052086	S	12	0	12	0.00000
Auraticoccus monumenti	675864	S	12	0	12	0.00000
Nocardioides sp. TF02-7	2917724	S	67	17	84	0.00001
Nocardioides sp. BP30	3036374	S	55	8	63	0.00000
Nocardioides sp. JS614	196162	S	45	67	112	0.00001
Nocardioides sp. zg-1228	2763008	S	35	15	50	0.00000
Nocardioides sp. Kera G14	2884264	S	32	3	35	0.00000
Nocardioides sp. QY071	3044187	S	30	13	43	0.00000
Nocardioides sp. CF8	110319	S	29	14	43	0.00000
Nocardioides sp. S5	2017486	S	28	14	42	0.00000
Nocardioides sp. S-34	3095075	S	25	9	34	0.00000
Nocardioides sp. cx-173	2898796	S	23	6	29	0.00000
Nocardioides sp. dk884	2662361	S	22	25	47	0.00000
Nocardioides sp. B-3	2895565	S	21	5	26	0.00000
Nocardioides sp. HDW12B	2714939	S	19	3	22	0.00000
Nocardioides sp. LMS-CY	2840457	S	18	4	22	0.00000
Nocardioides sp. W7	2931390	S	18	5	23	0.00000
Nocardioides sp. WS12	2486272	S	14	2	16	0.00000
Nocardioides sp. HM61	3095076	S	10	1	11	0.00000
Nocardioides rotundus	1774216	S	88	21	109	0.00001
Nocardioides marmorisolisilvae	1542737	S	72	11	83	0.00001
Nocardioides pantholopis	2483798	S	54	20	74	0.00001
Nocardioides okcheonensis	2894081	S	49	21	70	0.00001
Nocardioides houyundeii	2045452	S	47	11	58	0.00000
Nocardioides aromaticivorans	200618	S	44	17	61	0.00000
Nocardioides mesophilus	433659	S	34	5	39	0.00000
Nocardioides scoriae	642780	S	31	6	37	0.00000
Nocardioides panacis	2849501	S	25	4	29	0.00000
Nocardioides marmotae	2663857	S	23	12	35	0.00000
Nocardioides baekrokdamisoli	1804624	S	20	3	23	0.00000
Nocardioides humi	449461	S	18	7	25	0.00000
Nocardioides seonyuensis	2518371	S	18	4	22	0.00000
Nocardioides yefusunii	2500546	S	15	2	17	0.00000
Nocardioides sambongensis	2589074	S	15	3	18	0.00000
Nocardioides anomalus	2712223	S	15	3	18	0.00000
Nocardioides dokdonensis	450734	S	14	6	20	0.00000
Nocardioides coralli	2872154	S	14	3	17	0.00000
Nocardioides marinisabuli	419476	S	13	6	19	0.00000
Nocardioides campestrisoli	2736757	S	13	3	16	0.00000
Nocardioides dongkuii	2760089	S	11	5	16	0.00000
Aeromicrobium choanae	1736691	S	76	12	88	0.00001
Aeromicrobium sp. A1-2	2107713	S	17	0	17	0.00000
Aeromicrobium sp. Leaf245	1736306	S	13	1	14	0.00000
Aeromicrobium chenweiae	2079793	S	26	3	29	0.00000
Aeromicrobium erythreum	2041	S	25	2	27	0.00000
Aeromicrobium wangtongii	2969247	S	15	1	16	0.00000
Aeromicrobium yanjiei	2662028	S	10	1	11	0.00000
Mumia sp. ZJ1417	2708082	S	136	7	143	0.00001
Pimelobacter simplex	2045	S	56	14	70	0.00001
Micropruina glycogenica	75385	S	26	1	27	0.00000
Solicola gregarius	2908642	S	21	0	21	0.00000
Friedmanniella luteola	546871	S	16	1	17	0.00000
Kribbella qitaiheensis	1544730	S	27	0	27	0.00000
Kribbella flavida	182640	S	26	1	27	0.00000
Kribbella sp. CA-293567	3002436	S	17	0	17	0.00000
Actinopolymorpha singaporensis	117157	S	41	1	42	0.00000
Schaalia sp. HMT-172	3059028	S	591	134	725	0.00005
Schaalia sp. JY-X169	2758572	S	20	0	20	0.00000
Schaalia sp. 19OD2882	2794089	S	17	0	17	0.00000
Schaalia odontolytica	1660	S	436	48	484	0.00004
Schaalia radingae	131110	S	44	1	45	0.00000
Schaalia cardiffensis	181487	S	38	1	39	0.00000
Schaalia meyeri	52773	S	26	2	28	0.00000
Schaalia turicensis	131111	S	25	2	27	0.00000
Actinomyces sp. oral taxon 414	712122	S	125	17	142	0.00001
Actinomyces sp. 432	2057798	S	111	27	138	0.00001
Actinomyces sp. oral taxon 169	712116	S	22	39	61	0.00000
Actinomyces sp. oral taxon 171	706438	S	18	10	28	0.00000
Actinomyces sp. Z16	2079536	S	17	5	22	0.00000
Actinomyces pacaensis	1852377	S	129	3	132	0.00001
Actinomyces marmotae	2737173	S	112	38	150	0.00001
Actinomyces slackii	52774	S	40	3	43	0.00000
Actinomyces wuliandei	2057743	S	38	6	44	0.00000
Actinomyces naeslundii	1655	S	36	9	45	0.00000
Actinomyces massiliensis	461393	S	34	2	36	0.00000
Actinomyces oris	544580	S	33	62	95	0.00001
Actinomyces urogenitalis	103621	S	24	2	26	0.00000
Actinomyces qiguomingii	2057800	S	23	1	24	0.00000
Actinomyces israelii	1659	S	22	2	24	0.00000
Actinomyces respiraculi	2744574	S	21	10	31	0.00000
Actinomyces faecalis	2722820	S	20	1	21	0.00000
Actinomyces radicidentis	111015	S	18	1	19	0.00000
Actinomyces trachealis	2763540	S	13	1	14	0.00000
Actinomyces capricornis	2755559	S	12	1	13	0.00000
Actinomyces weissii	675090	S	11	0	11	0.00000
Actinomyces viscosus	1656	S	10	2	12	0.00000
Trueperella pyogenes	1661	S	201	7	208	0.00002
Trueperella pecoris	2733571	S	71	3	74	0.00001
Trueperella bernardiae	59561	S	32	4	36	0.00000
Trueperella abortisuis	445930	S	28	1	29	0.00000
Arcanobacterium wilhelmae	1803177	S	148	13	161	0.00001
Arcanobacterium haemolyticum	28264	S	16	2	18	0.00000
Arcanobacterium canis	999183	S	16	2	18	0.00000
Mobiluncus sp. Marseille-Q7826	3036302	S	64	2	66	0.00000
Mobiluncus curtisii	2051	S	11	0	11	0.00000
Flaviflexus equikiangi	2758573	S	23	1	24	0.00000
Flaviflexus ciconiae	2496867	S	11	0	11	0.00000
Pauljensenia hongkongensis	178339	S	27	1	28	0.00000
Gleimia europaea	66228	S	23	2	25	0.00000
Boudabousia tangfeifanii	1912795	S	11	0	11	0.00000
Amycolatopsis sp. 2-2	715472	S	141	35	176	0.00001
Amycolatopsis sp. YIM 10	2653857	S	112	14	126	0.00001
Amycolatopsis sp. FBCC-B4732	3079339	S	80	20	100	0.00001
Amycolatopsis sp. HUAS 11-8	2995223	S	68	4	72	0.00001
Amycolatopsis sp. 2-15	715471	S	67	21	88	0.00001
Amycolatopsis sp. WQ 127309	2932773	S	57	10	67	0.00001
