name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sporosarcina sp. 0.2-SM1T-5	3056445	S	10	3	13	0.00000
Sporosarcina ureae	1571	S	18	9	27	0.00000
Ureibacillus thermophilus	367743	S	20	6	26	0.00000
Kurthia sp. YJT4	3049086	S	17	10	27	0.00000
Jeotgalibacillus malaysiensis	1508404	S	14	1	15	0.00000
Exiguobacterium mexicanum	340146	S	36	110	146	0.00001
Exiguobacterium sp. Helios	2735868	S	13	40	53	0.00000
Hydrogenibacillus sp. N12	2866627	S	23	1	24	0.00000
Staphylospora marina	2490858	S	47	1	48	0.00000
Novibacillus thermophilus	1471761	S	46	1	47	0.00000
Kroppenstedtia eburnea	714067	S	38	1	39	0.00000
Polycladomyces abyssicola	1125966	S	23	0	23	0.00000
Listeria monocytogenes	1639	S	41	739	780	0.00005
Listeria newyorkensis	1497681	S	10	0	10	0.00000
Gemella sanguinis	84135	S	30	1	31	0.00000
Gemella morbillorum	29391	S	10	1	11	0.00000
Sporolactobacillus terrae	269673	S	10	0	10	0.00000
Streptococcus thermophilus	1308	S	1269	444	1713	0.00011
Streptococcus salivarius	1304	S	1143	343	1486	0.00009
Streptococcus sp. LPB0220	2610896	S	69	48	117	0.00001
Streptococcus sp. S5	3098076	S	58	48	106	0.00001
Streptococcus sp. S1	3098075	S	52	25	77	0.00000
Streptococcus sp. oral taxon 061	712623	S	44	17	61	0.00000
Streptococcus sp. Marseille-Q6470	2972784	S	19	6	25	0.00000
Streptococcus sp. A12	1759399	S	17	5	22	0.00000
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	16	5	21	0.00000
Streptococcus sp. oral taxon 431	712633	S	13	4	17	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	10	12	22	0.00000
Streptococcus parasanguinis	1318	S	330	128	458	0.00003
Streptococcus suis	1307	S	259	188	447	0.00003
Streptococcus pasteurianus	197614	S	146	481	627	0.00004
Streptococcus sanguinis	1305	S	103	18	121	0.00001
Streptococcus merionis	400065	S	97	1	98	0.00001
Streptococcus pantholopis	1811193	S	92	1	93	0.00001
Streptococcus oralis	1303	S	75	31	106	0.00001
Streptococcus mitis	28037	S	51	16	67	0.00000
Streptococcus vestibularis	1343	S	45	11	56	0.00000
Streptococcus lutetiensis	150055	S	41	17	58	0.00000
Streptococcus parasuis	1501662	S	41	7	48	0.00000
Streptococcus ratti	1341	S	35	0	35	0.00000
Streptococcus pneumoniae	1313	S	34	161	195	0.00001
Streptococcus canis	1329	S	34	4	38	0.00000
Streptococcus toyakuensis	2819619	S	33	20	53	0.00000
Streptococcus ilei	1156431	S	30	22	52	0.00000
Streptococcus cristatus	45634	S	26	2	28	0.00000
Streptococcus gordonii	1302	S	24	1	25	0.00000
Streptococcus periodonticum	2490633	S	23	29	52	0.00000
Streptococcus equi	1336	S	20	1	21	0.00000
Streptococcus anginosus	1328	S	12	9	21	0.00000
Streptococcus himalayensis	1888195	S	16	0	16	0.00000
Streptococcus infantis	68892	S	15	2	17	0.00000
Streptococcus equinus	1335	S	14	3	17	0.00000
Streptococcus australis	113107	S	14	10	24	0.00000
Streptococcus acidominimus	1326	S	13	1	14	0.00000
Streptococcus koreensis	2382163	S	13	11	24	0.00000
Streptococcus pyogenes	1314	S	12	3	15	0.00000
Streptococcus mutans	1309	S	11	1	12	0.00000
Streptococcus lactarius	684066	S	11	1	12	0.00000
Streptococcus sobrinus	1310	S	10	0	10	0.00000
Lactococcus cremoris	1359	S	74	175	249	0.00002
Lactococcus piscium	1364	S	21	3	24	0.00000
Lactococcus lactis	1358	S	16	7	23	0.00000
Lactococcus allomyrinae	2419773	S	13	0	13	0.00000
Lactococcus garvieae	1363	S	12	2	14	0.00000
Enterococcus faecalis	1351	S	1040	793	1833	0.00011
Enterococcus faecium	1352	S	551	547	1098	0.00007
Enterococcus cecorum	44008	S	180	13	193	0.00001
Enterococcus casseliflavus	37734	S	61	70	131	0.00001
Enterococcus saigonensis	1805431	S	29	8	37	0.00000
Enterococcus hirae	1354	S	18	2	20	0.00000
Enterococcus gilvus	160453	S	16	1	17	0.00000
Enterococcus raffinosus	71452	S	13	0	13	0.00000
Enterococcus durans	53345	S	12	2	14	0.00000
Vagococcus xieshaowenii	2562451	S	13	2	15	0.00000
Melissococcus plutonius	33970	S	13	0	13	0.00000
Lactobacillus delbrueckii	1584	S	124	49	173	0.00001
Lactobacillus iners	147802	S	90	11	101	0.00001
Lactobacillus amylovorus	1604	S	16	24	40	0.00000
Lactobacillus amylolyticus	83683	S	14	9	23	0.00000
Lactobacillus crispatus	47770	S	13	14	27	0.00000
Lacticaseibacillus paracasei	1597	S	222	114	336	0.00002
Lacticaseibacillus manihotivorans	88233	S	73	27	100	0.00001
Lacticaseibacillus pantheris	171523	S	29	3	32	0.00000
Ligilactobacillus ruminis	1623	S	317	24	341	0.00002
Levilactobacillus zymae	267363	S	83	17	100	0.00001
Levilactobacillus brevis	1580	S	28	13	41	0.00000
Liquorilactobacillus mali	1618	S	91	29	120	0.00001
Liquorilactobacillus hordei	468911	S	15	5	20	0.00000
Limosilactobacillus mucosae	97478	S	38	4	42	0.00000
Limosilactobacillus fermentum	1613	S	26	10	36	0.00000
Limosilactobacillus reuteri	1598	S	13	7	20	0.00000
Limosilactobacillus pontis	35787	S	10	1	11	0.00000
Lactiplantibacillus plantarum	1590	S	18	27	45	0.00000
Lactiplantibacillus pentosus	1589	S	13	4	17	0.00000
Acetilactobacillus jinshanensis	1720083	S	47	0	47	0.00000
Secundilactobacillus paracollinoides	240427	S	41	24	65	0.00000
Companilactobacillus alimentarius	1602	S	16	20	36	0.00000
Weissella cibaria	137591	S	14	4	18	0.00000
Latilactobacillus graminis	60519	S	14	2	16	0.00000
Latilactobacillus sakei	1599	S	12	4	16	0.00000
Paucilactobacillus nenjiangensis	1296540	S	24	12	36	0.00000
Schleiferilactobacillus harbinensis	304207	S	30	1	31	0.00000
Oenococcus oeni	1247	S	18	2	20	0.00000
Loigolactobacillus coryniformis	1610	S	14	7	21	0.00000
Nicoliella spurrieriana	2925830	S	11	0	11	0.00000
uncultured Trichococcus sp.	189665	S	45	9	54	0.00000
Trichococcus shcherbakoviae	2094020	S	37	14	51	0.00000
Trichococcus flocculiformis	82803	S	28	13	41	0.00000
Granulicatella adiacens	46124	S	38	1	39	0.00000
Dolosigranulum pigrum	29394	S	14	0	14	0.00000
Aerococcus urinae	1376	S	21	9	30	0.00000
Aerococcus urinaehominis	128944	S	21	0	21	0.00000
Dialister succinatiphilus	487173	S	2094	136	2230	0.00014
Dialister pneumosintes	39950	S	657	11	668	0.00004
Dialister hominis	2582419	S	136	1665	1801	0.00011
Dialister massiliensis	2161821	S	77	1017	1094	0.00007
Veillonella parvula	29466	S	1040	85	1125	0.00007
Veillonella dispar	39778	S	610	222	832	0.00005
Veillonella rogosae	423477	S	432	73	505	0.00003
Veillonella atypica	39777	S	411	27	438	0.00003
Veillonella nakazawae	2682456	S	397	298	695	0.00004
Veillonella sp. S12025-13	2682455	S	232	152	384	0.00002
Veillonella rodentium	248315	S	27	1	28	0.00000
Megasphaera elsdenii	907	S	793	98	891	0.00005
Megasphaera hexanoica	1675036	S	492	34	526	0.00003
Megasphaera stantonii	2144175	S	272	14	286	0.00002
Megasphaera massiliensis	1232428	S	167	7	174	0.00001
Selenomonas sputigena	69823	S	1916	193	2109	0.00013
Selenomonas ruminantium	971	S	1569	70	1639	0.00010
Selenomonas sp. oral taxon 126	712528	S	399	330	729	0.00004
Selenomonas sp. oral taxon 478	712538	S	200	334	534	0.00003
Selenomonas sp. oral taxon 920	1884263	S	158	96	254	0.00002
Selenomonas sp. oral taxon 136	713030	S	96	145	241	0.00001
Selenomonas dianae	135079	S	308	167	475	0.00003
Selenomonas timonae	2754044	S	294	407	701	0.00004
Megamonas hypermegale	158847	S	74	10	84	0.00001
Megamonas funiformis	437897	S	17	1	18	0.00000
Pectinatus frisingensis	865	S	76	5	81	0.00000
Selenobaculum gbiensis	3054208	S	60	11	71	0.00000
Methylomusa anaerophila	1930071	S	252	31	283	0.00002
Sporomusa termitida	2377	S	120	16	136	0.00001
uncultured Sporomusa sp.	307249	S	35	4	39	0.00000
uncultured Anaeromusa sp.	673273	S	50	6	56	0.00000
Pelosinus fermentans	365349	S	32	2	34	0.00000
Acidaminococcus intestini	187327	S	2666	454	3120	0.00019
Acidaminococcus fermentans	905	S	577	39	616	0.00004
Phascolarctobacterium faecium	33025	S	444	4	448	0.00003
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	371	27	398	0.00002
Phascolarctobacterium succinatutens	626940	S	370	251	621	0.00004
[Clostridium] innocuum	1522	S	2722	201	2923	0.00018
Thomasclavelia ramosa	1547	S	2296	78	2374	0.00015
Thomasclavelia spiroformis	29348	S	27	1	28	0.00000
Faecalibacillus intestinalis	1982626	S	1063	92	1155	0.00007
Catenibacterium sp. co_0103	2478954	S	131	47	178	0.00001
Catenibacterium mitsuokai	100886	S	121	34	155	0.00001
Tannockella kyphosi	2899121	S	11	0	11	0.00000
Longicatena caecimuris	1796635	S	1219	191	1410	0.00009
Amedibacterium intestinale	2583452	S	501	59	560	0.00003
Faecalibaculum rodentium	1702221	S	181	3	184	0.00001
Allobaculum sp. Allo2	2853432	S	80	9	89	0.00001
Allobaculum mucilyticum	2834459	S	43	9	52	0.00000
Intestinibaculum porci	2487118	S	45	0	45	0.00000
Allocoprobacillus halotolerans	2944914	S	11	0	11	0.00000
Turicibacter bilis	2735723	S	18	102	120	0.00001
Murdochiella vaginalis	1852373	S	316	36	352	0.00002
Peptoniphilus ivorii	54006	S	56	1	57	0.00000
Peptoniphilus equinus	3016343	S	39	1	40	0.00000
Peptoniphilus harei	54005	S	23	5	28	0.00000
Parvimonas micra	33033	S	72	7	79	0.00000
Helcococcus kunzii	40091	S	42	1	43	0.00000
Anaerococcus sp. Marseille-Q7828	3036300	S	12	7	19	0.00000
Finegoldia magna	1260	S	22	3	25	0.00000
Tissierella sp. Yu-01	3035694	S	20	1	21	0.00000
Keratinibaculum paraultunense	1278232	S	21	0	21	0.00000
Acidilutibacter cellobiosedens	2507161	S	20	0	20	0.00000
Gottschalkia acidurici	1556	S	17	0	17	0.00000
Ezakiella massiliensis	1852374	S	69	4	73	0.00000
Ezakiella coagulans	46507	S	48	9	57	0.00000
Sedimentibacter sp. MB35-C1	3070995	S	18	4	22	0.00000
Candidatus Contubernalis alkalaceticus	338645	S	56	0	56	0.00000
Limnochorda pilosa	1555112	S	51	0	51	0.00000
Ndongobacter massiliensis	1871025	S	49	3	52	0.00000
Collinsella aerofaciens	74426	S	445660	13192	458852	0.02822
Collinsella stercoris	147206	S	1096	14	1110	0.00007
Collinsella sp. zg1085	2844380	S	11	0	11	0.00000
Coriobacterium glomerans	33871	S	95	0	95	0.00001
Parolsenella massiliensis	1871022	S	604	152	756	0.00005
Parolsenella catena	2003188	S	478	141	619	0.00004
Olsenella uli	133926	S	498	42	540	0.00003
Olsenella timonensis	1805478	S	323	41	364	0.00002
Olsenella sp. oral taxon 807	712411	S	253	8	261	0.00002
Parafannyhessea umbonata	604330	S	598	59	657	0.00004
Thermophilibacter immobilis	2779519	S	236	21	257	0.00002
Fannyhessea vaginae	82135	S	229	9	238	0.00001
Lancefieldella sp. Marseille-Q7238	3022127	S	122	2	124	0.00001
Lancefieldella parvula	1382	S	106	1	107	0.00001
Leptogranulimonas caecicola	2894156	S	110	3	113	0.00001
Atopobium sp. oral taxon 416	712157	S	77	1	78	0.00000
Adlercreutzia equolifaciens	446660	S	15924	2987	18911	0.00116
Adlercreutzia hattorii	2707299	S	14086	4870	18956	0.00117
Eggerthella lenta	84112	S	4498	1435	5933	0.00036
Eggerthella sp. YY7918	502558	S	888	102	990	0.00006
Eggerthella guodeyinii	2690837	S	377	143	520	0.00003
Gordonibacter pamelaeae	471189	S	1242	535	1777	0.00011
Gordonibacter urolithinfaciens	1335613	S	579	179	758	0.00005
Raoultibacter timonensis	1907662	S	834	12	846	0.00005
Slackia heliotrinireducens	84110	S	826	5	831	0.00005
Berryella intestinalis	1531429	S	477	134	611	0.00004
Berryella wangjianweii	2734634	S	199	35	234	0.00001
Denitrobacterium detoxificans	79604	S	627	13	640	0.00004
Xiamenia xianingshaonis	2682776	S	571	10	581	0.00004
Arabiibacter massiliensis	1870985	S	559	52	611	0.00004
Cryptobacterium curtum	84163	S	120	0	120	0.00001
Phoenicibacter congonensis	1944646	S	33	1	34	0.00000
Bifidobacterium adolescentis	1680	S	101532	55267	156799	0.00964
Bifidobacterium longum	216816	S	61955	39764	101719	0.00626
Bifidobacterium catenulatum	1686	S	1122	420	1542	0.00009
Bifidobacterium pullorum	78448	S	704	44	748	0.00005
Bifidobacterium angulatum	1683	S	701	52	753	0.00005
Bifidobacterium pseudocatenulatum	28026	S	487	144	631	0.00004
Bifidobacterium breve	1685	S	439	530	969	0.00006
Bifidobacterium sp. ESL0769	2983229	S	123	36	159	0.00001
Bifidobacterium sp. ESL0728	2983220	S	18	3	21	0.00000
Bifidobacterium sp. ESL0775	2983230	S	15	2	17	0.00000
Bifidobacterium sp. ESL0798	2983235	S	11	30	41	0.00000
Bifidobacterium sp. ESL0732	2983222	S	11	2	13	0.00000
Bifidobacterium pseudolongum	1694	S	255	16	271	0.00002
Bifidobacterium dentium	1689	S	185	5	190	0.00001
Bifidobacterium bifidum	1681	S	171	304	475	0.00003
Bifidobacterium thermophilum	33905	S	155	3	158	0.00001
Bifidobacterium animalis	28025	S	108	483	591	0.00004
Bifidobacterium asteroides	1684	S	96	1	97	0.00001
Bifidobacterium scardovii	158787	S	54	2	56	0.00000
Bifidobacterium eulemuris	1765219	S	54	6	60	0.00000
Bifidobacterium choerinum	35760	S	42	2	44	0.00000
Bifidobacterium actinocoloniiforme	638619	S	31	0	31	0.00000
Bifidobacterium lemurum	1603886	S	28	3	31	0.00000
Bifidobacterium imperatoris	2020965	S	27	6	33	0.00000
Bifidobacterium saguini	762210	S	25	5	30	0.00000
Bifidobacterium subtile	77635	S	16	0	16	0.00000
Gardnerella vaginalis	2702	S	70	7	77	0.00000
Gardnerella leopoldii	2792978	S	22	3	25	0.00000
Parascardovia denticolens	78258	S	10	0	10	0.00000
Mycobacterium canettii	78331	S	6721	920	7641	0.00047
Mycobacterium sp. IDR2000157661	2867005	S	73	5	78	0.00000
Mycobacterium sp. 20KCMC460	2903536	S	57	2	59	0.00000
Mycobacterium sp. JS623	212767	S	25	0	25	0.00000
Mycobacterium sp. ITM-2016-00316	2099695	S	23	3	26	0.00000
Mycobacterium sp. MS1601	1936029	S	23	1	24	0.00000
Mycobacterium vicinigordonae	1719132	S	89	2	91	0.00001
Mycobacterium lentiflavum	141349	S	19	1	20	0.00000
Mycobacterium stomatepiae	470076	S	18	1	19	0.00000
Mycobacterium parmense	185642	S	11	0	11	0.00000
Mycobacterium saskatchewanense	220927	S	10	0	10	0.00000
Mycobacterium spongiae	886343	S	66	0	66	0.00000
Mycobacterium avium	1764	S	20	21	41	0.00000
Mycobacterium gallinarum	39689	S	56	5	61	0.00000
Mycobacterium gordonae	1778	S	40	4	44	0.00000
Mycobacterium ulcerans	1809	S	18	4	22	0.00000
Mycobacterium marinum	1781	S	10	1	11	0.00000
Mycobacterium basiliense	2094119	S	16	0	16	0.00000
Candidatus Mycobacterium wuenschmannii	3027808	S	13	0	13	0.00000
Mycobacterium cookii	1775	S	13	0	13	0.00000
Mycobacterium shinjukuense	398694	S	12	0	12	0.00000
Mycobacterium noviomagense	459858	S	10	0	10	0.00000
Mycolicibacterium vaccae	1810	S	1124	247	1371	0.00008
Mycolicibacterium frederiksbergense	117567	S	181	58	239	0.00001
Mycolicibacterium madagascariense	212765	S	104	10	114	0.00001
Mycolicibacterium phlei	1771	S	75	17	92	0.00001
Mycolicibacterium psychrotolerans	216929	S	56	11	67	0.00000
Mycolicibacterium fortuitum	1766	S	48	13	61	0.00000
Mycolicibacterium brumae	85968	S	47	7	54	0.00000
Mycolicibacterium litorale	758802	S	43	9	52	0.00000
Mycolicibacterium mageritense	53462	S	42	5	47	0.00000
Mycolicibacterium moriokaense	39691	S	38	3	41	0.00000
Mycolicibacterium sp. TUM20985	3023370	S	11	1	12	0.00000
Mycolicibacterium sp. MU0050	3064284	S	11	6	17	0.00000
Mycolicibacterium gilvum	1804	S	31	11	42	0.00000
Mycolicibacterium poriferae	39694	S	30	5	35	0.00000
Mycolicibacterium sarraceniae	1534348	S	24	3	27	0.00000
Mycolicibacterium smegmatis	1772	S	22	5	27	0.00000
Mycolicibacterium rutilum	370526	S	19	4	23	0.00000
Mycolicibacterium doricum	126673	S	17	3	20	0.00000
Mycolicibacterium confluentis	28047	S	16	1	17	0.00000
Mycolicibacterium aurum	1791	S	14	1	15	0.00000
Mycolicibacterium aichiense	1799	S	11	1	12	0.00000
Mycolicibacterium nivoides	2487344	S	10	9	19	0.00000
Mycolicibacter sp. MYC098	2872309	S	39	10	49	0.00000
Mycolicibacter sp. MYC123	2855502	S	13	91	104	0.00001
Mycobacteroides abscessus	36809	S	47	11	58	0.00000
Mycobacteroides chelonae	1774	S	33	12	45	0.00000
Mycolicibacillus parakoreensis	1069221	S	11	2	13	0.00000
Corynebacterium sphenisci	191493	S	256	24	280	0.00002
Corynebacterium variabile	1727	S	151	18	169	0.00001
Corynebacterium pseudotuberculosis	1719	S	139	6	145	0.00001
Corynebacterium tuberculostearicum	38304	S	131	17	148	0.00001
Corynebacterium ureicelerivorans	401472	S	121	17	138	0.00001
Corynebacterium sp. SCR221107	3017361	S	56	11	67	0.00000
Corynebacterium sp. CNCTC7651	2815361	S	36	539	575	0.00004
Corynebacterium marinum	349751	S	104	17	121	0.00001
Corynebacterium atrinae	1336740	S	90	9	99	0.00001
Corynebacterium urealyticum	43771	S	76	10	86	0.00001
Corynebacterium glucuronolyticum	39791	S	73	5	78	0.00000
Corynebacterium phocae	161895	S	71	1	72	0.00000
Corynebacterium massiliense	441501	S	65	6	71	0.00000
Corynebacterium guangdongense	1783348	S	63	3	66	0.00000
Corynebacterium jeikeium	38289	S	59	12	71	0.00000
Corynebacterium hansenii	394964	S	56	8	64	0.00000
Corynebacterium atypicum	191610	S	54	5	59	0.00000
Corynebacterium pyruviciproducens	598660	S	54	10	64	0.00000
Corynebacterium comes	2675218	S	52	4	56	0.00000
Corynebacterium casei	160386	S	52	10	62	0.00000
Corynebacterium riegelii	156976	S	49	4	53	0.00000
Corynebacterium poyangense	2684405	S	39	0	39	0.00000
Corynebacterium jeddahense	1414719	S	38	7	45	0.00000
Corynebacterium xerosis	1725	S	37	5	42	0.00000
Corynebacterium matruchotii	43768	S	36	0	36	0.00000
Corynebacterium terpenotabidum	89154	S	35	2	37	0.00000
Corynebacterium liangguodongii	2079535	S	35	2	37	0.00000
Corynebacterium falsenii	108486	S	34	2	36	0.00000
Corynebacterium pelargi	1471400	S	31	3	34	0.00000
Corynebacterium flavescens	28028	S	28	1	29	0.00000
Corynebacterium anserum	2684406	S	27	0	27	0.00000
Corynebacterium kroppenstedtii	161879	S	27	0	27	0.00000
Corynebacterium mycetoides	38302	S	25	4	29	0.00000
Corynebacterium ciconiae	227319	S	24	0	24	0.00000
Corynebacterium zhongnanshanii	2768834	S	22	0	22	0.00000
Corynebacterium stationis	1705	S	21	1	22	0.00000
Corynebacterium humireducens	1223514	S	19	1	20	0.00000
Corynebacterium glaucum	187491	S	18	1	19	0.00000
Corynebacterium suedekumii	3049801	S	18	2	20	0.00000
Corynebacterium endometrii	2488819	S	15	0	15	0.00000
Corynebacterium kefirresidentii	1979527	S	15	3	18	0.00000
Corynebacterium uberis	2883169	S	15	0	15	0.00000
Corynebacterium macginleyi	38290	S	15	1	16	0.00000
Corynebacterium accolens	38284	S	14	10	24	0.00000
Corynebacterium faecale	1758466	S	14	1	15	0.00000
Corynebacterium doosanense	1121358	S	14	1	15	0.00000
Corynebacterium ihumii	1232427	S	14	18	32	0.00000
Corynebacterium occultum	2675219	S	14	0	14	0.00000
Corynebacterium urogenitale	2487892	S	14	0	14	0.00000
Corynebacterium lactis	1231000	S	14	0	14	0.00000
Corynebacterium durum	61592	S	11	0	11	0.00000
Corynebacterium amycolatum	43765	S	11	15	26	0.00000
Corynebacterium coyleae	53374	S	11	1	12	0.00000
Corynebacterium uterequi	1072256	S	11	0	11	0.00000
Corynebacterium simulans	146827	S	11	2	13	0.00000
Corynebacterium confusum	71254	S	11	1	12	0.00000
Corynebacterium freneyi	134034	S	10	1	11	0.00000
Corynebacterium pseudodiphtheriticum	37637	S	10	1	11	0.00000
Rhodococcus sp. WMMA185	679318	S	14	0	14	0.00000
Rhodococcus sp. W8901	2742603	S	14	1	15	0.00000
Rhodococcus sp. ABRD24	2507582	S	12	1	13	0.00000
Rhodococcus sp. WAY2	2663121	S	10	12	22	0.00000
Rhodococcus sp. USK13	2806442	S	10	9	19	0.00000
Rhodococcus opacus	37919	S	59	105	164	0.00001
Rhodococcus koreensis	99653	S	58	63	121	0.00001
Rhodococcus rhodochrous	1829	S	36	116	152	0.00001
Rhodococcus fascians	1828	S	24	3	27	0.00000
Rhodococcus antarcticus	2987751	S	12	1	13	0.00000
Nocardia sp. CS682	1047172	S	79	53	132	0.00001
Nocardia arthritidis	228602	S	55	13	68	0.00000
Nocardia asteroides	1824	S	52	34	86	0.00001
Nocardia brasiliensis	37326	S	35	17	52	0.00000
Nocardia yamanashiensis	209247	S	30	13	43	0.00000
Nocardia cyriacigeorgica	135487	S	20	11	31	0.00000
Nocardia terpenica	455432	S	19	5	24	0.00000
Nocardia huaxiensis	2755382	S	18	7	25	0.00000
Nocardia mangyaensis	2213200	S	14	9	23	0.00000
Nocardia farcinica	37329	S	13	14	27	0.00000
Nocardia otitidiscaviarum	1823	S	12	43	55	0.00000
Nocardia gipuzkoensis	2749991	S	12	12	24	0.00000
Nocardia nova	37330	S	10	2	12	0.00000
Prescottella equi	43767	S	16	2	18	0.00000
Gordonia sp. NB41Y	875808	S	47	3	50	0.00000
Gordonia sp. X0973	2742602	S	27	3	30	0.00000
Gordonia sp. KTR9	337191	S	14	2	16	0.00000
Gordonia sp. SL306	2995145	S	12	0	12	0.00000
Gordonia westfalica	158898	S	69	48	117	0.00001
Gordonia insulae	2420509	S	28	2	30	0.00000
Gordonia alkanivorans	84096	S	22	82	104	0.00001
Gordonia phthalatica	1136941	S	22	2	24	0.00000
Gordonia amarae	36821	S	21	1	22	0.00000
Gordonia bronchialis	2054	S	19	2	21	0.00000
Gordonia polyisoprenivorans	84595	S	13	5	18	0.00000
Gordonia rubripertincta	36822	S	12	4	16	0.00000
Gordonia jinghuaiqii	2758710	S	12	1	13	0.00000
Skermania piniformis	39122	S	28	1	29	0.00000
Tsukamurella tyrosinosolvens	57704	S	17	16	33	0.00000
Tsukamurella pulmonis	47312	S	11	5	16	0.00000
Tomitella fengzijianii	2597660	S	10	1	11	0.00000
Tomitella gaofuii	2760083	S	10	1	11	0.00000
Segniliparus rotundus	286802	S	14	0	14	0.00000
Microbacterium sp. 10M-3C3	2483401	S	173	126	299	0.00002
Microbacterium sp. KUDC0406	2909588	S	147	72	219	0.00001
Microbacterium sp. H1-D42	2925844	S	44	16	60	0.00000
Microbacterium sp. XT11	367477	S	37	18	55	0.00000
Microbacterium sp. JZ31	1906274	S	18	8	26	0.00000
Microbacterium sp. NIBRBAC000506063	2734618	S	17	12	29	0.00000
Microbacterium sp. zg-B96	3049069	S	15	8	23	0.00000
Microbacterium sp. TPU 3598	1938334	S	12	10	22	0.00000
Microbacterium sp. zg-Y1090	3049073	S	10	9	19	0.00000
Microbacterium sp. M28	2962064	S	10	4	14	0.00000
Microbacterium galbinum	2851646	S	179	76	255	0.00002
Microbacterium proteolyticum	1572644	S	80	32	112	0.00001
Microbacterium oleivorans	273677	S	74	22	96	0.00001
Microbacterium terricola	344163	S	51	19	70	0.00000
Microbacterium oryzae	743009	S	48	17	65	0.00000
Microbacterium protaetiae	2509458	S	38	7	45	0.00000
Microbacterium invictum	515415	S	29	9	38	0.00000
Microbacterium suwonense	683047	S	28	10	38	0.00000
Microbacterium pygmaeum	370764	S	22	4	26	0.00000
Microbacterium sufflavum	2851649	S	21	12	33	0.00000
Microbacterium caowuchunii	2614638	S	20	5	25	0.00000
Microbacterium amylolyticum	936337	S	16	2	18	0.00000
Microbacterium cremeum	2782169	S	16	5	21	0.00000
Microbacterium foliorum	104336	S	11	20	31	0.00000
Microbacterium chocolatum	84292	S	11	3	14	0.00000
Microbacterium hydrocarbonoxydans	273678	S	10	3	13	0.00000
Cryobacterium sp. LW097	1978566	S	219	76	295	0.00002
Cryobacterium sp. SO1	1897061	S	12	4	16	0.00000
Cryobacterium sp. 10S3	3048582	S	10	4	14	0.00000
Cryobacterium soli	2220095	S	42	35	77	0.00000
Cryobacterium breve	1259258	S	29	13	42	0.00000
Leucobacter aridicollis	283878	S	118	31	149	0.00001
Leucobacter denitrificans	683042	S	66	11	77	0.00000
Leucobacter viscericola	2714935	S	32	11	43	0.00000
Leucobacter coleopterorum	2714933	S	21	7	28	0.00000
Leucobacter triazinivorans	1784719	S	18	11	29	0.00000
Leucobacter allii	2932247	S	11	6	17	0.00000
Leucobacter muris	1935379	S	10	12	22	0.00000
Rathayibacter tritici	33888	S	106	42	148	0.00001
Rathayibacter iranicus	59737	S	36	6	42	0.00000
Rathayibacter sp. VKM Ac-2804	2609257	S	12	10	22	0.00000
Rathayibacter sp. VKM Ac-2759	2609252	S	10	23	33	0.00000
Rathayibacter rathayi	33887	S	22	8	30	0.00000
Rathayibacter tanaceti	1671680	S	11	3	14	0.00000
Curtobacterium sp. SGAir0471	2070337	S	32	62	94	0.00001
Curtobacterium sp. 458	3050069	S	19	12	31	0.00000
Curtobacterium flaccumfaciens	2035	S	21	50	71	0.00000
Salinibacterium sp. M195	2583374	S	155	8	163	0.00001
Agromyces sp. H17E-10	2932244	S	34	15	49	0.00000
Agromyces soli	659012	S	35	17	52	0.00000
Agromyces mangrovi	1858653	S	13	6	19	0.00000
Agromyces protaetiae	2509455	S	12	4	16	0.00000
Agromyces aureus	453304	S	11	4	15	0.00000
Agrococcus sp. Marseille-Q4369	2810513	S	51	34	85	0.00001
Agrococcus sp. SL85	2995141	S	13	8	21	0.00000
Clavibacter capsici	1874630	S	26	14	40	0.00000
Clavibacter sp. A6099	2860285	S	25	16	41	0.00000
Clavibacter zhangzhiyongii	2768071	S	18	10	28	0.00000
Clavibacter michiganensis	28447	S	17	11	28	0.00000
Leifsonia xyli	1575	S	36	12	48	0.00000
Leifsonia shinshuensis	150026	S	34	19	53	0.00000
Leifsonia sp. 21MFCrub1.1	1798223	S	13	8	21	0.00000
Protaetiibacter larvae	2592654	S	59	26	85	0.00001
Protaetiibacter intestinalis	2419774	S	23	11	34	0.00000
Glaciibacter superstes	501023	S	82	5	87	0.00001
Frondihabitans sucicola	1268041	S	33	5	38	0.00000
Gulosibacter molinativorax	256821	S	22	4	26	0.00000
Gulosibacter sediminis	1729695	S	10	2	12	0.00000
Humibacter ginsenosidimutans	2599293	S	26	7	33	0.00000
Mycetocola sp. JXN-3	2116510	S	12	1	13	0.00000
Gryllotalpicola protaetiae	2419771	S	19	4	23	0.00000
Frigoribacterium sp. SL97	2994664	S	10	3	13	0.00000
Agreia sp. COWG	2773266	S	15	2	17	0.00000
Microterricola viridarii	412690	S	14	4	18	0.00000
Subtercola endophyticus	2895559	S	10	1	11	0.00000
Cnuibacter physcomitrellae	1619308	S	10	3	13	0.00000
Arthrobacter sp. YC-RL1	1652545	S	130	96	226	0.00001
Arthrobacter sp. NicSoilB4	2830997	S	127	74	201	0.00001
Arthrobacter sp. StoSoilB20	2830995	S	40	19	59	0.00000
