"sample","SRR8146973","SRR8146968","SRR8146963","SRR8146938","SRR8146936","SRR8146935"
"SRR8146973",0,0.718466332475281,0.459304543355599,0.373574134933295,0.867359477583124,0.46995902133299
"SRR8146968",0.718466332475281,0,0.720730882021209,0.737767940938827,0.414166207483834,0.735385726538175
"SRR8146963",0.459304543355599,0.720730882021209,0,0.511405622489962,0.824390341669216,0.493653612674703
"SRR8146938",0.373574134933295,0.737767940938827,0.511405622489962,0,0.812405628433124,0.427470717055412
"SRR8146936",0.867359477583124,0.414166207483834,0.824390341669216,0.812405628433124,0,0.821066721478313
"SRR8146935",0.46995902133299,0.735385726538175,0.493653612674703,0.427470717055412,0.821066721478313,0
