name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Anaerocolumna sp. AGMB13020	3081750	S	109	6	115	0.00001
Anaerocolumna sp. AGMB13025	3039116	S	107	7	114	0.00001
Anaerocolumna sp. MB42-C2	3070997	S	69	16	85	0.00001
Anaerocolumna sedimenticola	2696063	S	243	68	311	0.00002
Anaerocolumna chitinilytica	1727145	S	80	4	84	0.00001
Anaerocolumna cellulosilytica	433286	S	77	4	81	0.00001
Novisyntrophococcus fermenticellae	2068655	S	662	37	699	0.00005
[Clostridium] colinum	36835	S	645	9	654	0.00005
Lachnoanaerobaculum gingivalis	2490855	S	218	87	305	0.00002
Lachnoanaerobaculum umeaense	617123	S	104	41	145	0.00001
Stomatobaculum sp. F0698	3059030	S	426	8	434	0.00003
Anaerotignum sp. MB30-C6	3070814	S	201	45	246	0.00002
Anaerotignum propionicum	28446	S	78	14	92	0.00001
Pseudobutyrivibrio xylanivorans	185007	S	206	2	208	0.00001
Anaeropeptidivorans aminofermentans	2934315	S	201	3	204	0.00001
Kineothrix sp. MB12-C1	3070215	S	170	2	172	0.00001
Herbinix luporum	1679721	S	127	42	169	0.00001
Anaeromicropila herbilytica	2785025	S	120	1	121	0.00001
Chakrabartyella piscis	2918914	S	91	1	92	0.00001
Candidatus Epulopiscium viviparus	420336	S	52	0	52	0.00000
Intestinimonas butyriciproducens	1297617	S	35106	2534	37640	0.00263
Flintibacter sp. KGMB00164	2610895	S	6044	438	6482	0.00045
Massilistercora timonensis	2086584	S	5913	1451	7364	0.00051
Aminipila luticellarii	2507160	S	736	122	858	0.00006
Aminipila butyrica	433296	S	218	24	242	0.00002
Aminipila terrae	2697030	S	95	15	110	0.00001
Emergencia timonensis	1776384	S	637	47	684	0.00005
Mogibacterium pumilum	86332	S	169	17	186	0.00001
Mogibacterium diversum	114527	S	63	8	71	0.00000
Mogibacterium neglectum	114528	S	25	5	30	0.00000
Thermaerobacter sp. PB12/4term	2293838	S	80	20	100	0.00001
Thermaerobacter marianensis	73919	S	58	15	73	0.00001
Thermaerobacter composti	554949	S	16	237	253	0.00002
Proteiniborus sp. MB09-C3	3050072	S	77	2	79	0.00001
Fenollaria massiliensis	938288	S	22	4	26	0.00000
Carboxydocella thermautotrophica	178899	S	28	1	29	0.00000
Clostridium sp. M62/1	411486	S	14665	5007	19672	0.00137
Clostridium sp. SY8519	1042156	S	2433	134	2567	0.00018
Clostridium sp. MD294	97138	S	333	6	339	0.00002
Clostridium sp. C1	1155388	S	115	17	132	0.00001
Clostridium sp. OS1-26	3070681	S	112	14	126	0.00001
Clostridium sp. DL-VIII	641107	S	58	8	66	0.00000
Clostridium sp. BNL1100	755731	S	39	4	43	0.00000
Clostridium sp. JN-9	2507159	S	36	3	39	0.00000
Clostridium sp. BJN0001	2930219	S	32	4	36	0.00000
Clostridium sp. 001	1970093	S	26	84	110	0.00001
Clostridium sp. JN-1	2483110	S	24	3	27	0.00000
Clostridium sp. 'deep sea'	2779445	S	22	0	22	0.00000
Clostridium sp. MB40-C1	3070996	S	16	1	17	0.00000
Clostridium cadaveris	1529	S	1173	95	1268	0.00009
Clostridium perfringens	1502	S	187	439	626	0.00004
Clostridium botulinum	1491	S	156	94	250	0.00002
Clostridium kluyveri	1534	S	144	6	150	0.00001
Clostridium fermenticellae	2068654	S	112	7	119	0.00001
Clostridium bornimense	1216932	S	112	30	142	0.00001
Clostridium pasteurianum	1501	S	104	4	108	0.00001
Clostridium thermarum	1716543	S	95	30	125	0.00001
Clostridium acetobutylicum	1488	S	91	2	93	0.00001
Clostridium intestinale	36845	S	85	6	91	0.00001
Clostridium cellulovorans	1493	S	85	3	88	0.00001
Clostridium tetani	1513	S	72	6	78	0.00001
Clostridium gelidum	704125	S	71	4	75	0.00001
Clostridium saccharoperbutylacetonicum	36745	S	69	7	76	0.00001
Clostridium estertheticum	238834	S	56	4	60	0.00000
Clostridium beijerinckii	1520	S	46	60	106	0.00001
Clostridium manihotivorum	2320868	S	30	2	32	0.00000
Clostridium argentinense	29341	S	29	2	31	0.00000
Clostridium isatidis	182773	S	25	4	29	0.00000
Clostridium chauvoei	46867	S	24	4	28	0.00000
Clostridium butyricum	1492	S	24	57	81	0.00001
Clostridium baratii	1561	S	22	2	24	0.00000
Clostridium taeniosporum	394958	S	22	2	24	0.00000
Clostridium felsineum	36839	S	20	0	20	0.00000
Clostridium gasigenes	94869	S	19	1	20	0.00000
Clostridium sporogenes	1509	S	17	26	43	0.00000
Clostridium tyrobutyricum	1519	S	17	0	17	0.00000
Clostridium formicaceticum	1497	S	16	1	17	0.00000
Clostridium aceticum	84022	S	16	0	16	0.00000
Clostridium saccharobutylicum	169679	S	15	1	16	0.00000
Clostridium novyi	1542	S	15	16	31	0.00000
Clostridium tagluense	360422	S	14	1	15	0.00000
Clostridium septicum	1504	S	10	1	11	0.00000
Clostridium scatologenes	1548	S	10	7	17	0.00000
Hungatella hathewayi	154046	S	6231	1033	7264	0.00051
Hungatella xylanolytica	384636	S	175	15	190	0.00001
Caloramator sp. mosi_1	3023090	S	320	48	368	0.00003
Caloramator sp. Dgby_cultured_2	3029174	S	144	54	198	0.00001
Caloramator sp. E03	2576307	S	95	8	103	0.00001
Butyricicoccus sp. GAM44	2109686	S	233	0	233	0.00002
Proteiniclasticum sp. QWL-01	3036945	S	219	6	225	0.00002
Alkaliphilus metalliredigens	208226	S	41	2	43	0.00000
Alkaliphilus oremlandii	461876	S	37	1	38	0.00000
Alkaliphilus sp. B6464	2731219	S	22	1	23	0.00000
Crassaminicella thermophila	2599308	S	25	13	38	0.00000
Crassaminicella profunda	1286698	S	16	5	21	0.00000
Serpentinicella alkaliphila	1734049	S	44	2	46	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	34	3	37	0.00000
Sarcina sp. JB2	2726954	S	33	10	43	0.00000
Hathewaya histolytica	1498	S	33	9	42	0.00000
Geosporobacter ferrireducens	1424294	S	29	2	31	0.00000
Caminicella sporogenes	166485	S	22	4	26	0.00000
Paraclostridium bifermentans	1490	S	15	2	17	0.00000
Eubacterium callanderi	53442	S	13095	1000	14095	0.00098
Eubacterium sp. MSJ-33	2841528	S	4530	1011	5541	0.00039
Eubacterium ventriosum	39496	S	3802	690	4492	0.00031
Eubacterium maltosivorans	2041044	S	1634	81	1715	0.00012
Eubacterium limosum	1736	S	567	26	593	0.00004
Intestinibacillus sp. NTUH-41-i26	3079303	S	4041	462	4503	0.00031
Acetobacterium wieringae	52694	S	86	67	153	0.00001
uncultured Acetobacterium sp.	217139	S	47	31	78	0.00001
Acetobacterium sp. KB-1	2184575	S	44	47	91	0.00001
Acetobacterium woodii	33952	S	26	12	38	0.00000
Alkalibacter rhizosphaerae	2815577	S	223	1	224	0.00002
Clostridioides difficile	1496	S	19916	6107	26023	0.00182
Peptoclostridium acidaminophilum	1731	S	210	8	218	0.00002
Filifactor alocis	143361	S	195	32	227	0.00002
Romboutsia ilealis	1115758	S	61	31	92	0.00001
Romboutsia sp. 13368	2708053	S	28	27	55	0.00000
Romboutsia sp. CE17	2724150	S	14	8	22	0.00000
Romboutsia hominis	1507512	S	17	3	20	0.00000
Terrisporobacter petrolearius	1460447	S	21	31	52	0.00000
Terrisporobacter mayombei	1541	S	11	4	15	0.00000
Terrisporobacter hibernicus	2813371	S	10	14	24	0.00000
Paeniclostridium sordellii	1505	S	72	5	77	0.00001
Tepidibacter sp. 8C15b	2925782	S	24	19	43	0.00000
Tepidibacter hydrothermalis	3036126	S	17	11	28	0.00000
Peptacetobacter hiranonis	89152	S	24	1	25	0.00000
Peptostreptococcus sp. CBA3647	3003601	S	20	0	20	0.00000
Acetoanaerobium sticklandii	1511	S	19	0	19	0.00000
Maliibacterium massiliense	2086585	S	10388	595	10983	0.00077
Aristaeella hokkaidonensis	3046382	S	1632	2123	3755	0.00026
Aristaeella lactis	3046383	S	1372	1677	3049	0.00021
Christensenella minuta	626937	S	2141	167	2308	0.00016
Desulforamulus ruminis	1564	S	253	11	264	0.00002
Desulforamulus reducens	59610	S	95	6	101	0.00001
Desulforamulus ferrireducens	1833852	S	80	28	108	0.00001
Dehalobacterium formicoaceticum	51515	S	209	18	227	0.00002
Desulfofarcimen acetoxidans	58138	S	163	5	168	0.00001
Candidatus Formimonas warabiya	1761012	S	162	2	164	0.00001
Candidatus Desulforudis audaxviator	471827	S	87	5	92	0.00001
Thermanaerosceptrum fracticalcis	1712410	S	79	7	86	0.00001
Acididesulfobacillus acetoxydans	1561005	S	65	0	65	0.00000
Symbiobacterium thermophilum	2734	S	389	7	396	0.00003
Caldinitratiruptor microaerophilus	671077	S	347	9	356	0.00002
Desulfosporosinus youngiae	339862	S	177	21	198	0.00001
Desulfosporosinus orientis	1563	S	33	2	35	0.00000
Desulfosporosinus acidiphilus	885581	S	26	1	27	0.00000
Desulfosporosinus meridiei	79209	S	11	1	12	0.00000
Desulfitobacterium metallireducens	142877	S	101	7	108	0.00001
Desulfitobacterium dehalogenans	36854	S	59	5	64	0.00000
Desulfitobacterium hafniense	49338	S	45	6	51	0.00000
Desulfitobacterium dichloroeliminans	233055	S	12	3	15	0.00000
Dehalobacter restrictus	55583	S	36	22	58	0.00000
Syntrophobotulus glycolicus	51197	S	36	0	36	0.00000
Heliorestis convoluta	356322	S	449	8	457	0.00003
Heliomicrobium modesticaldum	35701	S	170	105	275	0.00002
Petrocella atlantisensis	2173034	S	173	2	175	0.00001
Vallitalea guaymasensis	1185412	S	43	18	61	0.00000
Vallitalea pronyensis	1348613	S	36	13	49	0.00000
Syntrophomonas wolfei	863	S	160	4	164	0.00001
Candidatus Syntrophocurvum alkaliphilum	2293317	S	40	1	41	0.00000
Syntrophothermus lipocalidus	86170	S	29	1	30	0.00000
Desulfoscipio gibsoniae	102134	S	96	1	97	0.00001
Alkalicella caledoniensis	2731377	S	67	1	68	0.00000
Cellulosilyticum lentocellum	29360	S	11	19	30	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	11	19	30	0.00000
Desulfotomaculum nigrificans	1565	S	54	10	64	0.00000
Thermincola potens	863643	S	33	1	34	0.00000
Gelria sp. Kuro-4	2796927	S	196	4	200	0.00001
Thermoanaerobacterium sp. RBIITD	1550240	S	46	7	53	0.00000
Thermoanaerobacterium sp. CMT5567-10	3061989	S	10	8	18	0.00000
Thermoanaerobacterium thermosaccharolyticum	1517	S	38	34	72	0.00001
Thermoanaerobacterium xylanolyticum	29329	S	19	3	22	0.00000
Ammonifex degensii	42838	S	94	0	94	0.00001
Carboxydothermus hydrogenoformans	129958	S	58	2	60	0.00000
Thermacetogenium phaeum	85874	S	49	48	97	0.00001
Caldanaerobacter subterraneus	911092	S	32	11	43	0.00000
Aceticella autotrophica	2755338	S	24	2	26	0.00000
Mahella australiensis	252966	S	94	29	123	0.00001
Moorella glycerini	55779	S	177	17	194	0.00001
Moorella thermoacetica	1525	S	142	20	162	0.00001
Moorella sp. Hama-1	2138101	S	67	10	77	0.00001
Thermanaeromonas toyohensis	161154	S	12	0	12	0.00000
Zhaonella formicivorans	2528593	S	42	5	47	0.00000
Thermosediminibacter oceani	291990	S	174	45	219	0.00002
Tepidanaerobacter acetatoxydans	499229	S	85	3	88	0.00001
Biomaibacter acetigenes	2316383	S	31	13	44	0.00000
Caldicellulosiruptor bescii	31899	S	71	37	108	0.00001
Caldicellulosiruptor danielii	1387557	S	26	2	28	0.00000
Caldicellulosiruptor naganoensis	29324	S	25	5	30	0.00000
Caldicellulosiruptor owensensis	55205	S	25	9	34	0.00000
Caldicellulosiruptor obsidiansis	717609	S	11	2	13	0.00000
Caldicellulosiruptor morganii	1387555	S	11	1	12	0.00000
Halobacteroides halobius	42422	S	59	1	60	0.00000
Acetohalobium arabaticum	28187	S	11	0	11	0.00000
Halanaerobium hydrogeniformans	656519	S	24	6	30	0.00000
Anoxybacter fermentans	1323375	S	17	1	18	0.00000
Natranaerofaba carboxydovora	2742683	S	40	0	40	0.00000
Natranaerobius thermophilus	375929	S	33	0	33	0.00000
Koleobacter methoxysyntrophicus	2751313	S	23	3	26	0.00000
Acidaminococcus intestini	187327	S	51112	2104	53216	0.00372
Acidaminococcus fermentans	905	S	204	4	208	0.00001
Phascolarctobacterium faecium	33025	S	5520	52	5572	0.00039
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	667	69	736	0.00005
Phascolarctobacterium succinatutens	626940	S	266	69	335	0.00002
Dialister succinatiphilus	487173	S	2100	156	2256	0.00016
Dialister pneumosintes	39950	S	753	20	773	0.00005
Dialister massiliensis	2161821	S	56	2160	2216	0.00015
Dialister hominis	2582419	S	20	716	736	0.00005
Veillonella parvula	29466	S	1671	154	1825	0.00013
Veillonella rogosae	423477	S	1001	191	1192	0.00008
Veillonella atypica	39777	S	150	9	159	0.00001
Veillonella nakazawae	2682456	S	64	54	118	0.00001
Veillonella rodentium	248315	S	42	2	44	0.00000
Veillonella dispar	39778	S	40	16	56	0.00000
Veillonella sp. S12025-13	2682455	S	38	28	66	0.00000
Megasphaera stantonii	2144175	S	370	24	394	0.00003
Megasphaera elsdenii	907	S	322	42	364	0.00003
Megasphaera hexanoica	1675036	S	102	9	111	0.00001
Megasphaera massiliensis	1232428	S	84	5	89	0.00001
Selenomonas sputigena	69823	S	777	46	823	0.00006
Selenomonas sp. oral taxon 126	712528	S	260	184	444	0.00003
Selenomonas sp. oral taxon 920	1884263	S	133	67	200	0.00001
Selenomonas sp. oral taxon 478	712538	S	48	66	114	0.00001
Selenomonas sp. oral taxon 136	713030	S	40	49	89	0.00001
Selenomonas ruminantium	971	S	241	6	247	0.00002
Selenomonas dianae	135079	S	100	46	146	0.00001
Selenomonas timonae	2754044	S	63	75	138	0.00001
Megamonas funiformis	437897	S	60	8	68	0.00000
Megamonas hypermegale	158847	S	48	13	61	0.00000
Selenobaculum gbiensis	3054208	S	29	2	31	0.00000
Pectinatus frisingensis	865	S	23	0	23	0.00000
Sporomusa termitida	2377	S	138	11	149	0.00001
uncultured Sporomusa sp.	307249	S	77	6	83	0.00001
uncultured Anaeromusa sp.	673273	S	171	12	183	0.00001
Pelosinus fermentans	365349	S	126	5	131	0.00001
Methylomusa anaerophila	1930071	S	112	9	121	0.00001
Streptococcus salivarius	1304	S	3962	1190	5152	0.00036
Streptococcus sp. A12	1759399	S	165	50	215	0.00002
Streptococcus sp. zg-86	2664091	S	107	12	119	0.00001
Streptococcus sp. FDAARGOS_192	1839799	S	97	123	220	0.00002
Streptococcus sp. NPS 308	1902136	S	44	19	63	0.00000
Streptococcus sp. oral taxon 431	712633	S	42	13	55	0.00000
Streptococcus sp. S1	3098075	S	41	19	60	0.00000
Streptococcus sp. Marseille-Q3533	2759692	S	37	8	45	0.00000
Streptococcus sp. Marseille-Q6470	2972784	S	27	9	36	0.00000
Streptococcus sp. LPB0220	2610896	S	26	17	43	0.00000
Streptococcus sp. oral taxon 061	712623	S	21	7	28	0.00000
Streptococcus sp. S5	3098076	S	21	16	37	0.00000
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	13	4	17	0.00000
Streptococcus thermophilus	1308	S	647	788	1435	0.00010
Streptococcus suis	1307	S	449	617	1066	0.00007
Streptococcus parasanguinis	1318	S	242	94	336	0.00002
Streptococcus australis	113107	S	226	168	394	0.00003
Streptococcus pantholopis	1811193	S	221	3	224	0.00002
Streptococcus pasteurianus	197614	S	190	677	867	0.00006
Streptococcus sanguinis	1305	S	185	32	217	0.00002
Streptococcus alactolyticus	29389	S	141	27	168	0.00001
Streptococcus acidominimus	1326	S	128	11	139	0.00001
Streptococcus merionis	400065	S	106	1	107	0.00001
Streptococcus anginosus	1328	S	65	44	109	0.00001
Streptococcus constellatus	76860	S	23	42	65	0.00000
Streptococcus ilei	1156431	S	76	58	134	0.00001
Streptococcus vestibularis	1343	S	69	18	87	0.00001
Streptococcus cristatus	45634	S	61	5	66	0.00000
Streptococcus oralis	1303	S	58	23	81	0.00001
Streptococcus ratti	1341	S	55	1	56	0.00000
Streptococcus rubneri	1234680	S	54	32	86	0.00001
Streptococcus gordonii	1302	S	51	4	55	0.00000
Streptococcus canis	1329	S	51	7	58	0.00000
Streptococcus koreensis	2382163	S	47	42	89	0.00001
Streptococcus parasuis	1501662	S	43	8	51	0.00000
Streptococcus agalactiae	1311	S	35	171	206	0.00001
Streptococcus pyogenes	1314	S	35	10	45	0.00000
Streptococcus mitis	28037	S	34	11	45	0.00000
Streptococcus lactarius	684066	S	30	3	33	0.00000
Streptococcus mutans	1309	S	25	2	27	0.00000
Streptococcus pneumoniae	1313	S	24	167	191	0.00001
Streptococcus equi	1336	S	21	1	22	0.00000
Streptococcus oriscaviae	2781599	S	21	0	21	0.00000
Streptococcus chenjunshii	2173853	S	20	0	20	0.00000
Streptococcus lutetiensis	150055	S	17	8	25	0.00000
Streptococcus equinus	1335	S	16	3	19	0.00000
Streptococcus pluranimalium	82348	S	14	1	15	0.00000
Streptococcus periodonticum	2490633	S	14	18	32	0.00000
Streptococcus toyakuensis	2819619	S	13	8	21	0.00000
Streptococcus infantis	68892	S	13	2	15	0.00000
Streptococcus porcinus	1340	S	11	0	11	0.00000
Streptococcus gwangjuense	1433513	S	11	5	16	0.00000
Streptococcus ferus	1345	S	10	0	10	0.00000
Lactococcus cremoris	1359	S	100	260	360	0.00003
Lactococcus piscium	1364	S	42	7	49	0.00000
Lactococcus garvieae	1363	S	41	7	48	0.00000
Lactococcus sp. NH2-7C	2879149	S	17	5	22	0.00000
Lactococcus protaetiae	2592653	S	18	0	18	0.00000
Lactococcus lactis	1358	S	14	6	20	0.00000
Lactococcus raffinolactis	1366	S	12	1	13	0.00000
Lactococcus allomyrinae	2419773	S	11	0	11	0.00000
Limosilactobacillus mucosae	97478	S	6883	359	7242	0.00051
Limosilactobacillus fermentum	1613	S	110	35	145	0.00001
Limosilactobacillus pontis	35787	S	42	2	44	0.00000
Limosilactobacillus vaginalis	1633	S	26	4	30	0.00000
Limosilactobacillus gastricus	227942	S	23	2	25	0.00000
Limosilactobacillus oris	1632	S	18	1	19	0.00000
Limosilactobacillus reuteri	1598	S	16	1	17	0.00000
Limosilactobacillus frumenti	104955	S	14	0	14	0.00000
Ligilactobacillus ruminis	1623	S	831	49	880	0.00006
Ligilactobacillus saerimneri	228229	S	139	7	146	0.00001
Ligilactobacillus salivarius	1624	S	39	2	41	0.00000
Ligilactobacillus murinus	1622	S	33	3	36	0.00000
Ligilactobacillus agilis	1601	S	31	2	33	0.00000
Ligilactobacillus acidipiscis	89059	S	13	0	13	0.00000
Lacticaseibacillus paracasei	1597	S	446	75	521	0.00004
Lacticaseibacillus zeae	57037	S	60	61	121	0.00001
Lacticaseibacillus rhamnosus	47715	S	57	2	59	0.00000
Lacticaseibacillus pantheris	171523	S	37	3	40	0.00000
Lacticaseibacillus sp. KACC 23028	3025672	S	33	2	35	0.00000
Lacticaseibacillus manihotivorans	88233	S	11	0	11	0.00000
Lactobacillus delbrueckii	1584	S	239	29	268	0.00002
Lactobacillus iners	147802	S	65	5	70	0.00000
Lactobacillus sp. Kim32-2	2976676	S	10	2	12	0.00000
Lactobacillus sp. XA3	2932184	S	10	14	24	0.00000
Lactobacillus ultunensis	227945	S	42	2	44	0.00000
Lactobacillus gasseri	1596	S	41	26	67	0.00000
Lactobacillus amylovorus	1604	S	15	2	17	0.00000
Lactobacillus amylolyticus	83683	S	10	0	10	0.00000
Levilactobacillus brevis	1580	S	100	16	116	0.00001
Levilactobacillus zymae	267363	S	26	2	28	0.00000
Levilactobacillus suantsaii	2292255	S	14	2	16	0.00000
Levilactobacillus koreensis	637971	S	13	0	13	0.00000
Loigolactobacillus coryniformis	1610	S	96	17	113	0.00001
Loigolactobacillus bifermentans	1607	S	22	2	24	0.00000
Bombilactobacillus folatiphilus	2923362	S	52	42	94	0.00001
Bombilactobacillus thymidiniphilus	2923363	S	10	8	18	0.00000
Weissella diestrammenae	1162633	S	52	1	53	0.00000
Weissella cibaria	137591	S	16	1	17	0.00000
Fructilactobacillus ixorae	1750535	S	31	29	60	0.00000
Lactiplantibacillus plantarum	1590	S	25	12	37	0.00000
Lactiplantibacillus pentosus	1589	S	21	2	23	0.00000
Acetilactobacillus jinshanensis	1720083	S	69	0	69	0.00000
Secundilactobacillus paracollinoides	240427	S	61	10	71	0.00000
Leuconostoc lactis	1246	S	10	15	25	0.00000
Schleiferilactobacillus harbinensis	304207	S	61	1	62	0.00000
Amylolactobacillus amylophilus	1603	S	48	7	55	0.00000
Lentilactobacillus buchneri	1581	S	18	1	19	0.00000
Lentilactobacillus hilgardii	1588	S	12	0	12	0.00000
Liquorilactobacillus hordei	468911	S	26	6	32	0.00000
Latilactobacillus sakei	1599	S	20	3	23	0.00000
Pediococcus acidilactici	1254	S	10	18	28	0.00000
Apilactobacillus apisilvae	2923364	S	13	19	32	0.00000
Paucilactobacillus oligofermentans	293371	S	22	1	23	0.00000
