name	SRR8146935	SRR8146936	SRR8146938	SRR8146963	SRR8146968	SRR8146973
Corynebacterium cyclohexanicum	0	0	0	0	0	0
Corynebacterium aurimucosum	0	0	0	0	0	1e-5
Corynebacterium breve	0	0	0	0	0	0
Corynebacterium qintianiae	0	0	0	0	0	0
Corynebacterium diphtheriae	0	0	0	0	0	0
Rhodococcus sp. JS3073	0	0	0	0	0	0
Rhodococcus sp. 21391	0	0	0	0	0	0
Gordonia mangrovi	0	0	0	0	0	0
Microbacterium sp. 1S1	0	1e-5	1e-5	0	0	0
Microbacterium sp. ABRD28	0	0	0	0	0	0
Microbacterium oxydans	0	1e-5	0	0	0	0
Agromyces archimandritae	0	2e-5	0	0	0	0
Leifsonia sp. ZF2019	0	1e-5	0	0	0	0
Salinibacterium sp. ZJ70	0	1e-5	0	0	0	0
Curtobacterium sp. MCLR17_036	0	0	0	0	0	0
Curtobacterium sp. MCPF17_002	0	0	0	0	0	0
Frigoribacterium sp. NBH87	0	0	0	0	0	0
Mycetocola spongiae	0	0	0	0	0	0
Herbiconiux sp. SALV-R1	0	0	0	0	0	0
Arthrobacter sp. zg-Y1110	0	2e-5	0	0	0	0
Arthrobacter sp. NicSoilB11	0	1e-5	0	0	0	0
Arthrobacter dokdonellae	0	0	0	0	0	1e-5
Paeniglutamicibacter sp. ZC-3	0	1e-5	0	0	0	0
Pseudarthrobacter sulfonivorans	0	1e-5	0	0	0	0
Pseudarthrobacter chlorophenolicus	0	0	0	0	0	0
Kytococcus sedentarius	0	1e-5	0	0	0	0
Cellulomonas sp. JZ18	0	0	0	0	0	0
Paraoerskovia sediminicola	0	0	0	0	0	0
Tetrasphaera sp. HKS02	0	0	0	0	0	0
Brevibacterium atlanticum	0	0	0	0	0	0
Streptomyces sp. Je 1-369	0	0	0	0	0	0
Streptomyces sp. HU2014	0	1e-5	0	1e-5	0	0
Streptomyces sp. AM8-1-1	0	0	0	0	1e-5	0
Streptomyces sp. HUAS YS2	0	0	0	0	0	0
Streptomyces sp. Alt3	0	0	0	0	0	0
Streptomyces sp. 2P-4	0	0	0	0	0	0
Streptomyces sp. 3211	0	1e-5	0	0	0	0
Streptomyces gobiensis	0	1e-5	0	0	0	0
Streptomyces fradiae	0	1e-5	1e-5	0	0	1e-5
Streptomyces vilmorinianum	0	1e-5	0	0	0	0
Streptomyces goshikiensis	0	1e-5	0	0	0	0
Streptomyces fagopyri	0	0	0	0	0	0
Streptomyces coeruleorubidus	0	0	0	0	0	0
Raineyella sp. LH-20	0	0	0	0	0	0
Nocardioides dongkuii	0	1e-5	0	0	0	0
Nocardioides sambongensis	0	0	0	0	0	0
Actinomyces naeslundii	0	0	0	0	0	0
Actinomyces procaprae	0	0	0	0	0	0
Actinotignum schaalii	0	0	0	1e-5	0	0
Micromonospora zamorensis	0	1e-5	0	0	0	0
Micromonospora viridifaciens	0	0	0	0	0	0
Amycolatopsis sp. QT-25	0	1e-5	0	0	0	0
Amycolatopsis sp. DSM 110486	0	0	0	0	0	0
Amycolatopsis acidiphila	0	0	1e-5	0	0	0
Nonomuraea phyllanthi	0	0	1e-5	0	0	0
Thermobifida fusca	0	0	0	0	0	0
Jatrophihabitans sp. GAS493	0	0	0	0	0	0
Synechococcus sp. WH 8020	0	2e-5	0	0	0	0
Synechococcus sp. WH 8101	0	3e-5	0	0	0	0
Synechococcus sp. LTW-R	0	1e-5	0	0	0	0
Prochlorococcus marinus	0	0	1e-5	0	0	0
Prochlorococcus sp. MIT 1307	0	0	0	0	0	0
Cylindrospermum stagnale	0	1e-5	0	0	0	0
Nostoc sp. UHCC 0926	0	0	0	0	0	0
Nostoc sp. PCC 7524	0	0	0	0	0	0
Nostoc piscinale	0	0	0	0	0	0
Dolichospermum heterosporum	0	0	0	0	0	0
Calothrix sp. 336/3	0	0	0	0	0	0
Pseudanabaena galeata	0	0	0	0	0	0
Pseudanabaena sp. ABRG5-3	0	0	0	0	0	0
Trichothermofontia sichuanensis	0	0	1e-5	0	0	0
Geminocystis sp. NIES-3709	0	0	0	0	0	0
Brevefilum fermentans	0	2e-5	0	0	0	0
Deinococcus wulumuqiensis	0	0	1e-5	0	0	1e-5
Allomeiothermus silvanus	0	0	0	0	0	0
Spiroplasma turonicum	0	0	0	0	0	0
Spiroplasma corruscae	0	0	0	0	0	0
Alteracholeplasma palmae	0	0	0	0	0	0
Mycoplasmopsis columbinasalis	0	0	0	0	0	0
Mycoplasmopsis bovirhinis	0	0	0	0	0	0
Mesomycoplasma conjunctivae	0	0	0	0	0	0
Fusobacterium varium	0	1.7e-4	0	0	0	0
Fusobacterium hominis	0	1.3e-4	0	0	0	0
Fusobacterium polymorphum	0	7e-5	1e-5	0	0	0
Fusobacterium gonidiaformans	0	1e-5	0	0	0	0
Fusobacterium hwasookii	0	3e-5	0	0	0	0
Fusobacterium animalis	0	5e-5	0	0	0	0
Fusobacterium canifelinum	0	1e-5	0	0	0	0
Fusobacterium periodonticum	0	1e-5	0	0	0	0
Fusobacterium vincentii	0	1e-5	0	0	0	0
Fusobacterium sp. oral taxon 203	0	0	0	0	0	0
Cetobacterium somerae	0	6e-5	0	0	0	0
Ilyobacter polytropus	0	0	0	0	0	0
Leptotrichia shahii	0	0	0	0	0	0
Leptotrichia hongkongensis	0	0	0	0	0	0
Leptotrichia wadei	0	0	0	0	0	0
Sneathia vaginalis	0	0	1e-5	0	0	2e-5
Haliovirga abyssi	0	0	0	0	0	0
Coraliomargarita akajimensis	0	0	1e-5	0	0	1e-5
Gimesia aquarii	0	1e-5	0	0	0	0
Gimesia maris	0	0	0	0	1e-5	0
Aureliella helgolandensis	0	0	0	0	0	0
Stieleria maiorica	0	0	1e-5	0	0	1e-5
Adhaeretor mobilis	0	1e-5	1e-5	0	0	0
Gemmata sp. SH-PL17	0	0	0	0	0	1e-5
Sedimentisphaera cyanobacteriorum	0	0	0	0	0	0
Solidesulfovibrio magneticus	0	0	1e-5	1e-5	0	1e-5
Desulfobacula toluolica	0	0	0	0	0	0
Thermosulfurimonas marina	0	3e-5	0	0	0	0
Thermodesulfobacterium geofontis	0	0	0	0	0	0
Campylobacter cuniculorum	0	0	0	0	0	0
Halarcobacter ebronensis	0	0	0	0	0	0
Halarcobacter sp.	0	0	0	0	0	0
Arcobacter ellisii	0	0	0	0	0	0
Candidatus Sulfurimonas baltica	0	0	0	0	0	0
Sulfurimonas paralvinellae	0	0	1e-5	1e-5	0	0
Nitratiruptor tergarcus	0	0	0	0	0	0
Nitrosophilus labii	0	0	0	0	0	0
Chondromyces crocatus	0	1e-5	1e-5	0	0	1e-5
Myxococcus hansupus	0	0	1e-5	0	0	0
Chloracidobacterium aggregatum	0	1e-5	0	0	0	0
Thiospirochaeta perfilievii	0	0	0	0	0	0
Borreliella garinii	0	0	0	0	0	0
Brachyspira hyodysenteriae	0	0	0	0	0	0
Leptospira borgpetersenii	0	0	0	0	0	0
Bdellovibrio sp. NC01	0	0	0	0	0	0
Candidatus Bipolaricaulis anaerobius	0	0	0	0	0	0
Oceanotoga sp. DSM 15011	0	0	0	0	0	0
Thermosipho africanus	0	0	0	0	0	0
Dissulfurimicrobium hydrothermale	0	0	0	0	0	0
Natrinema pellirubrum	0	0	0	0	0	0
Natronobacterium gregoryi	0	0	0	0	0	0
Halovivax gelatinilyticus	0	0	0	0	0	0
Salinigranum sp. XZGYJ-43	0	0	0	0	0	0
Haloferax mediterranei	0	0	0	0	0	0
Methanosphaerula palustris	0	1e-5	0	0	0	0
Methanobacterium paludis	0	0	0	0	0	0
Methanobrevibacter olleyae	0	0	0	0	0	0
Methanococcus vannielii	0	0	0	0	0	0
Thermococcus sp. P6	0	0	0	0	0	0
Thermococcus gammatolerans	0	0	0	0	0	0
Sulfurisphaera ohwakuensis	0	0	0	0	0	0
Buchavirus faecalis	0	4.6e-4	0	0	8e-5	0
Buchavirus splanchnicus	0	1e-5	0	0	0	0
Buchavirus hominis	0	1e-5	0	0	0	0
Buchavirus intestinalis	0	1e-5	0	0	0	0
Buchavirus coli	0	0	0	0	0	0
Buorbuivirus hominis	0	1e-5	0	0	0	0
Blohavirus americanus	0	0	0	0	0	4.1e-4
Aurodevirus hiberniae	0	1.1e-4	0	0	0	0
Aurodevirus hominis	0	0	0	0	0	0
Birpovirus hominis	0	0	0	0	0	8e-5
Culoivirus americanus	0	2e-5	0	0	0	0
Culoivirus faecalis	0	0	0	0	0	0
Canhaevirus hiberniae	0	1e-5	1e-5	0	0	1e-5
Canhaevirus faecalis	0	0	0	0	0	1e-5
Jahgtovirus secundus	0	1e-5	0	0	0	0
Jahgtovirus intestinihominis	0	1e-5	0	0	0	0
Jahgtovirus gastrointestinalis	0	0	0	0	0	0
Kingevirus communis	0	1e-5	0	0	3e-5	0
Lebriduvirus gastrointestinalis	0	0	0	0	0	0
Parabacteroides phage YZ-2015a	0	0	0	0	0	0
Ruminococcus sp. FMB-CY1	0	0	4.6e-4	0	0	0
Ruminiclostridium herbifermentans	0	0	1e-5	0	0	0
Thermaerobacter composti	0	0	2e-5	0	0	0
Clostridium thermarum	0	0	1e-5	0	0	0
Clostridium formicaceticum	0	0	0	0	0	0
Alkaliphilus oremlandii	0	0	0	0	0	0
Alkaliphilus sp. B6464	0	0	0	0	0	0
Desulfitobacterium metallireducens	0	0	1e-5	0	0	0
Syntrophomonas wolfei	0	0	1e-5	0	0	0
Candidatus Syntrophocurvum alkaliphilum	0	0	0	0	0	0
Cellulosilyticum lentocellum	0	0	0	0	0	0
Carboxydothermus hydrogenoformans	0	0	0	0	0	0
Caldanaerobacter subterraneus	0	0	0	0	0	0
Tepidanaerobacter acetatoxydans	0	0	1e-5	0	0	0
Caldicellulosiruptor bescii	0	0	1e-5	0	0	0
Caldicellulosiruptor danielii	0	0	0	0	0	0
Caldicellulosiruptor naganoensis	0	0	0	0	0	0
Caldicellulosiruptor morganii	0	0	0	0	0	0
Halanaerobium hydrogeniformans	0	0	0	0	0	0
Natranaerobius thermophilus	0	0	0	0	0	0
Koleobacter methoxysyntrophicus	0	0	0	0	0	0
Streptococcus sp. NPS 308	0	0	0	0	0	0
Streptococcus alactolyticus	0	0	1e-5	0	0	0
Streptococcus constellatus	0	0	0	0	0	0
Streptococcus rubneri	0	0	1e-5	0	0	0
Streptococcus oriscaviae	0	0	0	0	0	0
Streptococcus chenjunshii	0	0	0	0	0	0
Streptococcus pluranimalium	0	0	0	0	0	0
Streptococcus porcinus	0	0	0	0	0	0
Streptococcus gwangjuense	0	0	0	0	0	0
Streptococcus ferus	0	0	0	0	0	0
Lactococcus sp. NH2-7C	0	0	0	0	0	0
Lactococcus protaetiae	0	0	0	0	0	0
Limosilactobacillus vaginalis	0	0	0	0	0	0
Limosilactobacillus gastricus	0	0	0	1e-5	0	0
Limosilactobacillus frumenti	0	0	0	0	0	0
Ligilactobacillus saerimneri	0	0	1e-5	0	0	0
Ligilactobacillus murinus	0	0	0	0	0	0
Ligilactobacillus agilis	0	0	0	0	0	0
Ligilactobacillus acidipiscis	0	0	0	0	0	0
Lacticaseibacillus zeae	0	0	1e-5	0	0	0
Lacticaseibacillus sp. KACC 23028	0	0	0	0	0	0
Lactobacillus sp. Kim32-2	0	0	0	0	0	0
Lactobacillus sp. XA3	0	0	0	0	0	0
Lactobacillus ultunensis	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0	0	0
Levilactobacillus suantsaii	0	0	0	0	0	0
Levilactobacillus koreensis	0	0	0	0	0	0
Loigolactobacillus bifermentans	0	0	0	0	0	0
Bombilactobacillus folatiphilus	0	0	1e-5	0	0	1e-5
Bombilactobacillus thymidiniphilus	0	0	0	0	0	0
Weissella diestrammenae	0	0	0	0	0	0
Fructilactobacillus ixorae	0	0	0	0	0	0
Leuconostoc lactis	0	0	0	0	1e-5	0
Amylolactobacillus amylophilus	0	0	0	0	0	0
Lentilactobacillus buchneri	0	0	0	0	0	0
Lentilactobacillus hilgardii	0	0	0	0	0	0
Pediococcus acidilactici	0	0	0	0	0	0
Apilactobacillus apisilvae	0	0	0	0	0	0
Paucilactobacillus oligofermentans	0	0	0	0	0	0
Enterococcus mundtii	0	0	0	0	0	0
Enterococcus thailandicus	0	0	0	0	0	0
Vagococcus penaei	0	0	0	0	0	0
Vagococcus carniphilus	0	0	0	0	0	0
Vagococcus fluvialis	0	0	0	0	0	0
Tetragenococcus osmophilus	0	0	0	0	0	0
Tetragenococcus halophilus	0	0	0	0	0	0
Tetragenococcus koreensis	0	0	0	0	0	0
Carnobacterium divergens	0	0	0	0	0	0
Carnobacterium inhibens	0	0	0	0	0	0
Jeotgalibaca dankookensis	0	0	0	0	0	0
Facklamia hominis	0	0	0	0	0	0
Suicoccus acidiformans	0	0	0	0	0	0
Paenibacillus sp. 481	0	0	0	0	0	0
Paenibacillus sp. FSL H7-0357	0	0	0	0	0	1e-5
Paenibacillus sp. YPD9-1	0	0	0	0	1e-5	0
Paenibacillus sp. FSL P4-0081	0	0	1e-5	0	0	0
Paenibacillus sp. DCT19	0	0	0	0	0	0
Paenibacillus sp. IHBB 10380	0	0	0	0	0	0
Paenibacillus sp. sptzw28	0	0	0	0	0	0
Paenibacillus sp. CAA11	0	0	0	0	0	0
Paenibacillus konkukensis	0	0	1e-5	0	0	1e-5
Paenibacillus andongensis	0	0	1e-5	0	0	0
Paenibacillus tritici	0	0	0	0	0	0
Paenibacillus albus	0	0	0	0	0	0
Paenibacillus amylolyticus	0	0	1e-5	0	0	0
Paenibacillus sabinae	0	0	0	0	0	0
Paenibacillus riograndensis	0	0	0	0	0	0
Paenibacillus tianjinensis	0	0	0	0	0	0
Paenibacillus agaridevorans	0	0	0	0	0	0
Paenibacillus xylanilyticus	0	0	0	0	0	0
Paenibacillus lautus	0	0	0	0	0	0
Paenibacillus peoriae	0	0	0	0	0	0
Paenibacillus odorifer	0	0	0	0	0	0
Paenibacillus graminis	0	0	0	0	0	0
Paenibacillus larvae	0	0	0	0	0	0
Brevibacillus sp. DP1.3A	0	0	1e-5	0	0	0
Cohnella cholangitidis	0	0	1e-5	0	0	0
Bacillus wiedmannii	0	0	0	0	0	0
Bacillus anthracis	0	0	4e-5	0	2e-5	0
Bacillus paranthracis	0	0	0	0	0	0
Bacillus luti	0	0	0	0	0	0
Bacillus sp. Cs-700	0	0	1e-5	0	0	0
Bacillus sp. SYJ	0	0	1e-5	0	0	0
Bacillus sp. OxB-1	0	0	0	0	0	0
Bacillus sp. THAF10	0	0	0	0	0	0
Bacillus sp. 1NLA3E	0	0	0	0	0	0
Bacillus sp. NEB1478	0	0	0	0	0	0
Bacillus sp. FJAT-18017	0	0	0	0	0	0
Bacillus licheniformis	0	0	1e-5	0	0	0
Bacillus amyloliquefaciens	0	0	2e-5	0	0	1e-5
Bacillus siamensis	0	0	0	0	0	0
Bacillus vallismortis	0	0	0	0	0	0
Bacillus pumilus	0	0	0	0	0	0
Bacillus swezeyi	0	0	0	0	0	0
Bacillus badius	0	0	0	0	0	0
Neobacillus sp. Marseille-Q6967	0	0	0	0	0	0
Neobacillus sp. WH10	0	0	0	0	0	0
Neobacillus sp. OS1-33	0	0	0	0	0	0
Geobacillus stearothermophilus	0	0	1e-5	0	0	0
Geobacillus thermocatenulatus	0	0	1e-5	0	0	1e-5
Anoxybacillus caldiproteolyticus	0	0	1e-5	0	0	0
Anoxybacillus amylolyticus	0	0	1e-5	0	0	0
Anoxybacillus gonensis	0	0	0	0	0	0
Lysinibacillus sp. SGAir0095	0	0	1e-5	0	0	0
Lysinibacillus sphaericus	0	0	0	0	0	0
Lysinibacillus parviboronicapiens	0	0	0	0	0	0
Cytobacillus kochii	0	0	0	0	0	0
Cytobacillus oceanisediminis	0	0	1e-5	0	0	0
Cytobacillus gottheilii	0	0	0	0	0	0
Mesobacillus subterraneus	0	0	0	0	0	0
Heyndrickxia oleronia	0	0	0	0	0	0
Virgibacillus sp. NKC19-16	0	0	0	0	0	0
Virgibacillus halodenitrificans	0	0	1e-5	0	0	0
Fictibacillus sp. KU28468	0	0	0	0	0	0
Fictibacillus phosphorivorans	0	0	0	0	0	0
Metabacillus sp. cB07	0	0	0	0	0	0
Niallia sp. RD1	0	0	0	0	0	0
Rossellomorea vietnamensis	0	0	0	0	0	0
Gottfriedia acidiceleris	0	0	1e-5	0	0	0
Salicibibacter cibi	0	0	0	0	0	0
Alkalihalophilus pseudofirmus	0	0	0	0	0	0
Parageobacillus thermoglucosidasius	0	0	0	0	0	0
Parageobacillus genomosp. 1	0	0	0	0	0	0
Halobacillus halophilus	0	0	0	0	0	0
Terribacillus goriensis	0	0	0	0	0	0
Oceanobacillus iheyensis	0	0	0	0	0	0
Oceanobacillus oncorhynchi	0	0	0	0	0	0
Shouchella clausii	0	0	0	0	0	0
Alkalihalobacillus sp. LMS6	0	0	0	0	0	0
Caldalkalibacillus thermarum	0	0	0	0	0	0
Gracilibacillus salitolerans	0	0	0	0	0	0
Salimicrobium jeotgali	0	0	0	0	0	0
Psychrobacillus sp. AK 1817	0	0	0	0	0	0
Siminovitchia fortis	0	0	0	0	0	0
Anaerobacillus isosaccharinicus	0	0	0	0	0	0
Halalkalibacter krulwichiae	0	0	0	0	0	0
Staphylococcus felis	0	0	0	0	0	0
Staphylococcus lutrae	0	0	0	0	0	0
Staphylococcus simiae	0	0	0	0	0	0
Staphylococcus shinii	0	0	0	0	0	0
Macrococcus caseolyticus	0	0	1e-5	0	0	0
Macrococcus brunensis	0	0	0	0	0	0
Mammaliicoccus lentus	0	0	0	0	0	0
Mammaliicoccus vitulinus	0	0	0	0	0	0
Alicyclobacillus sp. TC	0	0	0	0	0	0
Alicyclobacillus dauci	0	0	0	0	0	0
Alicyclobacillus mengziensis	0	0	0	0	0	0
Kyrpidia tusciae	0	0	1e-5	0	0	0
Sporosarcina sp. P37	0	0	2e-5	0	0	0
Sporosarcina sp. Marseille-Q4943	0	0	0	0	0	0
Sporosarcina sp. Marseille-Q4063	0	0	0	0	0	0
Sporosarcina thermotolerans	0	0	0	0	0	0
Sporosarcina pasteurii	0	0	0	0	0	0
Planococcus sp. N056	0	0	0	0	0	0
Planococcus halotolerans	0	0	0	0	0	0
Planococcus antarcticus	0	0	0	0	0	0
Paenisporosarcina antarctica	0	0	0	0	0	0
Rummeliibacillus sp. G93	0	0	0	0	0	0
Laceyella sacchari	0	0	2e-5	0	0	0
Exiguobacterium acetylicum	0	0	1e-5	0	0	0
Exiguobacterium alkaliphilum	0	0	0	0	0	0
Exiguobacterium sibiricum	0	0	0	0	0	0
Listeria innocua	0	0	0	0	0	0
Listeria grayi	0	0	0	0	0	0
Listeria ivanovii	0	0	0	0	0	0
Brochothrix thermosphacta	0	0	0	0	0	0
Pullulanibacillus sp. KACC 23026	0	0	0	0	0	0
Erysipelothrix inopinata	0	0	0	0	0	0
Erysipelothrix larvae	0	0	0	0	0	0
Bulleidia sp. zg-1006	0	0	0	0	0	0
Turicibacter sp. TJ11	0	0	1e-5	0	0	0
Turicibacter sanguinis	0	0	0	0	0	0
Anaerococcus mediterraneensis	0	0	0	0	1e-5	0
Gudongella oleilytica	0	0	1e-5	0	0	0
Sedimentibacter sp. zth1	0	0	1e-5	0	0	0
endosymbiont 'TC1' of Trimyema compressum	0	0	0	0	0	0
Bifidobacterium sp. ESL0790	0	0	1e-5	0	0	2e-5
Bifidobacterium sp. KimH	0	0	0	0	0	0
Bifidobacterium sp. KRGSERBCFTRI	0	0	8.7e-4	0	0	7.9e-4
Bifidobacterium sp. ESL0682	0	0	0	0	0	0
Bifidobacterium sp. ESL0690	0	0	0	0	0	0
Bifidobacterium sp. ESL0764	0	0	1e-5	0	0	1e-5
Gardnerella piotii	0	0	0	0	0	0
Scardovia inopinata	0	0	0	0	0	0
Mycobacterium tuberculosis	0	0	1e-5	0	0	1e-5
Mycobacterium sp. ITM-2016-00318	0	0	0	0	0	0
Mycobacterium sp. DL592	0	0	0	0	0	0
Mycobacterium sp. Z3061	0	0	0	0	0	0
Mycobacterium sp. SMC-8	0	0	0	0	0	0
Mycobacterium sp. DL440	0	0	0	0	0	0
Mycobacterium kubicae	0	0	0	0	0	0
Mycobacterium heidelbergense	0	0	0	0	0	0
Mycobacterium senriense	0	0	0	0	0	0
Mycobacterium mantenii	0	0	0	0	0	0
Mycobacterium paraintracellulare	0	0	0	0	0	0
Mycobacterium xenopi	0	0	1e-5	0	0	0
Mycobacterium riyadhense	0	0	0	0	0	0
Mycobacterium adipatum	0	0	0	0	0	0
Mycobacterium malmoense	0	0	0	0	0	0
Mycobacterium dioxanotrophicus	0	0	0	0	0	0
Mycobacterium grossiae	0	0	0	0	0	0
Mycobacterium ostraviense	0	0	0	0	0	0
Mycobacterium paragordonae	0	0	0	0	1e-5	0
Mycobacterium heckeshornense	0	0	0	0	0	0
Mycolicibacterium sp. YH-1	0	0	0	0	0	0
Mycolicibacterium goodii	0	0	1e-5	0	0	1e-5
Mycolicibacterium arabiense	0	0	0	0	1e-5	0
Mycolicibacterium alvei	0	0	0	0	0	0
Mycolicibacterium rufum	0	0	0	0	0	0
Mycolicibacterium phocaicum	0	0	0	0	0	0
Mycolicibacterium parafortuitum	0	0	0	0	0	0
Mycolicibacterium baixiangningiae	0	0	0	0	0	0
Mycolicibacterium fluoranthenivorans	0	0	0	0	0	0
Mycolicibacterium chubuense	0	0	0	0	0	0
Mycolicibacterium chitae	0	0	0	0	0	0
Mycolicibacterium monacense	0	0	0	0	0	0
Mycolicibacterium hassiacum	0	0	0	0	0	0
Mycolicibacterium thermoresistibile	0	0	0	0	0	0
Mycolicibacterium tokaiense	0	0	0	0	0	0
Mycolicibacterium sediminis	0	0	0	0	0	0
Mycolicibacterium duvalii	0	0	0	0	0	0
Mycolicibacterium neoaurum	0	0	0	0	0	0
Mycolicibacterium gadium	0	0	0	0	0	0
Mycobacteroides salmoniphilum	0	0	0	0	0	0
Mycobacteroides saopaulense	0	0	0	0	0	0
Mycolicibacter minnesotensis	0	0	0	0	0	0
Mycolicibacter terrae	0	0	0	0	0	0
Mycolicibacter heraklionensis	0	0	0	0	0	0
Corynebacterium sp. sy039	0	0	0	0	0	0
Corynebacterium sp. P3-F1	0	0	0	0	0	0
Corynebacterium maris	0	0	1e-5	0	0	0
Corynebacterium propinquum	0	0	1e-5	0	1e-5	0
Corynebacterium callunae	0	0	0	0	0	0
Corynebacterium nuruki	0	0	0	0	0	0
Corynebacterium glyciniphilum	0	0	0	0	0	0
Corynebacterium minutissimum	0	0	0	0	0	0
Corynebacterium aquilae	0	0	0	0	0	0
Corynebacterium canis	0	0	0	0	0	0
Corynebacterium striatum	0	0	0	0	0	0
Corynebacterium bovis	0	0	0	0	0	0
Corynebacterium hindlerae	0	0	0	0	0	0
Corynebacterium vitaeruminis	0	0	0	0	0	0
Corynebacterium auris	0	0	0	0	0	0
Corynebacterium pseudopelargi	0	0	0	0	0	0
Corynebacterium ulcerans	0	0	0	0	0	0
Corynebacterium kutscheri	0	0	0	0	0	0
Corynebacterium choanae	0	0	0	0	0	0
Corynebacterium renale	0	0	0	0	0	0
Corynebacterium kalinowskii	0	0	0	0	0	0
Corynebacterium lujinxingii	0	0	0	0	0	0
Corynebacterium heidelbergense	0	0	0	0	0	0
Corynebacterium rouxii	0	0	0	0	0	0
Corynebacterium lizhenjunii	0	0	0	0	0	0
Corynebacterium efficiens	0	0	0	0	0	0
Corynebacterium frankenforstense	0	0	0	0	0	0
Corynebacterium fournieri	0	0	0	0	0	0
Corynebacterium incognita	0	0	0	0	0	0
Corynebacterium appendicis	0	0	0	0	0	1e-5
Rhodococcus sp. Z13	0	0	1e-5	0	0	2e-5
Rhodococcus sp. SGAir0479	0	0	0	0	0	0
Rhodococcus sp. MTM3W5.2	0	0	0	0	0	0
Rhodococcus sp. B7740	0	0	0	0	0	0
Rhodococcus qingshengii	0	0	1e-5	0	0	0
Rhodococcus erythropolis	0	0	0	0	0	0
Rhodococcus globerulus	0	0	0	0	0	0
Rhodococcus coprophilus	0	0	0	0	0	0
Rhodococcus aetherivorans	0	0	1e-5	0	0	0
Nocardia wallacei	0	0	0	0	0	0
Nocardia sp. PE-7	0	0	0	0	0	0
Nocardia iowensis	0	0	0	0	0	0
Nocardia yunnanensis	0	0	0	0	0	1e-5
Nocardia sputorum	0	0	0	0	0	0
Nocardia tengchongensis	0	0	0	0	0	0
Nocardia seriolae	0	0	0	0	0	0
Gordonia zhaorongruii	0	0	1e-5	0	0	0
Gordonia terrae	0	0	1e-5	0	0	1e-5
Gordonia iterans	0	0	0	0	0	0
Dietzia kunjamensis	0	0	0	0	0	0
Dietzia sp. B32	0	0	0	0	0	0
Tsukamurella sp. PLM1	0	0	0	0	0	0
Tsukamurella paurometabola	0	0	0	0	0	0
Lawsonella clevelandensis	0	0	0	0	0	0
Hoyosella subflava	0	0	0	0	0	0
Microbacterium sp. AB	0	0	1e-5	0	0	0
Microbacterium sp. A18JL241	0	0	1e-5	0	0	0
Microbacterium sp. Y-01	0	0	0	0	0	0
Microbacterium sp. YJN-G	0	0	0	0	0	0
Microbacterium sp. Clip185	0	0	0	0	0	0
Microbacterium sp. No. 7	0	0	0	0	0	0
Microbacterium sp. KACC 23027	0	0	0	0	0	1e-5
Microbacterium sp. zg-Y818	0	0	0	0	0	0
Microbacterium sp. PAMC22086	0	0	1e-5	0	0	0
Microbacterium sp. PM5	0	0	0	0	0	0
Microbacterium chengjingii	0	0	2e-5	0	0	0
Microbacterium luteolum	0	0	1e-5	0	0	0
Microbacterium esteraromaticum	0	0	1e-5	0	1e-5	1e-5
Microbacterium rhizosphaerae	0	0	0	0	0	0
Microbacterium sediminis	0	0	0	0	0	1e-5
Microbacterium testaceum	0	0	0	0	0	0
Microbacterium atlanticum	0	0	0	0	0	1e-5
Microbacterium lushaniae	0	0	0	0	0	0
Microbacterium azadirachtae	0	0	0	0	0	0
Microbacterium arborescens	0	0	0	0	0	0
Microbacterium hominis	0	0	1e-5	0	0	1e-5
Microbacterium endophyticum	0	0	0	0	0	0
Microbacterium luteum	0	0	0	0	0	0
Curtobacterium sp. MR_MD2014	0	0	1e-5	0	0	0
Curtobacterium sp. MCBA15_004	0	0	1e-5	0	0	0
Salinibacterium sp. ZJ450	0	0	0	0	0	0
Salinibacterium sp. UTAS2018	0	0	0	0	0	0
Salinibacterium hongtaonis	0	0	0	0	0	0
Cryobacterium sp. SO2	0	0	0	0	0	0
Rathayibacter sp. VKM Ac-2805	0	0	1e-5	0	0	0
Leucobacter sp. CX169	0	0	0	0	0	0
Leucobacter rhizosphaerae	0	0	0	0	0	0
Leucobacter insecticola	0	0	0	0	0	0
Leucobacter tenebrionis	0	0	0	0	0	0
Agromyces sp. LHK192	0	0	0	0	0	0
Leifsonia sp. PS1209	0	0	0	0	0	0
Microcella daejeonensis	0	0	0	0	0	1e-5
Microcella alkaliphila	0	0	0	0	0	0
Plantibacter sp. PA-3-X8	0	0	1e-5	0	0	0
Protaetiibacter sp. SSC-01	0	0	0	0	0	0
Frondihabitans sp. 762G35	0	0	0	0	0	0
Frondihabitans sp. PAMC 28766	0	0	0	0	0	0
Naasia aerilata	0	0	0	0	0	0
Herbiconiux sp. L3-i23	0	0	0	0	0	0
Marisediminicola antarctica	0	0	0	0	0	0
Arthrobacter sp. zg-Y20	0	0	1e-5	0	1e-5	0
Arthrobacter sp. ERGS1:01	0	0	0	0	0	0
Arthrobacter sp. PAMC 25486	0	0	0	0	0	0
Arthrobacter sp. StoSoilA2	0	0	1e-5	0	0	1e-5
Arthrobacter sp. CDRTa11	0	0	0	0	0	0
Arthrobacter sp. ATA002	0	0	0	0	0	1e-5
Arthrobacter sp. U41	0	0	0	0	0	0
Arthrobacter sp. FW305-BF8	0	0	0	0	0	0
Arthrobacter sunyaminii	0	0	0	0	0	0
Arthrobacter antioxidans	0	0	0	0	0	0
