name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Acinetobacter lwoffii	28090	S	123	54	177	0.00001
Acinetobacter calcoaceticus	471	S	29	3	32	0.00000
Acinetobacter baumannii	470	S	25	106	131	0.00001
Acinetobacter sp. TTH0-4	1646498	S	12	11	23	0.00000
Acinetobacter baylyi	202950	S	41	1	42	0.00000
Acinetobacter johnsonii	40214	S	21	5	26	0.00000
Acinetobacter haemolyticus	29430	S	18	2	20	0.00000
Acinetobacter radioresistens	40216	S	14	0	14	0.00000
Acinetobacter indicus	756892	S	10	1	11	0.00000
Psychrobacter sp.	56811	S	739	30	769	0.00003
Psychrobacter sp. P11F6	1699621	S	11	0	11	0.00000
Moraxella osloensis	34062	S	304	40	344	0.00002
Halomonas piscis	3031727	S	197	237	434	0.00002
Halomonas sp. YLGW01	2773308	S	37	72	109	0.00000
Halomonas sp. I5-271120	3061632	S	11	13	24	0.00000
Halomonas sp. 1513	1883416	S	10	44	54	0.00000
Zymobacter palmae	33074	S	26	4	30	0.00000
Kushneria phosphatilytica	657387	S	25	3	28	0.00000
Chromohalobacter canadensis	141389	S	15	16	31	0.00000
Alcanivorax sp.	1872427	S	195	1	196	0.00001
Venatoribacter cucullus	2661630	S	59	1	60	0.00000
Marinomonas mediterranea	119864	S	15	0	15	0.00000
Endozoicomonas sp. 8E	3035692	S	26	0	26	0.00000
Endozoicomonas sp. SCSIO W0465	2918516	S	10	0	10	0.00000
Acidihalobacter yilgarnensis	2819280	S	410	0	410	0.00002
Halorhodospira halophila	1053	S	58	0	58	0.00000
Aquisalimonas sp. 2447	2740807	S	11	0	11	0.00000
Marichromatium purpuratum	37487	S	369	3	372	0.00002
Allochromatium tepidum	553982	S	52	0	52	0.00000
Halothiobacillus diazotrophicus	1860122	S	138	0	138	0.00001
Pseudoalteromonas sp. GCY	2003316	S	264	15	279	0.00001
Pseudoalteromonas sp. R3	1709477	S	11	0	11	0.00000
Pseudoalteromonas piratica	1348114	S	24	0	24	0.00000
Alteromonas macleodii	28108	S	156	6	162	0.00001
Lacimicrobium alkaliphilum	1526571	S	56	0	56	0.00000
Agarivorans aestuarii	1563703	S	21	0	21	0.00000
Saccharobesus litoralis	2172099	S	22	0	22	0.00000
Aliiglaciecola sp. LCG003	3053655	S	12	0	12	0.00000
Shewanella polaris	2588449	S	31	26	57	0.00000
Shewanella sp. KX20019	2803864	S	14	0	14	0.00000
Shewanella algae	38313	S	24	6	30	0.00000
Idiomarina sp.	1874361	S	37	0	37	0.00000
Idiomarina loihiensis	135577	S	31	1	32	0.00000
Ferrimonas sp. SCSIO 43195	2822844	S	48	0	48	0.00000
Psychromonas ingrahamii	357794	S	29	0	29	0.00000
Vibrio parahaemolyticus	670	S	205	31	236	0.00001
Vibrio rotiferianus	190895	S	44	35	79	0.00000
Vibrio alginolyticus	663	S	30	108	138	0.00001
Vibrio cholerae	666	S	67	60	127	0.00001
Vibrio vulnificus	672	S	44	3	47	0.00000
Vibrio porteresiae	435912	S	26	0	26	0.00000
Vibrio sp. VB16	2785746	S	10	0	10	0.00000
Vibrio ruber	184755	S	15	1	16	0.00000
Vibrio aquimaris	2587862	S	14	0	14	0.00000
Vibrio cyclitrophicus	47951	S	10	6	16	0.00000
Thaumasiovibrio subtropicus	1891207	S	52	0	52	0.00000
Microbulbifer sp. YPW1	2745199	S	312	2	314	0.00001
Microbulbifer sp. GL-2	2591606	S	165	2	167	0.00001
Microbulbifer sp. SH-1	2681547	S	34	0	34	0.00000
Microbulbifer sp. H12	3029061	S	13	0	13	0.00000
Microbulbifer aggregans	1769779	S	53	0	53	0.00000
Microbulbifer elongatus	86173	S	11	0	11	0.00000
Saccharophagus degradans	86304	S	42	0	42	0.00000
Haemophilus parainfluenzae	729	S	364	37	401	0.00002
Haemophilus influenzae	727	S	38	19	57	0.00000
Pasteurella dagmatis	754	S	93	5	98	0.00000
Mannheimia bovis	2770636	S	16	6	22	0.00000
Aggregatibacter actinomycetemcomitans	714	S	17	1	18	0.00000
Glaesserella parasuis	738	S	15	3	18	0.00000
Methylophaga pinxianii	2881052	S	169	23	192	0.00001
Methylophaga frappieri	754477	S	14	12	26	0.00000
Thiomicrorhabdus sediminis	2580412	S	101	146	247	0.00001
Francisella tularensis	263	S	15	0	15	0.00000
Aeromonas hydrophila	644	S	77	55	132	0.00001
Aeromonas media	651	S	54	14	68	0.00000
Aeromonas veronii	654	S	50	36	86	0.00000
Aeromonas salmonicida	645	S	17	8	25	0.00000
Oceanimonas pelagia	3028314	S	64	1	65	0.00000
Tolumonas auensis	43948	S	11	0	11	0.00000
Methylomonas sp. EFPC1	2812647	S	214	40	254	0.00001
Methylococcus sp. Mc7	2860258	S	17	21	38	0.00000
Methylomarinovum sp. IN45	2840183	S	52	2	54	0.00000
Sulfuricaulis limicola	1620215	S	293	1	294	0.00001
Legionella waltersii	66969	S	149	0	149	0.00001
Cardiobacterium sp. Marseille-Q4385	2866573	S	158	0	158	0.00001
Frischella perrara	1267021	S	40	0	40	0.00000
Bradyrhizobium sp. Ash2021	2954771	S	386	99	485	0.00002
Bradyrhizobium sp. CCBAU 53421	1325120	S	82	46	128	0.00001
Bradyrhizobium sp. 62B	2898442	S	44	61	105	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	44	32	76	0.00000
Bradyrhizobium sp. SK17	2057741	S	42	31	73	0.00000
Bradyrhizobium sp. ORS 285	115808	S	31	14	45	0.00000
Bradyrhizobium sp. 186	2782654	S	26	11	37	0.00000
Bradyrhizobium sp. 4	2782678	S	18	41	59	0.00000
Bradyrhizobium sediminis	2840469	S	187	73	260	0.00001
Bradyrhizobium cosmicum	1404864	S	109	67	176	0.00001
Bradyrhizobium erythrophlei	1437360	S	76	16	92	0.00000
Bradyrhizobium prioritasuperba	2854389	S	42	10	52	0.00000
Bradyrhizobium japonicum	375	S	39	55	94	0.00000
Bradyrhizobium vignae	1549949	S	22	11	33	0.00000
Rhodopseudomonas sp. BAL398	3034676	S	128	81	209	0.00001
Nitrobacter hamburgensis	912	S	80	23	103	0.00000
Afipia carboxidovorans	40137	S	13	0	13	0.00000
Mesorhizobium sp. B2-1-1	2589974	S	865	439	1304	0.00006
Mesorhizobium sp. 113-1-2	2744515	S	298	231	529	0.00002
Mesorhizobium sp. J8	2777475	S	28	17	45	0.00000
Mesorhizobium sp. WR6	3074855	S	19	7	26	0.00000
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	15	9	24	0.00000
Mesorhizobium mediterraneum	43617	S	37	48	85	0.00000
Mesorhizobium opportunistum	593909	S	23	15	38	0.00000
Salaquimonas pukyongi	2712698	S	52	13	65	0.00000
Rhizobium rosettiformans	1368430	S	210	152	362	0.00002
Rhizobium sp. CC-CFT758	2926709	S	22	10	32	0.00000
Rhizobium sp. BG4	2613770	S	19	12	31	0.00000
Rhizobium leguminosarum	384	S	50	163	213	0.00001
Rhizobium grahamii	1120045	S	40	7	47	0.00000
Rhizobium phaseoli	396	S	17	24	41	0.00000
Agrobacterium tumefaciens	358	S	190	184	374	0.00002
Neorhizobium galegae	399	S	46	16	62	0.00000
Sinorhizobium meliloti	382	S	180	311	491	0.00002
Sinorhizobium alkalisoli	1752398	S	36	14	50	0.00000
Ciceribacter thiooxidans	1969821	S	32	11	43	0.00000
Paradevosia shaoguanensis	1335043	S	832	570	1402	0.00006
Devosia sp. FJ2-5-3	2976680	S	145	51	196	0.00001
Devosia sp. JXJ CY 41	2917991	S	135	46	181	0.00001
Devosia sp. SD17-2	2976459	S	35	13	48	0.00000
Devosia sp. 1566	2499144	S	10	2	12	0.00000
Microvirga ossetica	1882682	S	260	73	333	0.00002
Methylobacterium indicum	1775910	S	27	200	227	0.00001
Methylobacterium nodulans	114616	S	10	8	18	0.00000
Bosea sp. PAMC 26642	1792307	S	140	63	203	0.00001
Bosea sp. F3-2	2599640	S	74	39	113	0.00001
Bosea sp. NBC_00550	2969621	S	32	17	49	0.00000
Bosea sp. RAC05	1842539	S	31	17	48	0.00000
Methylocystis iwaonis	2885079	S	198	129	327	0.00001
Breoghania sp.	2065378	S	237	100	337	0.00002
Blastochloris viridis	1079	S	158	97	255	0.00001
Rhodomicrobium lacus	2498452	S	123	34	157	0.00001
Hyphomicrobium denitrificans	53399	S	15	3	18	0.00000
Roseibium alexandrii	388408	S	104	15	119	0.00001
uncultured Pleomorphomonas sp.	442121	S	79	63	142	0.00001
uncultured Cohaesibacter sp.	1002546	S	48	8	56	0.00000
Labrys sp. KNU-23	2789216	S	10	3	13	0.00000
Terrihabitans soli	708113	S	10	3	13	0.00000
Phreatobacter aquaticus	2570229	S	20	9	29	0.00000
Pyruvatibacter mobilis	1712261	S	17	6	23	0.00000
Paracoccus sp. AK26	2589076	S	29	40	69	0.00000
Paracoccus sp. M09	3064531	S	11	71	82	0.00000
Paracoccus zhejiangensis	1077935	S	38	64	102	0.00000
Paracoccus yeei	147645	S	20	247	267	0.00001
Paracoccus marcusii	59779	S	11	131	142	0.00001
Frigidibacter mobilis	1335048	S	474	626	1100	0.00005
Cereibacter sphaeroides	1063	S	269	252	521	0.00002
Fuscovulum sp. YMD61	3042299	S	88	38	126	0.00001
Parasedimentitalea psychrophila	2997337	S	59	11	70	0.00000
Aliiroseovarius crassostreae	154981	S	43	9	52	0.00000
Rhodobaca barguzinensis	441209	S	40	8	48	0.00000
Thioclava electrotropha	1549850	S	13	7	20	0.00000
Palleronia sp. LCG004	3079304	S	344	62	406	0.00002
Leisingera thetidis	2930199	S	106	30	136	0.00001
Roseivivax marinus	1379903	S	41	10	51	0.00000
Roseivivax sp. THAF30	2587852	S	12	8	20	0.00000
Sulfitobacter sp. JL08	2070369	S	10	0	10	0.00000
Sulfitobacter faviae	1775881	S	17	20	37	0.00000
Celeribacter baekdonensis	875171	S	21	5	26	0.00000
Celeribacter ethanolicus	1758178	S	13	5	18	0.00000
Roseovarius sp. SCSIO 43702	2823043	S	14	16	30	0.00000
Ruegeria sp. B32	2867020	S	14	4	18	0.00000
Thalassovita sp.	1979401	S	10	1	11	0.00000
Sphingomonas sp. SUN039	2937787	S	152	56	208	0.00001
Sphingomonas sp. NIBR02145	3014784	S	53	46	99	0.00000
Sphingomonas sp. R1	399176	S	36	37	73	0.00000
Sphingomonas ginsengisoli An et al. 2013	363835	S	114	138	252	0.00001
Sphingomonas paucimobilis	13689	S	38	161	199	0.00001
Sphingomonas panacisoli	1813879	S	20	20	40	0.00000
Novosphingobium sp. THN1	1016987	S	129	291	420	0.00002
Novosphingobium aromaticivorans	48935	S	211	47	258	0.00001
Novosphingobium humi	2282397	S	68	9	77	0.00000
Sphingobium sp. MI1205	407020	S	261	271	532	0.00002
Sphingobium sp. SYK-6	627192	S	65	28	93	0.00000
Sphingobium chlorophenolicum	46429	S	77	51	128	0.00001
Sphingobium herbicidovorans	76947	S	20	15	35	0.00000
Parasphingorhabdus cellanae	2806553	S	38	1	39	0.00000
Sphingomicrobium flavum	1229164	S	13	2	15	0.00000
Caenibius sp. WL	2872646	S	103	15	118	0.00001
Qipengyuania sp. HL-TH5	3093921	S	46	19	65	0.00000
Altererythrobacter sp. CAU 1644	3032592	S	34	5	39	0.00000
Erythrobacter sp. SDW2	2907154	S	12	3	15	0.00000
Pelagerythrobacter marensis	543877	S	15	2	17	0.00000
Sandaracinobacteroides saxicola	2759707	S	12	2	14	0.00000
Komagataeibacter saccharivorans	265959	S	192	41	233	0.00001
Komagataeibacter europaeus	33995	S	73	14	87	0.00000
uncultured Lichenicoccus sp.	2781901	S	108	20	128	0.00001
Granulibacter bethesdensis	364410	S	107	16	123	0.00001
Roseomonas fluvialis	1750527	S	65	13	78	0.00000
Roseomonas gilardii	257708	S	15	17	32	0.00000
Kozakia baliensis	153496	S	76	11	87	0.00000
Commensalibacter melissae	2070537	S	30	1	31	0.00000
Gluconacetobacter diazotrophicus	33996	S	14	3	17	0.00000
Rhodovastum atsumiense	504468	S	10	2	12	0.00000
Azospirillum oryzae	286727	S	240	136	376	0.00002
Azospirillum thermophilum	2202148	S	116	52	168	0.00001
Azospirillum sp. B510	137722	S	55	23	78	0.00000
Azospirillum sp. TSA2s	709810	S	15	8	23	0.00000
Azospirillum sp. TSH100	652764	S	12	5	17	0.00000
Indioceanicola profundi	2220096	S	51	15	66	0.00000
Nitrospirillum amazonense	28077	S	11	3	14	0.00000
Candidatus Endolissoclinum faulkneri	1263979	S	102	0	102	0.00000
Brevundimonas naejangsanensis	588932	S	291	490	781	0.00004
Brevundimonas sp. M20	2591463	S	35	14	49	0.00000
Brevundimonas vesicularis	41276	S	29	103	132	0.00001
Asticcacaulis excentricus	78587	S	11	1	12	0.00000
Gimibacter soli	3024400	S	262	49	311	0.00001
Anaplasma phagocytophilum	948	S	159	4	163	0.00001
Ehrlichia ruminantium	779	S	44	0	44	0.00000
Hyphomonas sp. CACIAM 19H1	1873716	S	10	1	11	0.00000
Candidatus Pelagibacter ubique	198252	S	14	0	14	0.00000
Candidatus Nesciobacter abundans	2601668	S	14	0	14	0.00000
Acidithiobacillus thiooxidans	930	S	518	4	522	0.00002
Acidithiobacillus caldus	33059	S	156	1	157	0.00001
Phascolarctobacterium succinatutens	626940	S	1182511	150068	1332579	0.06062
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	59681	4762	64443	0.00293
Phascolarctobacterium faecium	33025	S	383	1	384	0.00002
Acidaminococcus fermentans	905	S	6871	155	7026	0.00032
Acidaminococcus intestini	187327	S	133	5	138	0.00001
Selenomonas sputigena	69823	S	33	24	57	0.00000
Selenomonas ruminantium	971	S	24	4	28	0.00000
Selenomonas timonae	2754044	S	18	350	368	0.00002
Selenomonas dianae	135079	S	15	112	127	0.00001
Megamonas funiformis	437897	S	186	2	188	0.00001
Megamonas hypermegale	158847	S	20	0	20	0.00000
Dialister succinatiphilus	487173	S	65	3	68	0.00000
Dialister hominis	2582419	S	49	105	154	0.00001
Dialister massiliensis	2161821	S	20	46	66	0.00000
Megasphaera hexanoica	1675036	S	114	11	125	0.00001
Megasphaera elsdenii	907	S	43	10	53	0.00000
Megasphaera stantonii	2144175	S	26	2	28	0.00000
Veillonella parvula	29466	S	50	5	55	0.00000
Veillonella rogosae	423477	S	33	8	41	0.00000
Faecalibacterium sp. I3-3-89	2929493	S	38766	11624	50390	0.00229
Faecalibacterium sp. I4-1-79	2929494	S	971	577	1548	0.00007
Faecalibacterium sp. I4-3-84	2929495	S	964	873	1837	0.00008
Faecalibacterium sp. HTF-F	2929491	S	886	391	1277	0.00006
Faecalibacterium sp. I3-3-33	2929492	S	883	369	1252	0.00006
Faecalibacterium sp. I2-3-92	2929490	S	786	1189	1975	0.00009
Faecalibacterium sp. IP-3-29	2929489	S	681	969	1650	0.00008
Faecalibacterium sp. IP-1-18	2929488	S	273	990	1263	0.00006
Faecalibacterium prausnitzii	853	S	11642	5660	17302	0.00079
Faecalibacterium duncaniae	411483	S	851	2056	2907	0.00013
Flavonifractor plautii	292800	S	56137	6805	62942	0.00286
Lawsonibacter asaccharolyticus	2108523	S	12392	1222	13614	0.00062
Dysosmobacter welbionis	2093857	S	10510	2965	13475	0.00061
Ruthenibacterium lactatiformans	1550024	S	3085	305	3390	0.00015
Pusillibacter faecalis	2714358	S	2563	430	2993	0.00014
Vescimonas coprocola	2714355	S	1278	484	1762	0.00008
Vescimonas fastidiosa	2714353	S	730	234	964	0.00004
Anaerotruncus colihominis	169435	S	1978	416	2394	0.00011
Ruminococcus sp. SR1/5	657323	S	641	6344	6985	0.00032
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	164	20	184	0.00001
Ruminococcus champanellensis	1161942	S	154	11	165	0.00001
Ruminococcus gauvreauii	438033	S	135	18	153	0.00001
Ruminococcus albus	1264	S	29	0	29	0.00000
Ruminococcus bovis	2564099	S	10	0	10	0.00000
Oscillibacter hominis	2763056	S	970	136	1106	0.00005
Subdoligranulum variabile	214851	S	496	71	567	0.00003
Solibaculum mannosilyticum	2780922	S	396	90	486	0.00002
Agathobaculum sp. NTUH-O15-33	3079302	S	395	5	400	0.00002
Acutalibacter muris	1796620	S	266	8	274	0.00001
Caproicibacterium amylolyticum	2766537	S	66	3	69	0.00000
Caproicibacterium sp. ZCY20-5	3030016	S	38	5	43	0.00000
Caproicibacterium lactatifermentans	2666138	S	20	1	21	0.00000
Monoglobus pectinilyticus	1981510	S	93	6	99	0.00000
Mageeibacillus indolicus	884684	S	66	5	71	0.00000
Paludicola sp. MB14-C6	3070656	S	64	0	64	0.00000
Ethanoligenens harbinense	253239	S	53	1	54	0.00000
Caproicibacter fermentans	2576756	S	51	1	52	0.00000
Amygdalobacter nucleatus	3029274	S	29	2	31	0.00000
Caproiciproducens sp. NJN-50	2507162	S	24	0	24	0.00000
Petroclostridium sp. X23	3045146	S	32	0	32	0.00000
Acetivibrio clariflavus	288965	S	15	2	17	0.00000
Acetivibrio thermocellus	1515	S	11	0	11	0.00000
Thermocaproicibacter melissae	2966552	S	10	0	10	0.00000
Mediterraneibacter gnavus	33038	S	12705	5627	18332	0.00083
[Ruminococcus] torques	33039	S	6721	3112	9833	0.00045
[Ruminococcus] lactaris	46228	S	360	79	439	0.00002
Enterocloster bolteae	208479	S	7380	1604	8984	0.00041
Enterocloster clostridioformis	1531	S	2135	649	2784	0.00013
Enterocloster asparagiformis	333367	S	2014	82	2096	0.00010
Blautia wexlerae	418240	S	3040	2570	5610	0.00026
Blautia hydrogenotrophica	53443	S	1627	89	1716	0.00008
Blautia obeum	40520	S	1543	945	2488	0.00011
Blautia luti	89014	S	642	442	1084	0.00005
Blautia parvula	2877527	S	567	152	719	0.00003
Blautia sp. SC05B48	2479767	S	483	1602	2085	0.00009
Blautia hansenii	1322	S	341	213	554	0.00003
Blautia argi	1912897	S	246	56	302	0.00001
Blautia pseudococcoides	1796616	S	235	25	260	0.00001
Blautia producta	33035	S	215	402	617	0.00003
Blautia coccoides	1532	S	131	457	588	0.00003
Blautia liquoris	2779518	S	105	6	111	0.00001
Roseburia hominis	301301	S	6829	2885	9714	0.00044
Roseburia intestinalis	166486	S	3275	3622	6897	0.00031
Roseburia rectibacter	2763062	S	365	122	487	0.00002
Dorea longicatena	88431	S	4483	2505	6988	0.00032
Dorea formicigenerans	39486	S	439	285	724	0.00003
Agathobacter rectalis	39491	S	2829	1239	4068	0.00019
Coprococcus catus	116085	S	676	300	976	0.00004
Coprococcus comes	410072	S	540	341	881	0.00004
Coprococcus sp. ART55/1	751585	S	366	161	527	0.00002
Coprococcus eutactus	33043	S	208	80	288	0.00001
[Clostridium] scindens	29347	S	1017	148	1165	0.00005
[Clostridium] hylemonae	89153	S	542	95	637	0.00003
Lachnoclostridium phocaeense	1871021	S	204	58	262	0.00001
Lachnoclostridium phytofermentans	66219	S	33	0	33	0.00000
Anaerostipes hadrus	649756	S	1511	329	1840	0.00008
Anaerostipes rhamnosivorans	1229621	S	131	9	140	0.00001
Anaerostipes caccae	105841	S	79	5	84	0.00000
Lachnospira eligens	39485	S	1245	161	1406	0.00006
Simiaoa sunii	2763672	S	1142	398	1540	0.00007
Anaerobutyricum hallii	39488	S	781	238	1019	0.00005
Lacrimispora xylanolytica	29375	S	221	19	240	0.00001
Lacrimispora sphenoides	29370	S	203	52	255	0.00001
Lacrimispora saccharolytica	84030	S	203	78	281	0.00001
Butyrivibrio crossotus	45851	S	354	105	459	0.00002
Butyrivibrio hungatei	185008	S	109	6	115	0.00001
Butyrivibrio fibrisolvens	831	S	59	2	61	0.00000
Butyrivibrio proteoclasticus	43305	S	26	1	27	0.00000
Marvinbryantia formatexigens	168384	S	525	25	550	0.00003
Anaerocolumna sp. AGMB13020	3081750	S	47	8	55	0.00000
Anaerocolumna sp. MB42-C2	3070997	S	27	20	47	0.00000
Anaerocolumna sedimenticola	2696063	S	54	47	101	0.00000
Anaerocolumna chitinilytica	1727145	S	29	5	34	0.00000
Anaerocolumna cellulosilytica	433286	S	25	4	29	0.00000
Qiania dongpingensis	2763669	S	238	25	263	0.00001
Wansuia hejianensis	2763667	S	234	12	246	0.00001
Wujia chipingensis	2763670	S	210	119	329	0.00001
Claveliimonas bilis	3028070	S	209	26	235	0.00001
Chordicoccus furentiruminis	2709410	S	152	4	156	0.00001
Lachnoanaerobaculum gingivalis	2490855	S	85	34	119	0.00001
Lachnoanaerobaculum umeaense	617123	S	21	8	29	0.00000
Sellimonas intestinalis	1653434	S	122	9	131	0.00001
Novisyntrophococcus fermenticellae	2068655	S	94	10	104	0.00000
Stomatobaculum sp. F0698	3059030	S	91	2	93	0.00000
Anaerotignum propionicum	28446	S	26	2	28	0.00000
Anaerotignum sp. MB30-C6	3070814	S	20	2	22	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	47	0	47	0.00000
Herbinix luporum	1679721	S	45	7	52	0.00000
Anaeromicropila herbilytica	2785025	S	44	0	44	0.00000
Kineothrix sp. MB12-C1	3070215	S	34	0	34	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	20	0	20	0.00000
Chakrabartyella piscis	2918914	S	12	0	12	0.00000
Clostridium sp. M62/1	411486	S	2052	1451	3503	0.00016
Clostridium sp. SY8519	1042156	S	188	15	203	0.00001
Clostridium sp. DL-VIII	641107	S	77	21	98	0.00000
Clostridium sp. JN-9	2507159	S	48	8	56	0.00000
Clostridium sp. C1	1155388	S	45	6	51	0.00000
Clostridium sp. MB40-C1	3070996	S	32	5	37	0.00000
Clostridium sp. BJN0001	2930219	S	26	7	33	0.00000
Clostridium sp. MD294	97138	S	22	0	22	0.00000
Clostridium sp. 001	1970093	S	19	66	85	0.00000
Clostridium sp. BNL1100	755731	S	13	2	15	0.00000
Clostridium sp. OS1-26	3070681	S	12	2	14	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	296	60	356	0.00002
Clostridium perfringens	1502	S	291	1240	1531	0.00007
Clostridium botulinum	1491	S	234	316	550	0.00003
Clostridium chauvoei	46867	S	215	100	315	0.00001
Clostridium baratii	1561	S	190	53	243	0.00001
Clostridium isatidis	182773	S	186	71	257	0.00001
Clostridium septicum	1504	S	173	73	246	0.00001
Clostridium gasigenes	94869	S	139	25	164	0.00001
Clostridium acetobutylicum	1488	S	139	8	147	0.00001
Clostridium taeniosporum	394958	S	95	30	125	0.00001
Clostridium argentinense	29341	S	94	18	112	0.00001
Clostridium intestinale	36845	S	88	14	102	0.00000
Clostridium cadaveris	1529	S	83	14	97	0.00000
Clostridium beijerinckii	1520	S	79	193	272	0.00001
Clostridium butyricum	1492	S	69	360	429	0.00002
Clostridium cellulovorans	1493	S	60	7	67	0.00000
Clostridium bornimense	1216932	S	53	10	63	0.00000
Clostridium gelidum	704125	S	51	7	58	0.00000
Clostridium pasteurianum	1501	S	44	4	48	0.00000
Clostridium kluyveri	1534	S	41	2	43	0.00000
Clostridium saccharobutylicum	169679	S	38	10	48	0.00000
Clostridium estertheticum	238834	S	34	10	44	0.00000
Clostridium tagluense	360422	S	33	8	41	0.00000
Clostridium sporogenes	1509	S	25	93	118	0.00001
Clostridium manihotivorum	2320868	S	23	3	26	0.00000
Clostridium scatologenes	1548	S	21	33	54	0.00000
Clostridium tyrobutyricum	1519	S	20	1	21	0.00000
Clostridium tetani	1513	S	15	4	19	0.00000
Clostridium novyi	1542	S	13	4	17	0.00000
Clostridium felsineum	36839	S	13	1	14	0.00000
Clostridium cochlearium	1494	S	12	3	15	0.00000
Clostridium drakei	332101	S	10	16	26	0.00000
Hungatella hathewayi	154046	S	2046	481	2527	0.00011
Hungatella xylanolytica	384636	S	140	9	149	0.00001
Crassaminicella indica	2855394	S	65	27	92	0.00000
Crassaminicella thermophila	2599308	S	39	16	55	0.00000
Crassaminicella profunda	1286698	S	25	2	27	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	77	4	81	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	47	35	82	0.00000
Caloramator sp. E03	2576307	S	49	11	60	0.00000
Geosporobacter ferrireducens	1424294	S	45	9	54	0.00000
Serpentinicella alkaliphila	1734049	S	44	6	50	0.00000
Caminicella sporogenes	166485	S	28	12	40	0.00000
Paraclostridium bifermentans	1490	S	27	7	34	0.00000
Sarcina sp. JB2	2726954	S	25	24	49	0.00000
Butyricicoccus sp. GAM44	2109686	S	25	0	25	0.00000
Hathewaya histolytica	1498	S	20	16	36	0.00000
Flintibacter sp. KGMB00164	2610895	S	3075	278	3353	0.00015
Intestinimonas butyriciproducens	1297617	S	2436	200	2636	0.00012
Massilistercora timonensis	2086584	S	212	86	298	0.00001
Aminipila butyrica	433296	S	50	1	51	0.00000
Aminipila terrae	2697030	S	24	0	24	0.00000
Aminipila luticellarii	2507160	S	13	0	13	0.00000
Emergencia timonensis	1776384	S	63	2	65	0.00000
Mogibacterium diversum	114527	S	37	2	39	0.00000
Fenollaria massiliensis	938288	S	23	40	63	0.00000
Carboxydocella thermautotrophica	178899	S	10	0	10	0.00000
Eubacterium ventriosum	39496	S	1401	458	1859	0.00008
Eubacterium callanderi	53442	S	662	62	724	0.00003
Eubacterium maltosivorans	2041044	S	246	11	257	0.00001
Eubacterium limosum	1736	S	212	10	222	0.00001
Eubacterium sp. MSJ-33	2841528	S	71	28	99	0.00000
Intestinibacillus sp. NTUH-41-i26	3079303	S	1939	295	2234	0.00010
Acetobacterium wieringae	52694	S	50	0	50	0.00000
uncultured Acetobacterium sp.	217139	S	11	0	11	0.00000
Clostridioides difficile	1496	S	3015	1678	4693	0.00021
Peptacetobacter hiranonis	89152	S	194	8	202	0.00001
Romboutsia sp. 13368	2708053	S	54	6	60	0.00000
Romboutsia hominis	1507512	S	59	4	63	0.00000
Romboutsia ilealis	1115758	S	19	1	20	0.00000
Paeniclostridium sordellii	1505	S	75	8	83	0.00000
Terrisporobacter petrolearius	1460447	S	35	4	39	0.00000
Terrisporobacter mayombei	1541	S	17	0	17	0.00000
Terrisporobacter hibernicus	2813371	S	17	1	18	0.00000
Tepidibacter sp. 8C15b	2925782	S	52	5	57	0.00000
Tepidibacter hydrothermalis	3036126	S	11	0	11	0.00000
Filifactor alocis	143361	S	54	4	58	0.00000
Acetoanaerobium sticklandii	1511	S	42	0	42	0.00000
Maliibacterium massiliense	2086585	S	407	25	432	0.00002
Candidatus Formimonas warabiya	1761012	S	66	0	66	0.00000
Desulforamulus ferrireducens	1833852	S	53	11	64	0.00000
Candidatus Desulforudis audaxviator	471827	S	18	0	18	0.00000
Desulfofarcimen acetoxidans	58138	S	14	0	14	0.00000
Aristaeella hokkaidonensis	3046382	S	43	13	56	0.00000
Aristaeella lactis	3046383	S	43	12	55	0.00000
Caldinitratiruptor microaerophilus	671077	S	52	0	52	0.00000
Desulfitobacterium hafniense	49338	S	14	0	14	0.00000
Heliomicrobium modesticaldum	35701	S	38	5	43	0.00000
Alkalicella caledoniensis	2731377	S	26	0	26	0.00000
Thermincola potens	863643	S	26	0	26	0.00000
Christensenella minuta	626937	S	22	2	24	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	14	3	17	0.00000
Thermoanaerobacter siderophilus	106578	S	39	43	82	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	34	5	39	0.00000
Thermacetogenium phaeum	85874	S	27	6	33	0.00000
Gelria sp. Kuro-4	2796927	S	10	0	10	0.00000
Halobacteroides halobius	42422	S	47	0	47	0.00000
Acetohalobium arabaticum	28187	S	13	0	13	0.00000
Natranaerofaba carboxydovora	2742683	S	60	0	60	0.00000
Moorella glycerini	55779	S	11	1	12	0.00000
Staphylococcus cohnii	29382	S	26754	2514	29268	0.00133
Staphylococcus sp. IVB6181	2929481	S	311	4	315	0.00001
Staphylococcus argenteus	985002	S	217	50	267	0.00001
Staphylococcus epidermidis	1282	S	67	23	90	0.00000
