name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Dysgonomonas sp. HDW5A	2714926	S	38	48	86	0.00001
Sodaliphilus pleomorphus	2606626	S	2106	83	2189	0.00014
Paramuribaculum intestinale	2094151	S	1153	96	1249	0.00008
Duncaniella dubosii	2518971	S	642	53	695	0.00004
Muribaculum intestinale	1796646	S	439	26	465	0.00003
Muribaculum gordoncarteri	2530390	S	262	42	304	0.00002
Porphyromonas somerae	322095	S	1980	101	2081	0.00013
Porphyromonas sp. oral taxon 275	712435	S	292	1	293	0.00002
Porphyromonas gingivalis	837	S	191	456	647	0.00004
Porphyromonas endodontalis	28124	S	191	12	203	0.00001
Porphyromonas crevioricanis	393921	S	149	3	152	0.00001
Porphyromonas asaccharolytica	28123	S	52	0	52	0.00000
uncultured Macellibacteroides sp.	1243007	S	671	4	675	0.00004
Paludibacter propionicigenes	185300	S	41	0	41	0.00000
Tenuifilum thalassicum	2590900	S	32	0	32	0.00000
uncultured Draconibacterium sp.	1573823	S	496	68	564	0.00004
Draconibacterium orientale	1168034	S	49	16	65	0.00000
Mangrovibacterium marinum	1639118	S	475	45	520	0.00003
Aquipluma nitroreducens	2010828	S	257	1	258	0.00002
Maribellus comscasis	2681766	S	53	1	54	0.00000
uncultured Sunxiuqinia sp.	1573825	S	26	1	27	0.00000
uncultured Carboxylicivirga sp.	1628156	S	199	15	214	0.00001
Alkaliflexus sp. Ai-910	2949635	S	117	4	121	0.00001
Alkalitalea saponilacus	889453	S	114	4	118	0.00001
Marinifilum fragile	570161	S	200	17	217	0.00001
Labilibaculum antarcticum	1717717	S	21	6	27	0.00000
Labilibaculum sp.	2060723	S	18	34	52	0.00000
Flavobacterium sp. N2820	2986834	S	229	46	275	0.00002
Flavobacterium sp. SLB02	2665645	S	156	45	201	0.00001
Flavobacterium sp. IMCC34852	2732161	S	151	17	168	0.00001
Flavobacterium sp. F-340	2893886	S	100	26	126	0.00001
Flavobacterium sp. F-29	2893883	S	73	9	82	0.00001
Flavobacterium sp. 140616W15	2478552	S	37	6	43	0.00000
Flavobacterium sp. TR2	2977321	S	15	6	21	0.00000
Flavobacterium sp. F-323	2893885	S	14	2	16	0.00000
Flavobacterium sp. 20NA77.7	3073563	S	10	1	11	0.00000
Flavobacterium cyclinae	2895947	S	117	37	154	0.00001
Flavobacterium arcticum	1784713	S	56	4	60	0.00000
Flavobacterium album	2175091	S	47	1	48	0.00000
Flavobacterium anhuiense	459526	S	41	22	63	0.00000
Flavobacterium marginilacus	3003256	S	31	4	35	0.00000
Flavobacterium azooxidireducens	1871076	S	30	2	32	0.00000
Flavobacterium pectinovorum	29533	S	29	8	37	0.00000
Flavobacterium flavigenum	3003258	S	25	14	39	0.00000
Flavobacterium crocinum	2183896	S	23	11	34	0.00000
Flavobacterium columnare	996	S	20	15	35	0.00000
Flavobacterium kingsejongi	1678728	S	19	2	21	0.00000
Flavobacterium psychrotrophum	2294119	S	18	0	18	0.00000
Flavobacterium commune	1306519	S	15	2	17	0.00000
Flavobacterium endoglycinae	2816357	S	12	3	15	0.00000
Gramella sp. MAR_2010_147	1250205	S	290	22	312	0.00002
Christiangramia forsetii	411153	S	134	17	151	0.00001
Christiangramia salexigens	1913577	S	28	1	29	0.00000
Christiangramia fulva	2126553	S	11	0	11	0.00000
Maribacter sp. HTCC2170	313603	S	106	4	110	0.00001
Maribacter hydrothermalis	1836467	S	107	8	115	0.00001
Maribacter litopenaei	2976127	S	21	1	22	0.00000
Maribacter cobaltidurans	1178778	S	20	6	26	0.00000
Maribacter aestuarii	1130723	S	10	0	10	0.00000
Formosa sediminum	2594004	S	220	37	257	0.00002
Capnocytophaga haemolytica	45243	S	90	10	100	0.00001
Capnocytophaga sputigena	1019	S	46	38	84	0.00001
Myroides fluvii	2572594	S	93	12	105	0.00001
Myroides odoratimimus	76832	S	30	98	128	0.00001
Tenacibaculum jejuense	584609	S	33	5	38	0.00000
Tenacibaculum sp. HL-MS23	3077734	S	16	72	88	0.00001
Tenacibaculum pacificus	3018314	S	26	40	66	0.00000
Algibacter sp. L3A6	2686366	S	165	37	202	0.00001
Polaribacter sp. KT 15	1896175	S	27	17	44	0.00000
Polaribacter sp. HL-MS24	3077735	S	17	2	19	0.00000
Polaribacter sp. MED152	313598	S	16	4	20	0.00000
Aequorivita sp. H23M31	2494375	S	34	6	40	0.00000
Aequorivita sp. Ant34-E75	3040348	S	27	19	46	0.00000
Kordia antarctica	1218801	S	82	5	87	0.00001
Cellulophaga omnivescoria	1888890	S	29	10	39	0.00000
Cellulophaga baltica	76594	S	21	24	45	0.00000
Nonlabens spongiae	331648	S	41	40	81	0.00001
Salegentibacter sp. T436	1729720	S	57	24	81	0.00001
Olleya sp. YS	3028318	S	63	12	75	0.00000
Zobellia galactanivorans	63186	S	42	1	43	0.00000
Zobellia laminariae	248906	S	17	1	18	0.00000
Winogradskyella sp. PG-2	754409	S	25	2	27	0.00000
Winogradskyella sediminis	1382466	S	17	3	20	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	47	7	54	0.00000
Allomuricauda oceani	2698672	S	11	8	19	0.00000
Pukyongia salina	2094025	S	43	2	45	0.00000
Psychroserpens sp. NJDZ02	2570561	S	31	34	65	0.00000
Pseudalgibacter alginicilyticus	1736674	S	39	8	47	0.00000
Lacinutrix venerupis	1486034	S	23	4	27	0.00000
Lacinutrix sp. Bg11-31	2057808	S	13	2	15	0.00000
Zhouia spongiae	2202721	S	33	4	37	0.00000
Aquimarina sp. BL5	1714860	S	18	0	18	0.00000
Aestuariibaculum lutulentum	2920935	S	28	3	31	0.00000
Aureibaculum algae	2584122	S	30	2	32	0.00000
Robiginitalea biformata	252307	S	26	0	26	0.00000
Mangrovimonas sp. YM274	3070660	S	25	2	27	0.00000
Urechidicola croceus	1850246	S	25	7	32	0.00000
Seonamhaeicola sp. S2-3	1936081	S	24	4	28	0.00000
Flaviramulus sp. BrNp1-15	2916754	S	23	5	28	0.00000
Lutibacter sp. A80	2918453	S	20	2	22	0.00000
Salinimicrobium tongyeongense	2809707	S	15	1	16	0.00000
Croceibacter atlanticus	313588	S	12	1	13	0.00000
Chryseobacterium oryzae	2929799	S	207	57	264	0.00002
Chryseobacterium sp.	1871047	S	54	10	64	0.00000
Chryseobacterium sp. MA9	2966625	S	33	8	41	0.00000
Chryseobacterium sp. JJR-5R	3093923	S	30	3	33	0.00000
Chryseobacterium sp. Y16C	2920939	S	20	9	29	0.00000
Chryseobacterium indologenes	253	S	154	37	191	0.00001
Chryseobacterium indoltheticum	254	S	138	30	168	0.00001
Chryseobacterium glaciei	1685010	S	97	20	117	0.00001
Chryseobacterium faecale	2852098	S	89	11	100	0.00001
Chryseobacterium rhizoplanae	1609531	S	44	109	153	0.00001
Chryseobacterium salivictor	2547600	S	21	5	26	0.00000
Chryseobacterium camelliae	1265445	S	21	3	24	0.00000
Chryseobacterium cucumeris	1813611	S	15	5	20	0.00000
Kaistella jeonii	266749	S	64	7	71	0.00000
Kaistella sp. 97-N-M2	2908645	S	25	2	27	0.00000
Epilithonimonas zeae	1416779	S	13	1	14	0.00000
Elizabethkingia miricola	172045	S	32	35	67	0.00000
Elizabethkingia anophelis	1117645	S	30	38	68	0.00000
Faecalibacter sp. LW9	3103144	S	85	19	104	0.00001
Riemerella columbina	103810	S	38	6	44	0.00000
Riemerella anatipestifer	34085	S	37	9	46	0.00000
Ornithobacterium rhinotracheale	28251	S	74	12	86	0.00001
Apibacter raozihei	2500547	S	21	1	22	0.00000
Cruoricaptor ignavus	1118202	S	21	2	23	0.00000
Blattabacterium cuenoti	1653831	S	38	10	48	0.00000
Hymenobacter sp. BT18	2835648	S	149	65	214	0.00001
Hymenobacter sp. BRD67	2675877	S	108	197	305	0.00002
Hymenobacter sp. DG25A	1385663	S	18	30	48	0.00000
Hymenobacter sp. YIM 151858-1	2987688	S	16	10	26	0.00000
Hymenobacter sp. BRD128	2675878	S	14	5	19	0.00000
Hymenobacter sp. 5317J-9	2932250	S	10	7	17	0.00000
Hymenobacter jejuensis	2502781	S	183	30	213	0.00001
Hymenobacter aerilatus	2932251	S	84	42	126	0.00001
Hymenobacter nivis	1850093	S	72	48	120	0.00001
Hymenobacter oligotrophus	2319843	S	56	34	90	0.00001
Hymenobacter sediminicola	2761579	S	55	25	80	0.00001
Hymenobacter qilianensis	1385715	S	47	18	65	0.00000
Hymenobacter yonginensis	748197	S	37	130	167	0.00001
Hymenobacter cellulosilyticus	2932248	S	35	17	52	0.00000
Hymenobacter busanensis	2607656	S	18	5	23	0.00000
Hymenobacter radiodurans	2496028	S	13	80	93	0.00001
Hymenobacter canadensis	2999067	S	11	18	29	0.00000
Hymenobacter cellulosivorans	2932249	S	10	5	15	0.00000
Pontibacter russatus	2694929	S	163	28	191	0.00001
Pontibacter sp. SGAir0037	2571030	S	116	28	144	0.00001
Pontibacter pudoricolor	2694930	S	70	7	77	0.00000
Pontibacter kalidii	2592049	S	41	10	51	0.00000
Pontibacter actiniarum	323450	S	32	6	38	0.00000
Rufibacter tibetensis	512763	S	34	10	44	0.00000
Rufibacter sp. DG15C	1379909	S	18	27	45	0.00000
Adhaeribacter radiodurans	2745197	S	18	0	18	0.00000
Dyadobacter pollutisoli	2910158	S	238	76	314	0.00002
Dyadobacter sp. NIV53	2861765	S	56	6	62	0.00000
Dyadobacter fermentans	94254	S	22	3	25	0.00000
Dyadobacter sandarakinus	2747268	S	10	2	12	0.00000
Dyadobacter chenhuakuii	2909339	S	10	18	28	0.00000
Fibrella aestuarina	651143	S	17	0	17	0.00000
Leadbetterella byssophila	316068	S	13	0	13	0.00000
Echinicola rosea	1807691	S	131	3	134	0.00001
Echinicola vietnamensis	390884	S	35	1	36	0.00000
Algoriphagus sp. Y33	2772483	S	59	7	66	0.00000
Algoriphagus sp. NG3	3097546	S	26	3	29	0.00000
Algoriphagus machipongonensis	388413	S	10	0	10	0.00000
Mongoliitalea daihaiensis	2782006	S	57	0	57	0.00000
Cyclobacterium marinum	104	S	14	0	14	0.00000
Aquiflexum balticum	280473	S	13	0	13	0.00000
Spirosoma montaniterrae	1178516	S	80	3	83	0.00001
Spirosoma oryzicola	2898794	S	70	4	74	0.00000
Spirosoma rhododendri	2728024	S	41	2	43	0.00000
Spirosoma taeanense	2735870	S	19	1	20	0.00000
Spirosoma pollinicola	2057025	S	18	1	19	0.00000
Rhodocytophaga rosea	2704465	S	55	0	55	0.00000
Cytophaga hutchinsonii	985	S	22	0	22	0.00000
Tellurirhabdus rosea	2674997	S	16	0	16	0.00000
Flammeovirga pectinis	2494373	S	123	2	125	0.00001
Flammeovirga yaeyamensis	367791	S	82	2	84	0.00001
Chondrinema litorale	2994555	S	10	0	10	0.00000
Fulvivirga maritima	2904247	S	126	2	128	0.00001
Fulvivirga lutea	2810512	S	16	0	16	0.00000
Fulvivirga ligni	2904246	S	11	0	11	0.00000
Chryseolinea soli	2321403	S	36	0	36	0.00000
Marivirga tractuosa	1006	S	51	2	53	0.00000
Marivirga sp. BDSF4-3	3059078	S	33	0	33	0.00000
Catalinimonas niigatensis	1397264	S	26	0	26	0.00000
Tunicatimonas pelagia	931531	S	13	0	13	0.00000
Roseivirga spongicola	333140	S	14	0	14	0.00000
Pedobacter sp.	1411316	S	256	106	362	0.00002
Pedobacter sp. G11	2482728	S	176	101	277	0.00002
Pedobacter sp. SL55	2995161	S	10	0	10	0.00000
Pedobacter schmidteae	2201271	S	150	51	201	0.00001
Pedobacter heparinus	984	S	26	8	34	0.00000
Pedobacter aquae	2605747	S	21	0	21	0.00000
Pedobacter suwonensis	332999	S	20	25	45	0.00000
Pedobacter riviphilus	2766984	S	18	27	45	0.00000
Sphingobacterium sp. WM	3031802	S	132	15	147	0.00001
Sphingobacterium sp. BN32	3058432	S	35	23	58	0.00000
Sphingobacterium sp. ML3W	1538644	S	28	5	33	0.00000
Sphingobacterium sp. CZ-2	2557994	S	13	4	17	0.00000
Sphingobacterium sp. KACC 22765	3025669	S	13	0	13	0.00000
Sphingobacterium sp. E70	2853439	S	12	2	14	0.00000
Sphingobacterium sp. UDSM-2020	2795738	S	10	1	11	0.00000
Sphingobacterium thalpophilum	259	S	234	56	290	0.00002
Sphingobacterium daejeonense	371142	S	141	52	193	0.00001
Sphingobacterium psychroaquaticum	561061	S	24	1	25	0.00000
Sphingobacterium multivorum	28454	S	19	139	158	0.00001
Sphingobacterium spiritivorum	258	S	11	2	13	0.00000
Sphingobacterium bambusae	662858	S	11	0	11	0.00000
Mucilaginibacter sp. SMC90	2929803	S	96	51	147	0.00001
Mucilaginibacter sp. 21P	2778902	S	56	2	58	0.00000
Mucilaginibacter sp. 5C4	3048589	S	27	1	28	0.00000
Mucilaginibacter sp. KACC 22773	3025671	S	19	8	27	0.00000
Mucilaginibacter sp. SJ	3029053	S	12	29	41	0.00000
Mucilaginibacter robiniae	2728022	S	42	1	43	0.00000
Mucilaginibacter xinganensis	1234841	S	34	2	36	0.00000
Mucilaginibacter jinjuensis	1176721	S	29	1	30	0.00000
Mucilaginibacter sabulilitoris	1173583	S	27	2	29	0.00000
Mucilaginibacter celer	2305508	S	18	3	21	0.00000
Mucilaginibacter mallensis	652787	S	16	1	17	0.00000
Solitalea lacus	2911172	S	34	0	34	0.00000
Pseudopedobacter saltans	151895	S	34	1	35	0.00000
Anseongella ginsenosidimutans	496056	S	13	0	13	0.00000
Chitinophaga horti	2920382	S	438	12	450	0.00003
Chitinophaga sancti	1004	S	105	43	148	0.00001
Chitinophaga oryzae	2725414	S	29	1	30	0.00000
Niabella soli	446683	S	177	3	180	0.00001
Niabella ginsenosidivorans	1176587	S	168	2	170	0.00001
Arachidicoccus soli	2341117	S	80	1	81	0.00001
Arachidicoccus sp. B3-10	2545455	S	43	0	43	0.00000
Arachidicoccus sp. BS20	1850526	S	20	0	20	0.00000
Arachidicoccus terrestris	2875539	S	40	0	40	0.00000
Longitalea sp. SCSIO 12813	3069118	S	78	0	78	0.00000
Paraflavitalea speifideiaquila	3076558	S	56	1	57	0.00000
Paraflavitalea soli	2315862	S	12	0	12	0.00000
Filimonas lacunae	477680	S	55	1	56	0.00000
Niastella koreensis	354356	S	34	1	35	0.00000
Phnomibacter ginsenosidimutans	2676868	S	33	0	33	0.00000
Sediminibacterium sp. TEGAF015	575378	S	29	1	30	0.00000
Pseudobacter ginsenosidimutans	661488	S	19	0	19	0.00000
Flavisolibacter tropicus	1492898	S	13	0	13	0.00000
Lacibacter sediminis	2760713	S	12	0	12	0.00000
Aureispira sp. CCB-E	3051121	S	53	22	75	0.00000
Candidatus Sulfidibacterium hydrothermale	2875962	S	15	0	15	0.00000
Chlorobaculum sp. MV4-Y	2976335	S	32	3	35	0.00000
Chlorobaculum parvum	274539	S	28	1	29	0.00000
Chlorobaculum tepidum	1097	S	27	3	30	0.00000
Chlorobaculum limnaeum	274537	S	15	0	15	0.00000
Prosthecochloris sp. GSB1	281093	S	43	3	46	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	22	3	25	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	12	2	14	0.00000
Chlorobium limicola	1092	S	13	0	13	0.00000
Chloroherpeton thalassium	100716	S	22	0	22	0.00000
Rhodocaloribacter litoris	2558931	S	59	4	63	0.00000
Rhodothermus marinus	29549	S	54	2	56	0.00000
Salinibacter ruber	146919	S	55	0	55	0.00000
Gemmatirosa kalamazoonensis	861299	S	72	0	72	0.00000
Gemmatimonas groenlandica	2732249	S	12	0	12	0.00000
Candidatus Cloacimonas acidaminovorans	456827	S	11	0	11	0.00000
Faecalibacterium prausnitzii	853	S	803187	360758	1163945	0.07278
Faecalibacterium sp. I4-3-84	2929495	S	118294	114933	233227	0.01458
Faecalibacterium sp. HTF-F	2929491	S	34945	15337	50282	0.00314
Faecalibacterium sp. I4-1-79	2929494	S	30676	20435	51111	0.00320
Faecalibacterium sp. I3-3-33	2929492	S	24208	12195	36403	0.00228
Faecalibacterium sp. IP-1-18	2929488	S	16396	67772	84168	0.00526
Faecalibacterium sp. I3-3-89	2929493	S	14389	4148	18537	0.00116
Faecalibacterium sp. I2-3-92	2929490	S	12163	23865	36028	0.00225
Faecalibacterium sp. IP-3-29	2929489	S	9483	16746	26229	0.00164
Faecalibacterium duncaniae	411483	S	26435	57647	84082	0.00526
Dysosmobacter welbionis	2093857	S	560467	32264	592731	0.03706
Lawsonibacter asaccharolyticus	2108523	S	432471	8902	441373	0.02760
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	246975	5064	252039	0.01576
Ruminococcus sp. SR1/5	657323	S	856	3175	4031	0.00025
Ruminococcus champanellensis	1161942	S	477	3	480	0.00003
Ruminococcus bovis	2564099	S	248	1	249	0.00002
Ruminococcus albus	1264	S	201	0	201	0.00001
Ruminococcus gauvreauii	438033	S	105	4	109	0.00001
Vescimonas coprocola	2714355	S	135134	11587	146721	0.00917
Vescimonas fastidiosa	2714353	S	7730	807	8537	0.00053
Ruthenibacterium lactatiformans	1550024	S	132249	3181	135430	0.00847
Flavonifractor plautii	292800	S	75023	2031	77054	0.00482
Pusillibacter faecalis	2714358	S	40060	1842	41902	0.00262
Oscillibacter hominis	2763056	S	15127	478	15605	0.00098
Anaerotruncus colihominis	169435	S	7497	333	7830	0.00049
Subdoligranulum variabile	214851	S	4137	129	4266	0.00027
Acutalibacter muris	1796620	S	1249	9	1258	0.00008
Agathobaculum sp. NTUH-O15-33	3079302	S	710	3	713	0.00004
Solibaculum mannosilyticum	2780922	S	680	40	720	0.00005
Caproicibacterium sp. ZCY20-5	3030016	S	256	21	277	0.00002
Caproicibacterium sp. BJN0003	2994078	S	68	1	69	0.00000
Caproicibacterium amylolyticum	2766537	S	104	4	108	0.00001
Caproicibacterium lactatifermentans	2666138	S	90	6	96	0.00001
Caproicibacter fermentans	2576756	S	383	2	385	0.00002
Caproiciproducens sp. NJN-50	2507162	S	206	2	208	0.00001
uncultured Caproiciproducens sp.	1738647	S	101	0	101	0.00001
Ethanoligenens harbinense	253239	S	298	1	299	0.00002
Monoglobus pectinilyticus	1981510	S	272	6	278	0.00002
Petroclostridium sp. X23	3045146	S	175	1	176	0.00001
Amygdalobacter nucleatus	3029274	S	35	84	119	0.00001
Thermocaproicibacter melissae	2966552	S	92	0	92	0.00001
Mageeibacillus indolicus	884684	S	64	2	66	0.00000
Ruminiclostridium cellulolyticum	1521	S	13	6	19	0.00000
Pseudoclostridium thermosuccinogenes	84032	S	31	1	32	0.00000
Paludicola sp. MB14-C6	3070656	S	20	0	20	0.00000
Roseburia hominis	301301	S	62168	9521	71689	0.00448
Roseburia intestinalis	166486	S	16450	7825	24275	0.00152
Roseburia rectibacter	2763062	S	698	123	821	0.00005
Lachnospira eligens	39485	S	50940	3364	54304	0.00340
Agathobacter rectalis	39491	S	32581	9315	41896	0.00262
Blautia wexlerae	418240	S	10781	3757	14538	0.00091
Blautia obeum	40520	S	3313	860	4173	0.00026
Blautia hydrogenotrophica	53443	S	2777	79	2856	0.00018
Blautia luti	89014	S	2510	740	3250	0.00020
Blautia sp. SC05B48	2479767	S	886	808	1694	0.00011
Blautia producta	33035	S	593	708	1301	0.00008
Blautia hansenii	1322	S	231	79	310	0.00002
Blautia parvula	2877527	S	171	25	196	0.00001
Blautia pseudococcoides	1796616	S	170	10	180	0.00001
Blautia argi	1912897	S	118	16	134	0.00001
Blautia coccoides	1532	S	114	254	368	0.00002
Blautia liquoris	2779518	S	91	2	93	0.00001
Simiaoa sunii	2763672	S	9806	1396	11202	0.00070
Enterocloster asparagiformis	333367	S	4015	57	4072	0.00025
Enterocloster bolteae	208479	S	3284	350	3634	0.00023
Enterocloster clostridioformis	1531	S	835	131	966	0.00006
Anaerobutyricum hallii	39488	S	5431	856	6287	0.00039
[Ruminococcus] torques	33039	S	2507	581	3088	0.00019
Mediterraneibacter gnavus	33038	S	1764	2285	4049	0.00025
[Ruminococcus] lactaris	46228	S	772	92	864	0.00005
Coprococcus comes	410072	S	1487	458	1945	0.00012
Coprococcus catus	116085	S	881	178	1059	0.00007
Coprococcus sp. ART55/1	751585	S	807	295	1102	0.00007
Coprococcus eutactus	33043	S	548	183	731	0.00005
Dorea longicatena	88431	S	2827	811	3638	0.00023
Dorea formicigenerans	39486	S	1180	407	1587	0.00010
[Clostridium] scindens	29347	S	1656	105	1761	0.00011
Lachnoclostridium phocaeense	1871021	S	576	63	639	0.00004
[Clostridium] hylemonae	89153	S	386	17	403	0.00003
Lachnoclostridium phytofermentans	66219	S	22	0	22	0.00000
Anaerostipes hadrus	649756	S	1926	189	2115	0.00013
Anaerostipes caccae	105841	S	65	5	70	0.00000
Anaerostipes rhamnosivorans	1229621	S	29	2	31	0.00000
Butyrivibrio crossotus	45851	S	1698	239	1937	0.00012
Butyrivibrio fibrisolvens	831	S	67	4	71	0.00000
Butyrivibrio hungatei	185008	S	66	9	75	0.00000
Butyrivibrio proteoclasticus	43305	S	43	5	48	0.00000
Chordicoccus furentiruminis	2709410	S	681	8	689	0.00004
Wujia chipingensis	2763670	S	630	104	734	0.00005
Marvinbryantia formatexigens	168384	S	573	8	581	0.00004
Qiania dongpingensis	2763669	S	541	18	559	0.00003
Claveliimonas bilis	3028070	S	522	30	552	0.00003
Wansuia hejianensis	2763667	S	369	10	379	0.00002
Lacrimispora saccharolytica	84030	S	163	19	182	0.00001
