name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lacrimispora sphenoides	29370	S	111	9	120	0.00001
Lacrimispora xylanolytica	29375	S	64	1	65	0.00000
Sellimonas intestinalis	1653434	S	271	10	281	0.00002
Anaerocolumna sp. AGMB13020	3081750	S	30	3	33	0.00000
Anaerocolumna sp. AGMB13025	3039116	S	23	3	26	0.00000
Anaerocolumna sp. MB42-C2	3070997	S	22	9	31	0.00000
Anaerocolumna chitinilytica	1727145	S	43	4	47	0.00000
Anaerocolumna cellulosilytica	433286	S	31	2	33	0.00000
Anaerocolumna sedimenticola	2696063	S	23	11	34	0.00000
Stomatobaculum sp. F0698	3059030	S	162	2	164	0.00001
Pseudobutyrivibrio xylanivorans	185007	S	136	1	137	0.00001
Kineothrix sp. MB12-C1	3070215	S	113	1	114	0.00001
Lachnoanaerobaculum gingivalis	2490855	S	46	16	62	0.00000
Lachnoanaerobaculum umeaense	617123	S	19	7	26	0.00000
Novisyntrophococcus fermenticellae	2068655	S	85	3	88	0.00001
Anaeropeptidivorans aminofermentans	2934315	S	54	0	54	0.00000
Herbinix luporum	1679721	S	52	4	56	0.00000
Anaeromicropila herbilytica	2785025	S	48	0	48	0.00000
Anaerotignum sp. MB30-C6	3070814	S	18	1	19	0.00000
Anaerotignum propionicum	28446	S	14	1	15	0.00000
Sporofaciens musculi	2681861	S	13	0	13	0.00000
[Clostridium] colinum	36835	S	13	0	13	0.00000
Intestinimonas butyriciproducens	1297617	S	98678	2246	100924	0.00631
Flintibacter sp. KGMB00164	2610895	S	4702	95	4797	0.00030
Massilistercora timonensis	2086584	S	499	45	544	0.00003
Emergencia timonensis	1776384	S	155	3	158	0.00001
Aminipila butyrica	433296	S	49	3	52	0.00000
Aminipila luticellarii	2507160	S	37	3	40	0.00000
Mogibacterium diversum	114527	S	18	2	20	0.00000
Mogibacterium neglectum	114528	S	12	2	14	0.00000
Thermaerobacter marianensis	73919	S	54	59	113	0.00001
Thermaerobacter sp. PB12/4term	2293838	S	51	48	99	0.00001
Fenollaria massiliensis	938288	S	23	0	23	0.00000
Carboxydocella thermautotrophica	178899	S	20	0	20	0.00000
Eubacterium ventriosum	39496	S	26550	1702	28252	0.00177
Eubacterium callanderi	53442	S	1212	51	1263	0.00008
Eubacterium limosum	1736	S	856	26	882	0.00006
Eubacterium maltosivorans	2041044	S	328	7	335	0.00002
Eubacterium sp. MSJ-33	2841528	S	204	16	220	0.00001
Intestinibacillus sp. NTUH-41-i26	3079303	S	5731	244	5975	0.00037
uncultured Acetobacterium sp.	217139	S	20	1	21	0.00000
Acetobacterium sp. KB-1	2184575	S	13	1	14	0.00000
Alkalibacter rhizosphaerae	2815577	S	23	0	23	0.00000
Clostridium sp. M62/1	411486	S	2477	633	3110	0.00019
Clostridium sp. SY8519	1042156	S	187	3	190	0.00001
Clostridium sp. MD294	97138	S	48	0	48	0.00000
Clostridium sp. C1	1155388	S	46	3	49	0.00000
Clostridium sp. JN-1	2483110	S	36	12	48	0.00000
Clostridium sp. JN-9	2507159	S	29	3	32	0.00000
Clostridium sp. LQ25	2992805	S	13	136	149	0.00001
Clostridium sp. MB40-C1	3070996	S	10	1	11	0.00000
Clostridium cadaveris	1529	S	585	17	602	0.00004
Clostridium beijerinckii	1520	S	87	86	173	0.00001
Clostridium perfringens	1502	S	66	97	163	0.00001
Clostridium intestinale	36845	S	50	1	51	0.00000
Clostridium estertheticum	238834	S	40	1	41	0.00000
Clostridium sporogenes	1509	S	40	58	98	0.00001
Clostridium chauvoei	46867	S	31	2	33	0.00000
Clostridium kluyveri	1534	S	31	0	31	0.00000
Clostridium pasteurianum	1501	S	30	0	30	0.00000
Clostridium felsineum	36839	S	29	1	30	0.00000
Clostridium botulinum	1491	S	26	13	39	0.00000
Clostridium tetani	1513	S	23	3	26	0.00000
Clostridium tyrobutyricum	1519	S	18	0	18	0.00000
Clostridium manihotivorum	2320868	S	15	0	15	0.00000
Clostridium acetobutylicum	1488	S	14	0	14	0.00000
Clostridium taeniosporum	394958	S	11	0	11	0.00000
Clostridium tagluense	360422	S	11	0	11	0.00000
Clostridium baratii	1561	S	10	0	10	0.00000
Hungatella hathewayi	154046	S	1462	78	1540	0.00010
Hungatella xylanolytica	384636	S	65	1	66	0.00000
Butyricicoccus sp. GAM44	2109686	S	81	0	81	0.00001
Alkaliphilus metalliredigens	208226	S	40	1	41	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	40	0	40	0.00000
Geosporobacter ferrireducens	1424294	S	33	0	33	0.00000
Caloramator sp. Dgby_cultured_2	3029174	S	16	3	19	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	24	0	24	0.00000
Hathewaya histolytica	1498	S	22	2	24	0.00000
Clostridioides difficile	1496	S	3242	8148	11390	0.00071
Clostridioides sp. ES-S-0173-01	2770786	S	10	0	10	0.00000
Romboutsia ilealis	1115758	S	64	13	77	0.00000
Peptoclostridium acidaminophilum	1731	S	82	1	83	0.00001
Filifactor alocis	143361	S	32	1	33	0.00000
Peptacetobacter hiranonis	89152	S	23	0	23	0.00000
Paeniclostridium sordellii	1505	S	12	0	12	0.00000
Maliibacterium massiliense	2086585	S	2049	41	2090	0.00013
Aristaeella hokkaidonensis	3046382	S	464	44	508	0.00003
Aristaeella lactis	3046383	S	185	16	201	0.00001
Desulfitobacterium dichloroeliminans	233055	S	112	7	119	0.00001
Desulfitobacterium hafniense	49338	S	22	1	23	0.00000
Syntrophobotulus glycolicus	51197	S	50	0	50	0.00000
Desulfosporosinus youngiae	339862	S	23	0	23	0.00000
Desulfosporosinus meridiei	79209	S	19	0	19	0.00000
Dehalobacter restrictus	55583	S	16	4	20	0.00000
Acididesulfobacillus acetoxydans	1561005	S	70	0	70	0.00000
Desulforamulus ruminis	1564	S	43	0	43	0.00000
Desulforamulus ferrireducens	1833852	S	17	1	18	0.00000
Candidatus Desulforudis audaxviator	471827	S	47	0	47	0.00000
Thermanaerosceptrum fracticalcis	1712410	S	21	0	21	0.00000
Candidatus Formimonas warabiya	1761012	S	16	0	16	0.00000
Caldinitratiruptor microaerophilus	671077	S	120	1	121	0.00001
Symbiobacterium thermophilum	2734	S	68	0	68	0.00000
Christensenella minuta	626937	S	104	2	106	0.00001
Heliomicrobium modesticaldum	35701	S	77	10	87	0.00001
Heliorestis convoluta	356322	S	22	0	22	0.00000
Vallitalea pronyensis	1348613	S	34	1	35	0.00000
Petrocella atlantisensis	2173034	S	15	0	15	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	10	21	31	0.00000
Syntrophothermus lipocalidus	86170	S	20	0	20	0.00000
Desulfoscipio gibsoniae	102134	S	22	0	22	0.00000
Thermincola potens	863643	S	11	0	11	0.00000
Gelria sp. Kuro-4	2796927	S	60	1	61	0.00000
Thermacetogenium phaeum	85874	S	31	7	38	0.00000
Ammonifex degensii	42838	S	18	0	18	0.00000
Mahella australiensis	252966	S	14	0	14	0.00000
Moorella glycerini	55779	S	31	5	36	0.00000
Moorella sp. Hama-1	2138101	S	31	4	35	0.00000
Moorella thermoacetica	1525	S	16	2	18	0.00000
Zhaonella formicivorans	2528593	S	10	0	10	0.00000
Halocella sp. SP3-1	2382161	S	27	1	28	0.00000
Halanaerobium praevalens	2331	S	12	0	12	0.00000
Thermosediminibacter oceani	291990	S	14	0	14	0.00000
Megasphaera massiliensis	1232428	S	10196	238	10434	0.00065
Megasphaera elsdenii	907	S	204	14	218	0.00001
Megasphaera stantonii	2144175	S	184	4	188	0.00001
Megasphaera hexanoica	1675036	S	102	3	105	0.00001
Veillonella rogosae	423477	S	201	29	230	0.00001
Veillonella parvula	29466	S	41	2	43	0.00000
Veillonella nakazawae	2682456	S	38	26	64	0.00000
Veillonella atypica	39777	S	29	1	30	0.00000
Veillonella sp. S12025-13	2682455	S	20	12	32	0.00000
Veillonella dispar	39778	S	13	4	17	0.00000
Veillonella rodentium	248315	S	13	0	13	0.00000
Dialister succinatiphilus	487173	S	155	21	176	0.00001
Phascolarctobacterium succinatutens	626940	S	744	309	1053	0.00007
Phascolarctobacterium faecium	33025	S	345	5	350	0.00002
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	244	60	304	0.00002
Acidaminococcus intestini	187327	S	716	43	759	0.00005
Acidaminococcus fermentans	905	S	112	10	122	0.00001
Selenomonas sputigena	69823	S	540	33	573	0.00004
Selenomonas sp. oral taxon 126	712528	S	156	85	241	0.00002
Selenomonas sp. oral taxon 920	1884263	S	76	34	110	0.00001
Selenomonas sp. oral taxon 478	712538	S	27	119	146	0.00001
Selenomonas ruminantium	971	S	314	7	321	0.00002
Selenomonas dianae	135079	S	127	37	164	0.00001
Selenomonas timonae	2754044	S	120	90	210	0.00001
Selenobaculum gbiensis	3054208	S	50	5	55	0.00000
Megamonas funiformis	437897	S	10	1	11	0.00000
Pectinatus frisingensis	865	S	15	0	15	0.00000
Methylomusa anaerophila	1930071	S	115	5	120	0.00001
Pelosinus sp. UFO1	484770	S	44	4	48	0.00000
Sporomusa termitida	2377	S	21	9	30	0.00000
uncultured Anaeromusa sp.	673273	S	26	1	27	0.00000
Paenibacillus sp. FSL R7-0331	1536773	S	102	26	128	0.00001
Paenibacillus sp. RUD330	2023772	S	78	10	88	0.00001
Paenibacillus sp. R14(2021)	2859228	S	57	8	65	0.00000
Paenibacillus sp. JDR-2	324057	S	50	3	53	0.00000
Paenibacillus sp. SYP-B4298	2996034	S	29	1	30	0.00000
Paenibacillus sp. 32O-W	1695218	S	27	3	30	0.00000
Paenibacillus sp. DCT19	2211212	S	26	5	31	0.00000
Paenibacillus sp. URB8-2	2741301	S	22	11	33	0.00000
Paenibacillus sp. MMS20-IR301	2895946	S	19	3	22	0.00000
Paenibacillus sp. FSL R7-0273	1536772	S	18	4	22	0.00000
Paenibacillus sp. PSB04	2866810	S	17	43	60	0.00000
Paenibacillus sp. B01	2660554	S	16	12	28	0.00000
Paenibacillus sp. PK3_47	2072642	S	12	2	14	0.00000
Paenibacillus sp. E222	2748863	S	10	16	26	0.00000
Paenibacillus sp. MBLB1832	2918901	S	10	0	10	0.00000
Paenibacillus mucilaginosus	61624	S	95	24	119	0.00001
Paenibacillus donghaensis	414771	S	57	10	67	0.00000
Paenibacillus ihbetae	1870820	S	40	8	48	0.00000
Paenibacillus sophorae	1333845	S	38	36	74	0.00000
Paenibacillus dendritiformis	130049	S	35	33	68	0.00000
Paenibacillus woosongensis	307580	S	30	8	38	0.00000
Paenibacillus terrae	159743	S	29	62	91	0.00001
Paenibacillus borealis	160799	S	22	20	42	0.00000
Paenibacillus macerans	44252	S	21	1	22	0.00000
Paenibacillus thiaminolyticus	49283	S	19	19	38	0.00000
Paenibacillus cellulosilyticus	375489	S	19	1	20	0.00000
Paenibacillus durus	44251	S	18	10	28	0.00000
Paenibacillus lentus	1338368	S	17	2	19	0.00000
Paenibacillus rhizovicinus	2704463	S	17	2	19	0.00000
Paenibacillus albicereus	2726185	S	16	10	26	0.00000
Paenibacillus lycopersici	2704462	S	16	2	18	0.00000
Paenibacillus stellifer	169760	S	15	3	18	0.00000
Paenibacillus aurantius	2918900	S	14	1	15	0.00000
Paenibacillus beijingensis	1126833	S	13	1	14	0.00000
Paenibacillus chitinolyticus	79263	S	13	1	14	0.00000
Paenibacillus konkukensis	2020716	S	11	2	13	0.00000
Paenibacillus polymyxa	1406	S	11	175	186	0.00001
Paenibacillus guangzhouensis	1473112	S	11	1	12	0.00000
Brevibacillus composti	2796470	S	70	31	101	0.00001
Brevibacillus sp. WF146	319501	S	48	42	90	0.00001
Brevibacillus brevis	1393	S	45	68	113	0.00001
Brevibacillus humidisoli	2895522	S	20	8	28	0.00000
Brevibacillus choshinensis	54911	S	17	3	20	0.00000
Brevibacillus ruminantium	2950604	S	15	5	20	0.00000
Cohnella candidum	2674991	S	71	13	84	0.00001
Cohnella herbarum	2728023	S	18	6	24	0.00000
Thermobacillus composti	377615	S	54	16	70	0.00000
Aneurinibacillus sp. B1	2966586	S	18	4	22	0.00000
Saccharibacillus brassicae	2583377	S	20	3	23	0.00000
Bacillus glycinifermentans	1664069	S	184	5	189	0.00001
Bacillus pseudomycoides	64104	S	95	8	103	0.00001
Bacillus mycoides	1405	S	13	3	16	0.00000
Bacillus cereus	1396	S	11	620	631	0.00004
Bacillus subtilis	1423	S	12	110	122	0.00001
Bacillus methanolicus	1471	S	11	1	12	0.00000
Neobacillus sp. PS3-40	3070679	S	198	10	208	0.00001
Neobacillus sp. 114	3048535	S	13	0	13	0.00000
Fictibacillus enclensis	1017270	S	96	3	99	0.00001
Fictibacillus sp. KU28468	2991053	S	17	0	17	0.00000
Lysinibacillus sp. G01H	3026425	S	35	30	65	0.00000
Lysinibacillus fusiformis	28031	S	12	1	13	0.00000
Heyndrickxia coagulans	1398	S	49	34	83	0.00001
Geobacillus sp. GHH01	1233873	S	20	61	81	0.00001
Geobacillus subterraneus	129338	S	10	1	11	0.00000
Alkalihalobacillus sp. LMS6	2924034	S	51	2	53	0.00000
Mesobacillus subterraneus	285983	S	31	5	36	0.00000
Rossellomorea marisflavi	189381	S	10	20	30	0.00000
Allobacillus halotolerans	570278	S	31	0	31	0.00000
Salisediminibacterium beveridgei	632773	S	25	0	25	0.00000
Priestia filamentosa	1402861	S	14	0	14	0.00000
Priestia megaterium	1404	S	10	2	12	0.00000
Halalkalibacterium halodurans	86665	S	24	1	25	0.00000
Caldibacillus thermoamylovorans	35841	S	14	2	16	0.00000
Shouchella clausii	79880	S	10	1	11	0.00000
Staphylococcus aureus	1280	S	203	550	753	0.00005
Staphylococcus pseudintermedius	283734	S	145	30	175	0.00001
Staphylococcus warneri	1292	S	35	6	41	0.00000
Staphylococcus simulans	1286	S	22	1	23	0.00000
Staphylococcus condimenti	70255	S	19	1	20	0.00000
Staphylococcus arlettae	29378	S	17	2	19	0.00000
Staphylococcus haemolyticus	1283	S	11	2	13	0.00000
Alicyclobacillus acidocaldarius	405212	S	87	1	88	0.00001
Alicyclobacillus sp. ALC3	2796143	S	42	1	43	0.00000
Alicyclobacillus cycloheptanicus	1457	S	20	1	21	0.00000
Alicyclobacillus acidoterrestris	1450	S	18	0	18	0.00000
Tumebacillus avium	1903704	S	36	17	53	0.00000
Effusibacillus dendaii	2743772	S	10	3	13	0.00000
Planococcus sp. 107-1	2908840	S	28	37	65	0.00000
Sporosarcina sp. 0.2-SM1T-5	3056445	S	11	5	16	0.00000
Sporosarcina thermotolerans	633404	S	16	8	24	0.00000
Staphylospora marina	2490858	S	82	2	84	0.00001
Polycladomyces abyssicola	1125966	S	20	0	20	0.00000
Gemella sanguinis	84135	S	34	3	37	0.00000
Gemella haemolysans	1379	S	31	2	33	0.00000
Exiguobacterium mexicanum	340146	S	40	7	47	0.00000
Hydrogenibacillus sp. N12	2866627	S	25	1	26	0.00000
Listeria newyorkensis	1497681	S	44	7	51	0.00000
Streptococcus sp. A12	1759399	S	56	16	72	0.00000
Streptococcus sp. Marseille-Q3533	2759692	S	51	11	62	0.00000
Streptococcus sp. S1	3098075	S	38	18	56	0.00000
Streptococcus sp. oral taxon 431	712633	S	20	7	27	0.00000
Streptococcus sp. LPB0220	2610896	S	20	13	33	0.00000
Streptococcus sp. Marseille-Q6470	2972784	S	16	5	21	0.00000
Streptococcus sp. oral taxon 061	712623	S	13	5	18	0.00000
Streptococcus sp. S5	3098076	S	13	10	23	0.00000
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A	3077723	S	10	7	17	0.00000
Streptococcus parasuis	1501662	S	277	40	317	0.00002
Streptococcus salivarius	1304	S	231	61	292	0.00002
Streptococcus merionis	400065	S	178	1	179	0.00001
Streptococcus parasanguinis	1318	S	169	61	230	0.00001
Streptococcus suis	1307	S	150	228	378	0.00002
Streptococcus pantholopis	1811193	S	149	9	158	0.00001
Streptococcus mutans	1309	S	73	6	79	0.00000
Streptococcus gordonii	1302	S	66	4	70	0.00000
Streptococcus equinus	1335	S	63	12	75	0.00000
Streptococcus sanguinis	1305	S	47	8	55	0.00000
Streptococcus australis	113107	S	39	27	66	0.00000
Streptococcus ilei	1156431	S	31	22	53	0.00000
Streptococcus oralis	1303	S	26	9	35	0.00000
Streptococcus mitis	28037	S	26	8	34	0.00000
Streptococcus pasteurianus	197614	S	26	81	107	0.00001
Streptococcus rubneri	1234680	S	22	11	33	0.00000
Streptococcus koreensis	2382163	S	18	15	33	0.00000
Streptococcus agalactiae	1311	S	18	82	100	0.00001
Streptococcus pneumoniae	1313	S	17	14	31	0.00000
Streptococcus anginosus	1328	S	10	15	25	0.00000
Streptococcus thermophilus	1308	S	11	2	13	0.00000
Streptococcus lutetiensis	150055	S	11	4	15	0.00000
Streptococcus pyogenes	1314	S	10	5	15	0.00000
Lactococcus lactis	1358	S	33	83	116	0.00001
Lactococcus cremoris	1359	S	15	30	45	0.00000
Lactococcus garvieae	1363	S	11	1	12	0.00000
Lactococcus paracarnosus	2749962	S	10	0	10	0.00000
Enterococcus faecium	1352	S	805	515	1320	0.00008
Enterococcus faecalis	1351	S	317	201	518	0.00003
Enterococcus cecorum	44008	S	32	1	33	0.00000
Enterococcus thailandicus	417368	S	27	0	27	0.00000
Enterococcus casseliflavus	37734	S	16	11	27	0.00000
Enterococcus mundtii	53346	S	11	0	11	0.00000
Vagococcus carniphilus	218144	S	62	5	67	0.00000
Melissococcus plutonius	33970	S	15	0	15	0.00000
Lacticaseibacillus paracasei	1597	S	240	65	305	0.00002
Limosilactobacillus gastricus	227942	S	92	7	99	0.00001
Limosilactobacillus fermentum	1613	S	28	4	32	0.00000
Limosilactobacillus mucosae	97478	S	18	1	19	0.00000
Limosilactobacillus pontis	35787	S	12	1	13	0.00000
Lactobacillus johnsonii	33959	S	68	10	78	0.00000
Lactobacillus delbrueckii	1584	S	14	1	15	0.00000
Levilactobacillus brevis	1580	S	48	8	56	0.00000
Levilactobacillus zymae	267363	S	27	1	28	0.00000
Ligilactobacillus ruminis	1623	S	46	1	47	0.00000
Ligilactobacillus murinus	1622	S	12	0	12	0.00000
Leuconostoc gelidum	1244	S	20	0	20	0.00000
Leuconostoc mesenteroides	1245	S	11	13	24	0.00000
Liquorilactobacillus mali	1618	S	50	4	54	0.00000
Schleiferilactobacillus harbinensis	304207	S	49	0	49	0.00000
Weissella koreensis	165096	S	16	2	18	0.00000
Weissella confusa	1583	S	12	2	14	0.00000
Lactiplantibacillus plantarum	1590	S	18	5	23	0.00000
Lactiplantibacillus pentosus	1589	S	13	1	14	0.00000
Latilactobacillus sakei	1599	S	26	3	29	0.00000
Companilactobacillus paralimentarius	83526	S	10	0	10	0.00000
Pediococcus acidilactici	1254	S	15	22	37	0.00000
Trichococcus flocculiformis	82803	S	50	53	103	0.00001
Trichococcus shcherbakoviae	2094020	S	23	18	41	0.00000
Jeotgalibaca ciconiae	2496265	S	21	0	21	0.00000
Jeotgalibaca porci	1868793	S	12	1	13	0.00000
Granulicatella adiacens	46124	S	23	1	24	0.00000
Dolosigranulum pigrum	29394	S	30	0	30	0.00000
Aerococcus sanguinicola	119206	S	10	11	21	0.00000
Facklamia hominis	178214	S	15	0	15	0.00000
Faecalibacillus intestinalis	1982626	S	3473	144	3617	0.00023
[Clostridium] innocuum	1522	S	2480	104	2584	0.00016
Thomasclavelia ramosa	1547	S	262	6	268	0.00002
Thomasclavelia spiroformis	29348	S	12	0	12	0.00000
Catenibacterium sp. co_0103	2478954	S	51	10	61	0.00000
Catenibacterium mitsuokai	100886	S	33	4	37	0.00000
Longicatena caecimuris	1796635	S	202	16	218	0.00001
Amedibacterium intestinale	2583452	S	199	14	213	0.00001
Faecalibaculum rodentium	1702221	S	189	1	190	0.00001
Allobaculum sp. Allo2	2853432	S	50	0	50	0.00000
Allobaculum mucilyticum	2834459	S	30	0	30	0.00000
Allocoprobacillus halotolerans	2944914	S	73	1	74	0.00000
Intestinibaculum porci	2487118	S	28	0	28	0.00000
Peptoniphilus equinus	3016343	S	254	1	255	0.00002
Peptoniphilus ivorii	54006	S	108	1	109	0.00001
Murdochiella vaginalis	1852373	S	114	7	121	0.00001
Anaerococcus mediterraneensis	1870984	S	50	8	58	0.00000
Parvimonas micra	33033	S	26	1	27	0.00000
Finegoldia magna	1260	S	13	0	13	0.00000
Caloranaerobacter azorensis	116090	S	10	0	10	0.00000
Ezakiella coagulans	46507	S	62	8	70	0.00000
Limnochorda pilosa	1555112	S	122	0	122	0.00001
Collinsella aerofaciens	74426	S	109389	6635	116024	0.00725
Collinsella stercoris	147206	S	677	15	692	0.00004
Coriobacterium glomerans	33871	S	255	1	256	0.00002
Olsenella timonensis	1805478	S	4743	834	5577	0.00035
Olsenella uli	133926	S	334	40	374	0.00002
Olsenella sp. oral taxon 807	712411	S	186	9	195	0.00001
Thermophilibacter immobilis	2779519	S	1167	145	1312	0.00008
Parolsenella massiliensis	1871022	S	399	135	534	0.00003
Parolsenella catena	2003188	S	374	149	523	0.00003
Parafannyhessea umbonata	604330	S	494	68	562	0.00004
Lancefieldella sp. Marseille-Q7238	3022127	S	250	5	255	0.00002
Lancefieldella parvula	1382	S	15	0	15	0.00000
Atopobium sp. oral taxon 416	712157	S	142	4	146	0.00001
Leptogranulimonas caecicola	2894156	S	96	3	99	0.00001
Fannyhessea vaginae	82135	S	16	0	16	0.00000
Adlercreutzia equolifaciens	446660	S	11269	2081	13350	0.00083
Adlercreutzia hattorii	2707299	S	1343	437	1780	0.00011
Gordonibacter pamelaeae	471189	S	2994	942	3936	0.00025
Gordonibacter urolithinfaciens	1335613	S	1945	458	2403	0.00015
Eggerthella lenta	84112	S	1693	407	2100	0.00013
Eggerthella sp. YY7918	502558	S	431	41	472	0.00003
Eggerthella guodeyinii	2690837	S	241	86	327	0.00002
Berryella intestinalis	1531429	S	542	53	595	0.00004
Berryella wangjianweii	2734634	S	211	4	215	0.00001
Slackia heliotrinireducens	84110	S	339	2	341	0.00002
Arabiibacter massiliensis	1870985	S	223	15	238	0.00001
Raoultibacter timonensis	1907662	S	181	3	184	0.00001
Xiamenia xianingshaonis	2682776	S	151	2	153	0.00001
Denitrobacterium detoxificans	79604	S	61	2	63	0.00000
Cryptobacterium curtum	84163	S	32	0	32	0.00000
Mycobacterium canettii	78331	S	13033	2539	15572	0.00097
Mycobacterium sp. ITM-2016-00318	2099693	S	35	2	37	0.00000
Mycobacterium sp. JS623	212767	S	17	1	18	0.00000
Mycobacterium sp. SMC-4	2857059	S	15	3	18	0.00000
Mycobacterium sp. Z3061	3073562	S	14	0	14	0.00000
Mycobacterium gordonae	1778	S	83	3	86	0.00001
Mycobacterium saskatchewanense	220927	S	23	1	24	0.00000
Mycobacterium avium	1764	S	13	9	22	0.00000
Mycobacterium vicinigordonae	1719132	S	13	0	13	0.00000
Mycobacterium ulcerans	1809	S	10	3	13	0.00000
Candidatus Mycobacterium wuenschmannii	3027808	S	12	0	12	0.00000
Candidatus Mycobacterium methanotrophicum	2943498	S	10	0	10	0.00000
Mycolicibacterium moriokaense	39691	S	45	3	48	0.00000
Mycolicibacterium frederiksbergense	117567	S	36	7	43	0.00000
Mycolicibacterium austroafricanum	39687	S	21	55	76	0.00000
Mycolicibacterium psychrotolerans	216929	S	20	2	22	0.00000
Mycolicibacterium phocaicum	319706	S	19	5	24	0.00000
Mycolicibacterium rutilum	370526	S	19	2	21	0.00000
Mycolicibacterium smegmatis	1772	S	18	3	21	0.00000
Mycolicibacterium madagascariense	212765	S	16	1	17	0.00000
Mycolicibacterium mengxianglii	2736649	S	15	1	16	0.00000
Mycolicibacterium poriferae	39694	S	13	1	14	0.00000
Mycolicibacterium sarraceniae	1534348	S	13	1	14	0.00000
Mycolicibacterium rhodesiae	36814	S	13	1	14	0.00000
Mycolicibacterium phlei	1771	S	12	2	14	0.00000
Mycolicibacterium aubagnense	319707	S	12	1	13	0.00000
Mycolicibacterium litorale	758802	S	12	1	13	0.00000
Mycolicibacterium gilvum	1804	S	12	2	14	0.00000
Mycolicibacterium fluoranthenivorans	258505	S	10	0	10	0.00000
Mycolicibacterium neoaurum	1795	S	10	0	10	0.00000
Mycolicibacterium hassiacum	46351	S	10	1	11	0.00000
Mycobacteroides abscessus	36809	S	36	6	42	0.00000
Mycobacteroides chelonae	1774	S	24	6	30	0.00000
Mycobacteroides salmoniphilum	404941	S	10	1	11	0.00000
Corynebacterium pyruviciproducens	598660	S	253	162	415	0.00003
Corynebacterium variabile	1727	S	79	28	107	0.00001
Corynebacterium tuberculostearicum	38304	S	68	35	103	0.00001
Corynebacterium hansenii	394964	S	50	26	76	0.00000
Corynebacterium sp. SCR221107	3017361	S	31	14	45	0.00000
Corynebacterium doosanense	1121358	S	38	12	50	0.00000
Corynebacterium urealyticum	43771	S	36	15	51	0.00000
Corynebacterium matruchotii	43768	S	34	0	34	0.00000
Corynebacterium epidermidicanis	1050174	S	32	3	35	0.00000
Corynebacterium liangguodongii	2079535	S	30	6	36	0.00000
Corynebacterium frankenforstense	1230998	S	27	6	33	0.00000
Corynebacterium phocae	161895	S	25	1	26	0.00000
Corynebacterium lujinxingii	2763010	S	23	10	33	0.00000
Corynebacterium kalinowskii	2675216	S	22	2	24	0.00000
Corynebacterium guangdongense	1783348	S	21	3	24	0.00000
Corynebacterium callunae	1721	S	21	6	27	0.00000
Corynebacterium ureicelerivorans	401472	S	19	10	29	0.00000
Corynebacterium vitaeruminis	38305	S	17	8	25	0.00000
Corynebacterium nuruki	1032851	S	17	3	20	0.00000
Corynebacterium bovis	36808	S	14	2	16	0.00000
Corynebacterium poyangense	2684405	S	13	0	13	0.00000
Corynebacterium sphenisci	191493	S	13	2	15	0.00000
Corynebacterium aquatimens	1190508	S	13	68	81	0.00001
Corynebacterium xerosis	1725	S	12	6	18	0.00000
Corynebacterium hindlerae	699041	S	11	1	12	0.00000
Corynebacterium pseudopelargi	2080757	S	11	6	17	0.00000
Corynebacterium riegelii	156976	S	11	3	14	0.00000
Corynebacterium falsenii	108486	S	11	2	13	0.00000
Corynebacterium aquilae	203263	S	10	0	10	0.00000
Corynebacterium jeddahense	1414719	S	10	6	16	0.00000
Rhodococcus sp. W8901	2742603	S	38	8	46	0.00000
Rhodococcus sp. WMMA185	679318	S	28	2	30	0.00000
Rhodococcus sp. X156	2499145	S	21	4	25	0.00000
Rhodococcus sp. MTM3W5.2	1805827	S	20	3	23	0.00000
Rhodococcus sp. ZPP	2749906	S	12	44	56	0.00000
Rhodococcus sp. ABRD24	2507582	S	12	1	13	0.00000
Rhodococcus sp. B7740	1564114	S	10	1	11	0.00000
Rhodococcus opacus	37919	S	83	74	157	0.00001
Rhodococcus fascians	1828	S	40	4	44	0.00000
Rhodococcus antarcticus	2987751	S	13	2	15	0.00000
Nocardia asteroides	1824	S	40	9	49	0.00000
Nocardia yamanashiensis	209247	S	39	5	44	0.00000
Nocardia terpenica	455432	S	36	4	40	0.00000
Nocardia huaxiensis	2755382	S	34	4	38	0.00000
Nocardia cyriacigeorgica	135487	S	24	5	29	0.00000
Nocardia brasiliensis	37326	S	21	3	24	0.00000
Nocardia wallacei	480035	S	14	2	16	0.00000
Nocardia sp. CS682	1047172	S	12	2	14	0.00000
Nocardia iowensis	204891	S	11	1	12	0.00000
Nocardia tengchongensis	2055889	S	11	2	13	0.00000
Prescottella equi	43767	S	47	10	57	0.00000
Gordonia alkanivorans	84096	S	76	123	199	0.00001
Gordonia terrae	2055	S	36	5	41	0.00000
Gordonia hongkongensis	1701090	S	20	29	49	0.00000
Gordonia pseudamarae	2831662	S	13	1	14	0.00000
Gordonia zhaorongruii	2597659	S	12	1	13	0.00000
Tsukamurella tyrosinosolvens	57704	S	22	3	25	0.00000
Tsukamurella pulmonis	47312	S	12	1	13	0.00000
Dietzia sp. oral taxon 368	712270	S	18	4	22	0.00000
